Time (ns),ORF2,ORF2,ORF2_nomn,ORF2_nomn
251.5,1.6475,1.64914,1.63992,1.64753
251.6,1.65275,1.64319,1.63693,1.64328
251.7,1.64711,1.64515,1.64043,1.64668
251.8,1.65534,1.6503,1.64181,1.64796
251.9,1.65767,1.65116,1.64562,1.64602
252,1.65529,1.65457,1.64918,1.64722
252.1,1.65244,1.64874,1.64237,1.64507
252.2,1.64845,1.65219,1.64556,1.64709
252.3,1.64865,1.64735,1.64334,1.65434
252.4,1.64911,1.64765,1.64359,1.64752
252.5,1.64443,1.64885,1.63811,1.64675
252.6,1.64657,1.65079,1.64795,1.65237
252.7,1.65013,1.64893,1.64758,1.65259
252.8,1.6471,1.64674,1.64627,1.64807
252.9,1.64838,1.64298,1.64534,1.64334
253,1.64597,1.65002,1.64811,1.65043
253.1,1.64708,1.65427,1.65114,1.64745
253.2,1.65421,1.64413,1.64281,1.65546
253.3,1.65185,1.65039,1.63602,1.65122
253.4,1.65145,1.64981,1.64206,1.64528
253.5,1.65301,1.65318,1.64428,1.64458
253.6,1.64307,1.64564,1.64864,1.64836
253.7,1.6436,1.64242,1.64044,1.64684
253.8,1.65003,1.6438,1.63846,1.64586
253.9,1.65314,1.64238,1.64633,1.64755
254,1.65315,1.64516,1.64634,1.64964
254.1,1.64954,1.64651,1.64728,1.6469
254.2,1.65511,1.65192,1.64118,1.65301
254.3,1.65692,1.64189,1.64065,1.64365
254.4,1.64986,1.65053,1.64935,1.64764
254.5,1.65258,1.64902,1.64124,1.64686
254.6,1.65213,1.64318,1.64066,1.64591
254.7,1.65175,1.64661,1.64773,1.65631
254.8,1.64319,1.63996,1.64091,1.65607
254.9,1.63907,1.65369,1.64921,1.65193
255,1.64959,1.64366,1.64571,1.64868
255.1,1.65115,1.64447,1.63688,1.65058
255.2,1.65045,1.64462,1.64001,1.64364
255.3,1.64768,1.64539,1.64708,1.64623
255.4,1.64369,1.65066,1.63876,1.64706
255.5,1.6421,1.64552,1.63509,1.65158
255.6,1.64353,1.64664,1.63105,1.64324
255.7,1.64907,1.65055,1.63141,1.6447
255.8,1.6507,1.64527,1.63694,1.65149
255.9,1.64539,1.65434,1.63948,1.64777
256,1.64396,1.65068,1.63902,1.65255
256.1,1.64795,1.65419,1.6353,1.6521
256.2,1.64194,1.65475,1.63499,1.64308
256.3,1.64438,1.65517,1.63406,1.64451
256.4,1.65478,1.65231,1.63653,1.64866
256.5,1.65173,1.654,1.63988,1.64484
256.6,1.64807,1.64992,1.6396,1.63911
256.7,1.64422,1.64694,1.64213,1.64255
256.8,1.646,1.65269,1.63272,1.65016
256.9,1.64898,1.65215,1.63655,1.65001
257,1.64678,1.64946,1.6363,1.64678
257.1,1.65287,1.64867,1.64121,1.64575
257.2,1.65002,1.64938,1.63644,1.64676
257.3,1.65233,1.6487,1.63447,1.65326
257.4,1.64314,1.64894,1.64073,1.65857
257.5,1.64863,1.64772,1.64558,1.64729
257.6,1.64399,1.65783,1.64441,1.64664
257.7,1.6422,1.65174,1.64012,1.64857
257.8,1.64959,1.65595,1.64455,1.64539
257.9,1.65022,1.65116,1.64044,1.65133
258,1.64864,1.64411,1.64849,1.64894
258.1,1.64973,1.64994,1.64831,1.65153
258.2,1.65003,1.64576,1.63732,1.6529
258.3,1.64986,1.65107,1.64204,1.64046
258.4,1.64628,1.65404,1.6413,1.64842
258.5,1.65023,1.6515,1.64068,1.65224
258.6,1.64912,1.65064,1.6372,1.64958
258.7,1.65071,1.64738,1.63484,1.64668
258.8,1.63817,1.64669,1.6383,1.64968
258.9,1.65121,1.64872,1.638,1.64989
259,1.65365,1.65016,1.63935,1.64793
259.1,1.64956,1.64548,1.64325,1.65303
259.2,1.64965,1.64853,1.63975,1.64717
259.3,1.65075,1.64801,1.63797,1.65428
259.4,1.65212,1.64224,1.63555,1.64086
259.5,1.64647,1.64059,1.63846,1.6523
259.6,1.65406,1.64714,1.63711,1.64897
259.7,1.65049,1.64441,1.62803,1.64792
259.8,1.6527,1.64506,1.63909,1.65735
259.9,1.65237,1.64688,1.6411,1.6504
260,1.6557,1.64804,1.63917,1.6448
260.1,1.65425,1.6457,1.64226,1.64801
260.2,1.6554,1.64749,1.64771,1.64761
260.3,1.65794,1.64968,1.65236,1.65336
260.4,1.64677,1.64917,1.65293,1.65565
260.5,1.64989,1.64122,1.64872,1.64877
260.6,1.6509,1.64587,1.64277,1.64795
260.7,1.65714,1.64254,1.64218,1.65264
260.8,1.654,1.64269,1.64612,1.64823
260.9,1.6561,1.64828,1.64893,1.65235
261,1.64635,1.65161,1.64827,1.6497
261.1,1.65043,1.64645,1.64583,1.64613
261.2,1.64604,1.64689,1.64406,1.64382
261.3,1.65278,1.65114,1.64072,1.64735
261.4,1.6506,1.6456,1.64072,1.64863
261.5,1.65748,1.6511,1.63991,1.64547
261.6,1.6538,1.64991,1.63795,1.64489
261.7,1.655,1.64931,1.64665,1.64982
261.8,1.6585,1.65104,1.63968,1.64207
261.9,1.65625,1.65607,1.64692,1.64476
262,1.65114,1.64574,1.63964,1.64665
262.1,1.65391,1.64483,1.64147,1.66304
262.2,1.65073,1.64052,1.63513,1.6543
262.3,1.64856,1.64689,1.63896,1.65148
262.4,1.64895,1.64158,1.63885,1.64919
262.5,1.65093,1.64376,1.64123,1.65217
262.6,1.65164,1.65475,1.63827,1.65089
262.7,1.64717,1.6415,1.64012,1.65597
262.8,1.65392,1.65138,1.64017,1.65288
262.9,1.65227,1.64843,1.64442,1.65604
263,1.65851,1.64435,1.64056,1.65303
263.1,1.65453,1.6432,1.6407,1.65319
263.2,1.65676,1.64921,1.63904,1.65693
263.3,1.64885,1.65221,1.63955,1.65478
263.4,1.65704,1.64856,1.63536,1.65728
263.5,1.65227,1.6408,1.63762,1.65555
263.6,1.65246,1.64701,1.63227,1.65057
263.7,1.65771,1.64379,1.63563,1.66383
263.8,1.65161,1.64985,1.63733,1.66116
263.9,1.65319,1.64454,1.63913,1.6598
264,1.64677,1.64043,1.63603,1.65632
264.1,1.65058,1.64914,1.63788,1.6549
264.2,1.64873,1.64323,1.64051,1.66057
264.3,1.647,1.64693,1.64301,1.6562
264.4,1.6549,1.65408,1.64356,1.65892
264.5,1.64773,1.64498,1.64124,1.65059
264.6,1.6491,1.64431,1.63611,1.65627
264.7,1.64778,1.64403,1.6359,1.65333
264.8,1.6565,1.6447,1.63736,1.65584
264.9,1.65532,1.64655,1.63171,1.65384
265,1.65076,1.64358,1.64366,1.65614
265.1,1.64649,1.64481,1.63635,1.65504
265.2,1.65148,1.64011,1.64461,1.64992
265.3,1.6428,1.64367,1.64509,1.65077
265.4,1.6495,1.64681,1.64432,1.65721
265.5,1.65042,1.63828,1.64015,1.65508
265.6,1.65447,1.64668,1.6392,1.65408
265.7,1.64629,1.64681,1.63376,1.64879
265.8,1.64106,1.65051,1.63615,1.65218
265.9,1.64608,1.64985,1.62937,1.65421
266,1.65454,1.64076,1.64416,1.65106
266.1,1.64664,1.65086,1.64017,1.65732
266.2,1.65275,1.64197,1.64043,1.65129
266.3,1.65346,1.65004,1.64321,1.6552
266.4,1.65213,1.64991,1.64073,1.65597
266.5,1.65496,1.64637,1.64182,1.65368
266.6,1.65264,1.64591,1.64259,1.65246
266.7,1.64893,1.64368,1.64048,1.65655
266.8,1.6531,1.64674,1.64834,1.64788
266.9,1.65093,1.64724,1.64124,1.65293
267,1.65065,1.65406,1.652,1.6485
267.1,1.65082,1.64992,1.64634,1.6485
267.2,1.65301,1.64603,1.64846,1.64465
267.3,1.6473,1.64311,1.64326,1.65861
267.4,1.64739,1.65062,1.63969,1.65465
267.5,1.64979,1.63699,1.63916,1.64905
267.6,1.65407,1.64708,1.63217,1.65615
267.7,1.64446,1.64263,1.63055,1.65792
267.8,1.6544,1.64581,1.63569,1.65322
267.9,1.64851,1.64299,1.64362,1.6538
268,1.64951,1.64534,1.63846,1.65059
268.1,1.64614,1.65266,1.64774,1.64863
268.2,1.64397,1.64856,1.64181,1.65568
268.3,1.64592,1.64363,1.63683,1.65257
268.4,1.64742,1.64422,1.63832,1.65065
268.5,1.65391,1.64591,1.64355,1.65371
268.6,1.65279,1.63905,1.64283,1.6501
268.7,1.64754,1.64847,1.63499,1.65239
268.8,1.64973,1.65083,1.6351,1.63968
268.9,1.65438,1.64592,1.63313,1.65075
269,1.64982,1.64445,1.64015,1.64447
269.1,1.64993,1.64422,1.64481,1.64839
269.2,1.64669,1.63958,1.64727,1.64735
269.3,1.63798,1.64786,1.64099,1.6496
269.4,1.65015,1.6439,1.63913,1.64953
269.5,1.64788,1.64285,1.63367,1.65085
269.6,1.65188,1.64495,1.64183,1.6475
269.7,1.64439,1.64239,1.64484,1.65099
269.8,1.65126,1.64826,1.64381,1.64967
269.9,1.65542,1.65304,1.64073,1.65198
270,1.6456,1.64582,1.63415,1.65512
270.1,1.64933,1.64538,1.64364,1.64691
270.2,1.6459,1.64553,1.64072,1.6429
270.3,1.64889,1.64703,1.64287,1.64576
270.4,1.64772,1.64076,1.64684,1.65309
270.5,1.64262,1.6501,1.63368,1.65701
270.6,1.65188,1.65538,1.63957,1.65531
270.7,1.64419,1.65417,1.63901,1.64744
270.8,1.64853,1.65264,1.64565,1.65381
270.9,1.64924,1.64644,1.64108,1.65359
271,1.65104,1.65329,1.63921,1.65512
271.1,1.64976,1.64648,1.63804,1.64878
271.2,1.65181,1.65056,1.64082,1.65386
271.3,1.65054,1.65022,1.63697,1.65215
271.4,1.6495,1.64838,1.64955,1.65406
271.5,1.64892,1.65074,1.64804,1.65568
271.6,1.65866,1.65359,1.64774,1.65447
271.7,1.65295,1.64546,1.64791,1.65178
271.8,1.65348,1.64553,1.63452,1.65061
271.9,1.65708,1.64638,1.63886,1.65441
272,1.65413,1.6455,1.64337,1.64415
272.1,1.64452,1.64717,1.63583,1.65609
272.2,1.64963,1.64757,1.64231,1.65693
272.3,1.65532,1.64435,1.64793,1.65276
272.4,1.65027,1.64106,1.64316,1.66254
272.5,1.65142,1.64482,1.63874,1.65433
272.6,1.64919,1.64588,1.64498,1.65184
272.7,1.65234,1.65624,1.64028,1.66311
272.8,1.65332,1.64562,1.63709,1.65496
272.9,1.65126,1.6536,1.64334,1.65896
273,1.65072,1.64678,1.64963,1.66107
273.1,1.64879,1.65183,1.63632,1.65716
273.2,1.65067,1.65068,1.63936,1.6582
273.3,1.64482,1.64501,1.6385,1.65895
273.4,1.65131,1.64987,1.64331,1.65404
273.5,1.64234,1.65133,1.64437,1.65296
273.6,1.64998,1.64482,1.64216,1.65549
273.7,1.64881,1.649,1.63884,1.65832
273.8,1.65272,1.64529,1.63102,1.6594
273.9,1.65317,1.65973,1.63705,1.65301
274,1.65104,1.6481,1.63903,1.64409
274.1,1.65866,1.65246,1.6452,1.65057
274.2,1.64283,1.64825,1.64334,1.65072
274.3,1.65527,1.65012,1.64029,1.66144
274.4,1.64677,1.64602,1.64117,1.65403
274.5,1.64745,1.64897,1.6479,1.65669
274.6,1.65147,1.64453,1.64524,1.64667
274.7,1.65025,1.64744,1.64443,1.64589
274.8,1.65637,1.64928,1.63741,1.64807
274.9,1.65712,1.64664,1.6402,1.64132
275,1.64948,1.65216,1.64186,1.64927
275.1,1.64974,1.64425,1.64546,1.65505
275.2,1.65111,1.64481,1.63804,1.65508
275.3,1.6503,1.64922,1.63801,1.65339
275.4,1.65341,1.64666,1.64302,1.65214
275.5,1.64828,1.64908,1.64027,1.65218
275.6,1.64772,1.64326,1.64436,1.66044
275.7,1.64775,1.64642,1.64642,1.65466
275.8,1.6523,1.64562,1.63347,1.6522
275.9,1.65115,1.64894,1.64468,1.64953
276,1.65383,1.65657,1.64556,1.65297
276.1,1.64574,1.65086,1.64763,1.6517
276.2,1.6451,1.64938,1.64866,1.65102
276.3,1.65009,1.64796,1.6448,1.6577
276.4,1.65195,1.65425,1.6493,1.6504
276.5,1.64504,1.64501,1.63996,1.64718
276.6,1.64781,1.65296,1.63982,1.64762
276.7,1.64728,1.64662,1.64411,1.64561
276.8,1.6471,1.64458,1.64633,1.65289
276.9,1.64767,1.64838,1.64395,1.64523
277,1.65349,1.64445,1.64967,1.6486
277.1,1.64698,1.64624,1.64687,1.65413
277.2,1.65098,1.64142,1.64457,1.64995
277.3,1.6493,1.64565,1.63873,1.65076
277.4,1.64808,1.64849,1.65084,1.65392
277.5,1.65081,1.6516,1.64855,1.65732
277.6,1.6536,1.65643,1.65025,1.65154
277.7,1.65213,1.65697,1.64871,1.65519
277.8,1.65192,1.64818,1.64442,1.65554
277.9,1.65058,1.65162,1.6482,1.65188
278,1.64953,1.64565,1.64219,1.65259
278.1,1.65182,1.65208,1.64374,1.65872
278.2,1.64185,1.64289,1.6428,1.65143
278.3,1.64849,1.64902,1.64899,1.65644
278.4,1.65208,1.64808,1.64322,1.65201
278.5,1.65072,1.64488,1.6478,1.64492
278.6,1.65151,1.64659,1.64644,1.64522
278.7,1.65424,1.6466,1.64356,1.66285
278.8,1.65468,1.64308,1.65033,1.65329
278.9,1.64822,1.64121,1.64276,1.65155
279,1.6546,1.64981,1.64959,1.65048
279.1,1.65019,1.6456,1.63967,1.65953
279.2,1.65581,1.64296,1.64841,1.65509
279.3,1.65118,1.64758,1.64796,1.64821
279.4,1.65042,1.64278,1.65096,1.65772
279.5,1.64937,1.65137,1.6416,1.65781
279.6,1.64205,1.6437,1.6435,1.65243
279.7,1.64811,1.64519,1.64245,1.64393
279.8,1.65007,1.64895,1.64428,1.64551
279.9,1.65173,1.65463,1.64492,1.64998
280,1.64623,1.64521,1.64742,1.64612
280.1,1.64589,1.65306,1.63727,1.6464
280.2,1.6493,1.64496,1.65077,1.64491
280.3,1.65244,1.6507,1.64552,1.63403
280.4,1.64869,1.64639,1.64854,1.65278
280.5,1.64677,1.64375,1.65176,1.64436
280.6,1.64897,1.64914,1.64652,1.64421
280.7,1.63596,1.65115,1.64602,1.64479
280.8,1.65126,1.64845,1.65133,1.63999
280.9,1.6416,1.64411,1.64287,1.65024
281,1.64884,1.64556,1.64541,1.65027
281.1,1.64973,1.64822,1.64446,1.64252
281.2,1.6464,1.65292,1.63775,1.64533
281.3,1.6459,1.64905,1.63425,1.64618
281.4,1.63747,1.6552,1.62904,1.64475
281.5,1.65103,1.65258,1.63802,1.64446
281.6,1.65145,1.64726,1.63947,1.65452
281.7,1.6489,1.65515,1.64576,1.64802
281.8,1.64985,1.64468,1.63766,1.6458
281.9,1.64484,1.64688,1.64549,1.65045
282,1.65172,1.64996,1.65365,1.64514
282.1,1.6483,1.64343,1.64153,1.64757
282.2,1.64837,1.64927,1.65178,1.6559
282.3,1.64715,1.65065,1.64814,1.64894
282.4,1.64968,1.65225,1.64369,1.64829
282.5,1.65441,1.65011,1.64434,1.65155
282.6,1.65653,1.64832,1.64157,1.65015
282.7,1.66252,1.64588,1.63769,1.64411
282.8,1.65595,1.64678,1.64809,1.65208
282.9,1.6509,1.64971,1.64496,1.6453
283,1.6437,1.65255,1.64326,1.64941
283.1,1.64775,1.6434,1.65027,1.65213
283.2,1.65283,1.64706,1.6429,1.64536
283.3,1.65021,1.65301,1.64203,1.64285
283.4,1.6507,1.6421,1.64836,1.65244
283.5,1.65001,1.6417,1.64222,1.65002
283.6,1.64853,1.64446,1.63914,1.64773
283.7,1.64795,1.63672,1.63977,1.64232
283.8,1.64766,1.64208,1.64667,1.6552
283.9,1.65285,1.6417,1.63996,1.64366
284,1.65024,1.64288,1.63517,1.64299
284.1,1.64971,1.64465,1.64354,1.64848
284.2,1.64481,1.64646,1.64892,1.64652
284.3,1.65163,1.6423,1.64815,1.64884
284.4,1.65054,1.64572,1.64278,1.65503
284.5,1.65324,1.64118,1.64696,1.64513
284.6,1.64953,1.64364,1.64216,1.64628
284.7,1.64539,1.64408,1.63784,1.6477
284.8,1.64562,1.64658,1.64602,1.64915
284.9,1.6459,1.64802,1.64222,1.649
285,1.65127,1.65013,1.64604,1.64765
285.1,1.65083,1.63885,1.6438,1.64442
285.2,1.64088,1.64968,1.64374,1.65252
285.3,1.64792,1.63801,1.64328,1.64613
285.4,1.6482,1.6512,1.64392,1.64368
285.5,1.65762,1.64715,1.64545,1.64692
285.6,1.65013,1.64736,1.64374,1.63933
285.7,1.6488,1.64741,1.64802,1.65643
285.8,1.65061,1.64413,1.64826,1.65039
285.9,1.64724,1.64611,1.64745,1.64562
286,1.64921,1.64213,1.6459,1.65113
286.1,1.6462,1.64714,1.65334,1.64792
286.2,1.65293,1.64835,1.6488,1.64923
286.3,1.64961,1.64711,1.64722,1.64719
286.4,1.64685,1.6448,1.64552,1.65798
286.5,1.64597,1.64392,1.64283,1.64771
286.6,1.64759,1.64216,1.64122,1.65667
286.7,1.65287,1.64514,1.64911,1.65692
286.8,1.64491,1.63654,1.64269,1.64572
286.9,1.65181,1.64444,1.64674,1.6495
287,1.64421,1.64398,1.64347,1.6487
287.1,1.64784,1.64744,1.64786,1.64904
287.2,1.64564,1.65006,1.64535,1.65122
287.3,1.64898,1.64549,1.64178,1.64978
287.4,1.64801,1.64283,1.64027,1.64647
287.5,1.64896,1.64879,1.63786,1.64938
287.6,1.64613,1.64359,1.64142,1.64093
287.7,1.64996,1.64787,1.64174,1.64892
287.8,1.64799,1.64309,1.64329,1.65203
287.9,1.65091,1.64384,1.64995,1.64946
288,1.65453,1.64529,1.64404,1.64508
288.1,1.65067,1.64325,1.63807,1.64852
288.2,1.64944,1.64608,1.63878,1.65106
288.3,1.65079,1.64362,1.64514,1.64809
288.4,1.64449,1.64829,1.64479,1.64793
288.5,1.65104,1.64809,1.64134,1.64415
288.6,1.6523,1.65127,1.64558,1.64587
288.7,1.65657,1.64469,1.6439,1.63846
288.8,1.65098,1.64763,1.64963,1.64375
288.9,1.65712,1.64479,1.6452,1.64844
289,1.65669,1.64957,1.64461,1.64598
289.1,1.66116,1.64049,1.64642,1.65159
289.2,1.65364,1.64997,1.64771,1.64595
289.3,1.64926,1.65109,1.65047,1.64201
289.4,1.64347,1.64988,1.64724,1.64945
289.5,1.65362,1.65141,1.64641,1.64568
289.6,1.65137,1.649,1.6443,1.64307
289.7,1.65761,1.64936,1.64859,1.65335
289.8,1.65143,1.65184,1.64419,1.63798
289.9,1.65315,1.64893,1.64744,1.64739
290,1.65081,1.65109,1.6571,1.6407
290.1,1.64545,1.64622,1.65494,1.64285
290.2,1.65228,1.64736,1.64577,1.64782
290.3,1.64873,1.64937,1.6427,1.64756
290.4,1.65062,1.64612,1.64134,1.64881
290.5,1.64561,1.64456,1.64996,1.65192
290.6,1.64742,1.63996,1.65618,1.65366
290.7,1.64443,1.6443,1.64726,1.6444
290.8,1.6486,1.64308,1.64719,1.64022
290.9,1.64864,1.6484,1.64502,1.64507
291,1.65436,1.65103,1.64999,1.63661
291.1,1.64314,1.64667,1.64473,1.64092
291.2,1.64604,1.64861,1.64475,1.64763
291.3,1.65278,1.64598,1.64537,1.63995
291.4,1.64404,1.64999,1.64258,1.64506
291.5,1.65343,1.65438,1.64629,1.64667
291.6,1.64486,1.64136,1.64152,1.64456
291.7,1.64995,1.64897,1.64102,1.64719
291.8,1.64766,1.65436,1.64536,1.64157
291.9,1.64797,1.65043,1.64433,1.64558
292,1.64729,1.6444,1.64242,1.64701
292.1,1.64548,1.65201,1.64588,1.64182
292.2,1.64816,1.64786,1.64377,1.64674
292.3,1.65248,1.65262,1.64823,1.63967
292.4,1.64842,1.6494,1.65214,1.64161
292.5,1.65343,1.65588,1.65148,1.64555
292.6,1.64674,1.64802,1.64698,1.65213
292.7,1.64552,1.64738,1.63966,1.64762
292.8,1.64735,1.64857,1.64325,1.65338
292.9,1.65519,1.65037,1.64566,1.64274
293,1.64655,1.64255,1.64696,1.65349
293.1,1.63795,1.64858,1.64657,1.64089
293.2,1.64794,1.65023,1.64495,1.64315
293.3,1.64917,1.65255,1.6488,1.64348
293.4,1.64564,1.6484,1.64008,1.64201
293.5,1.64918,1.65035,1.64253,1.64475
293.6,1.65599,1.64935,1.64878,1.64337
293.7,1.64662,1.64164,1.64648,1.64383
293.8,1.64847,1.64858,1.64658,1.64752
293.9,1.64817,1.64799,1.64656,1.64713
294,1.65021,1.64334,1.64649,1.6587
294.1,1.64726,1.65162,1.64933,1.64174
294.2,1.64555,1.65093,1.6474,1.64489
294.3,1.65161,1.65627,1.6489,1.64748
294.4,1.64943,1.65499,1.64694,1.65077
294.5,1.64753,1.6469,1.64732,1.65105
294.6,1.6421,1.64892,1.64594,1.64572
294.7,1.64684,1.64551,1.64525,1.64585
294.8,1.64593,1.64984,1.64843,1.65377
294.9,1.64797,1.64722,1.64431,1.64806
295,1.64577,1.6455,1.64814,1.65166
295.1,1.64875,1.64398,1.64889,1.64532
295.2,1.64921,1.6459,1.65047,1.64536
295.3,1.65159,1.64652,1.65784,1.65152
295.4,1.64461,1.64761,1.64975,1.65262
295.5,1.64986,1.64986,1.64766,1.64675
295.6,1.65155,1.64974,1.64981,1.65499
295.7,1.65137,1.64519,1.64552,1.64676
295.8,1.65268,1.65057,1.64663,1.65127
295.9,1.64604,1.64918,1.65134,1.65359
296,1.65085,1.64719,1.64718,1.64594
296.1,1.6526,1.64949,1.64359,1.64751
296.2,1.65307,1.65274,1.64602,1.65315
296.3,1.65762,1.64656,1.65429,1.65533
296.4,1.65664,1.65004,1.64161,1.6514
296.5,1.64792,1.65348,1.65049,1.66186
296.6,1.64931,1.66347,1.64826,1.65195
296.7,1.65113,1.64742,1.65236,1.65108
296.8,1.64662,1.65478,1.6438,1.6505
296.9,1.6454,1.64708,1.64399,1.65221
297,1.64758,1.64834,1.63959,1.64966
297.1,1.64849,1.6459,1.64827,1.65604
297.2,1.65002,1.6387,1.64346,1.65603
297.3,1.64611,1.64384,1.64662,1.64605
297.4,1.64227,1.6482,1.64147,1.647
297.5,1.64744,1.64383,1.64211,1.65451
297.6,1.65673,1.6525,1.64658,1.64974
297.7,1.64263,1.64749,1.64352,1.64261
297.8,1.64781,1.64678,1.63999,1.65179
297.9,1.64824,1.64562,1.64255,1.64659
298,1.65263,1.64343,1.64486,1.65331
298.1,1.64914,1.65577,1.64634,1.65012
298.2,1.65159,1.64119,1.64856,1.64808
298.3,1.65393,1.63503,1.64286,1.64411
298.4,1.65558,1.64258,1.64678,1.65727
298.5,1.6512,1.6519,1.6495,1.65099
298.6,1.64478,1.64068,1.64799,1.64827
298.7,1.65094,1.64742,1.64922,1.64995
298.8,1.64948,1.64453,1.64316,1.65276
298.9,1.65363,1.64478,1.63678,1.6486
299,1.65107,1.65042,1.6445,1.64953
299.1,1.65121,1.65046,1.6483,1.64947
299.2,1.64406,1.65059,1.64619,1.64822
299.3,1.64477,1.64121,1.64519,1.64468
299.4,1.64249,1.64619,1.64381,1.65339
299.5,1.64718,1.64763,1.63978,1.6544
299.6,1.65266,1.65172,1.64478,1.64842
299.7,1.64585,1.64439,1.64562,1.65286
299.8,1.64103,1.64953,1.64346,1.64621
299.9,1.64425,1.64461,1.64747,1.65248
300,1.64707,1.64191,1.64559,1.64713
300.1,1.64139,1.65846,1.64462,1.64317
300.2,1.6448,1.65185,1.64938,1.64914
300.3,1.65,1.65379,1.64703,1.64938
300.4,1.63939,1.64922,1.64506,1.65581
300.5,1.64462,1.64483,1.64735,1.65399
300.6,1.64708,1.65093,1.65146,1.65004
300.7,1.64631,1.64231,1.64794,1.64569
300.8,1.64754,1.65179,1.64775,1.64901
300.9,1.64688,1.6567,1.64889,1.6481
301,1.64878,1.65188,1.64939,1.64552
301.1,1.6509,1.65285,1.64309,1.64687
301.2,1.64518,1.64234,1.64656,1.6541
301.3,1.64828,1.65097,1.6424,1.65085
301.4,1.65518,1.65283,1.64321,1.6572
301.5,1.64602,1.64514,1.64161,1.65293
301.6,1.64683,1.64768,1.64468,1.6548
301.7,1.64551,1.65287,1.64496,1.65084
301.8,1.64799,1.65039,1.64906,1.6491
301.9,1.64516,1.6479,1.64373,1.64948
302,1.65004,1.64789,1.65426,1.64554
302.1,1.65171,1.64915,1.65273,1.65416
302.2,1.64879,1.65245,1.64418,1.63846
302.3,1.64566,1.65162,1.65008,1.64158
302.4,1.65132,1.64492,1.63919,1.64532
302.5,1.65029,1.64885,1.64604,1.6382
302.6,1.64457,1.65004,1.64291,1.64055
302.7,1.64491,1.64705,1.6354,1.64297
302.8,1.64252,1.65275,1.6371,1.64074
302.9,1.65204,1.65146,1.64845,1.64357
303,1.65028,1.65066,1.64951,1.64624
303.1,1.64452,1.64487,1.64685,1.64874
303.2,1.64994,1.64312,1.6491,1.64866
303.3,1.64062,1.64587,1.64805,1.64948
303.4,1.64782,1.65302,1.64607,1.65009
303.5,1.65144,1.64662,1.64787,1.64738
303.6,1.64793,1.64959,1.6496,1.64769
303.7,1.64999,1.64718,1.64075,1.64817
303.8,1.64745,1.64736,1.65109,1.65258
303.9,1.6517,1.64666,1.6502,1.64844
304,1.64792,1.64723,1.65127,1.64182
304.1,1.64698,1.64424,1.6454,1.64954
304.2,1.63968,1.64841,1.64504,1.64785
304.3,1.64089,1.65191,1.64881,1.65275
304.4,1.64615,1.64759,1.64688,1.64946
304.5,1.63869,1.64106,1.64272,1.6437
304.6,1.64076,1.64597,1.6427,1.64182
304.7,1.64502,1.64567,1.64092,1.64858
304.8,1.64398,1.64571,1.65318,1.64086
304.9,1.65004,1.64965,1.64523,1.64023
305,1.64218,1.64852,1.65093,1.64808
305.1,1.64046,1.64816,1.64667,1.6459
305.2,1.64408,1.65157,1.64942,1.64207
305.3,1.64965,1.65111,1.64969,1.64264
305.4,1.64888,1.65265,1.65212,1.63997
305.5,1.63349,1.64958,1.64519,1.64291
305.6,1.64367,1.6535,1.64089,1.63561
305.7,1.64442,1.65388,1.64334,1.63987
305.8,1.64016,1.64809,1.64693,1.64164
305.9,1.64468,1.65663,1.64461,1.63992
306,1.64663,1.65266,1.65161,1.64267
306.1,1.64196,1.64373,1.63723,1.64232
306.2,1.64051,1.64849,1.64641,1.64286
306.3,1.64388,1.64961,1.64673,1.6455
306.4,1.64575,1.657,1.64545,1.64648
306.5,1.63899,1.6554,1.64797,1.64613
306.6,1.64481,1.65161,1.63795,1.64323
306.7,1.64386,1.65337,1.64024,1.64122
306.8,1.64321,1.65473,1.64625,1.63966
306.9,1.6444,1.64871,1.64729,1.64708
307,1.63821,1.65522,1.64097,1.64295
307.1,1.64702,1.65285,1.64501,1.6395
307.2,1.64468,1.65577,1.6393,1.64963
307.3,1.64569,1.65657,1.64925,1.64458
307.4,1.64453,1.64725,1.64307,1.64546
307.5,1.64294,1.64655,1.64537,1.64631
307.6,1.64346,1.6535,1.63918,1.64686
307.7,1.64113,1.65269,1.64017,1.64529
307.8,1.64637,1.64861,1.64067,1.64144
307.9,1.6422,1.64833,1.64116,1.6486
308,1.64298,1.6506,1.64509,1.64899
308.1,1.6487,1.64907,1.64086,1.64859
308.2,1.64061,1.65792,1.64079,1.65098
308.3,1.64279,1.65135,1.6373,1.64564
308.4,1.64464,1.65656,1.64452,1.64544
308.5,1.65006,1.65069,1.64408,1.6528
308.6,1.64733,1.6527,1.64166,1.6514
308.7,1.64936,1.64874,1.64238,1.6481
308.8,1.65402,1.64289,1.63985,1.64853
308.9,1.6405,1.65558,1.64882,1.65088
309,1.64407,1.65606,1.64589,1.65199
309.1,1.64179,1.64902,1.65326,1.65353
309.2,1.64015,1.65565,1.65098,1.65562
309.3,1.63905,1.65554,1.65292,1.64915
309.4,1.64235,1.654,1.65112,1.64967
309.5,1.63731,1.648,1.6404,1.65305
309.6,1.64147,1.6475,1.64333,1.64803
309.7,1.64861,1.655,1.64227,1.65434
309.8,1.64976,1.65404,1.64182,1.65115
309.9,1.64302,1.65817,1.64331,1.64944
310,1.65241,1.65453,1.64024,1.65195
310.1,1.64777,1.65838,1.64517,1.65573
