Time (ns),ORF2,ORF2,ORF2_nomn,ORF2_nomn
759.5,1.64776,1.64815,1.63828,1.64252
759.6,1.65071,1.64525,1.64744,1.64769
759.7,1.64787,1.64641,1.64008,1.64306
759.8,1.65174,1.64204,1.64438,1.65198
759.9,1.64671,1.63731,1.63752,1.64399
760,1.64511,1.63725,1.6405,1.642
760.1,1.64671,1.64513,1.64755,1.64839
760.2,1.65017,1.6367,1.639,1.65428
760.3,1.65351,1.6444,1.64016,1.64565
760.4,1.64883,1.64804,1.63351,1.65067
760.5,1.65386,1.64664,1.63212,1.64757
760.6,1.65004,1.64315,1.63879,1.64854
760.7,1.64362,1.65251,1.63844,1.64892
760.8,1.65112,1.64026,1.64777,1.64346
760.9,1.64765,1.6411,1.64752,1.6428
761,1.65324,1.64076,1.64433,1.64161
761.1,1.65343,1.63931,1.64761,1.65303
761.2,1.6494,1.64137,1.64442,1.65335
761.3,1.65063,1.64687,1.64578,1.64519
761.4,1.64966,1.6404,1.63836,1.64821
761.5,1.6475,1.64128,1.63655,1.65064
761.6,1.65116,1.64054,1.64051,1.65173
761.7,1.64633,1.63956,1.63962,1.64217
761.8,1.64972,1.64357,1.63772,1.63858
761.9,1.64543,1.63668,1.63911,1.64446
762,1.6464,1.63764,1.64531,1.6463
762.1,1.64049,1.64463,1.6415,1.65008
762.2,1.64633,1.63943,1.64143,1.64136
762.3,1.65076,1.64413,1.64172,1.64405
762.4,1.65015,1.6524,1.64545,1.64565
762.5,1.64994,1.64974,1.63955,1.65004
762.6,1.64351,1.64226,1.64779,1.6483
762.7,1.6487,1.64602,1.63855,1.64393
762.8,1.65164,1.63915,1.63983,1.64266
762.9,1.64887,1.64318,1.63979,1.63897
763,1.64874,1.6362,1.63806,1.6428
763.1,1.65564,1.64228,1.64018,1.64507
763.2,1.64423,1.63936,1.64447,1.65549
763.3,1.64947,1.6401,1.64846,1.64986
763.4,1.64864,1.6424,1.64718,1.64683
763.5,1.65153,1.65033,1.64,1.65501
763.6,1.65453,1.63953,1.63435,1.64822
763.7,1.6523,1.64191,1.63422,1.64659
763.8,1.64803,1.64014,1.63713,1.63899
763.9,1.64536,1.64259,1.63985,1.64483
764,1.64911,1.64042,1.63976,1.645
764.1,1.65231,1.64723,1.64645,1.64843
764.2,1.65171,1.64891,1.64595,1.6511
764.3,1.64869,1.63689,1.64359,1.64855
764.4,1.64978,1.64335,1.64567,1.64585
764.5,1.65363,1.64538,1.64371,1.64881
764.6,1.64654,1.64128,1.64082,1.65095
764.7,1.65068,1.64392,1.64769,1.65388
764.8,1.64485,1.64606,1.63964,1.64463
764.9,1.64586,1.64092,1.6389,1.65471
765,1.64839,1.64299,1.64351,1.64448
765.1,1.64943,1.64506,1.64377,1.64746
765.2,1.64549,1.65142,1.64179,1.65026
765.3,1.65319,1.6426,1.6372,1.64617
765.4,1.64795,1.64191,1.63387,1.64699
765.5,1.65252,1.6491,1.63285,1.6458
765.6,1.6478,1.65243,1.6391,1.65341
765.7,1.64483,1.64376,1.63944,1.64836
765.8,1.65423,1.65226,1.6454,1.64664
765.9,1.64523,1.64254,1.64131,1.64732
766,1.64645,1.6492,1.64116,1.64106
766.1,1.64535,1.64559,1.6406,1.64797
766.2,1.65489,1.64819,1.63821,1.64402
766.3,1.64911,1.64763,1.64462,1.6426
766.4,1.64734,1.64956,1.64618,1.6413
766.5,1.64868,1.64791,1.64218,1.65131
766.6,1.6483,1.6471,1.6435,1.64253
766.7,1.64867,1.64667,1.63837,1.64936
766.8,1.65024,1.64253,1.64229,1.64334
766.9,1.64777,1.65223,1.63638,1.65165
767,1.64926,1.64033,1.63821,1.64573
767.1,1.6478,1.64551,1.64254,1.64536
767.2,1.65172,1.6433,1.64797,1.63725
767.3,1.64591,1.6498,1.64465,1.64015
767.4,1.65529,1.64344,1.64754,1.64595
767.5,1.65384,1.64572,1.64239,1.64711
767.6,1.64732,1.65443,1.65076,1.64624
767.7,1.65142,1.64775,1.6455,1.65322
767.8,1.64905,1.64548,1.63739,1.65458
767.9,1.64869,1.64013,1.63728,1.64911
768,1.64723,1.64859,1.64034,1.64686
768.1,1.65175,1.6475,1.64416,1.63988
768.2,1.64972,1.64464,1.64804,1.64801
768.3,1.64944,1.64563,1.64925,1.63971
768.4,1.64799,1.64312,1.65173,1.64771
768.5,1.64886,1.64434,1.6494,1.64923
768.6,1.64979,1.64547,1.64622,1.64863
768.7,1.65492,1.64673,1.6456,1.64462
768.8,1.65395,1.64377,1.64302,1.6391
768.9,1.65037,1.64149,1.65037,1.64681
769,1.6555,1.64407,1.64402,1.65149
769.1,1.64518,1.63577,1.64197,1.64943
769.2,1.64739,1.64571,1.64254,1.65234
769.3,1.64719,1.64396,1.64086,1.65147
769.4,1.65059,1.64919,1.64522,1.64988
769.5,1.65072,1.6478,1.64193,1.64897
769.6,1.65102,1.64531,1.64389,1.6466
769.7,1.64431,1.64624,1.63808,1.64596
769.8,1.65101,1.65691,1.6455,1.6409
769.9,1.65364,1.65257,1.65021,1.64772
770,1.64648,1.64724,1.64464,1.65732
770.1,1.64286,1.64749,1.64872,1.64848
770.2,1.65177,1.65173,1.64578,1.64703
770.3,1.64614,1.64532,1.63948,1.65263
770.4,1.64172,1.64885,1.64453,1.65245
770.5,1.64917,1.64378,1.63949,1.64371
770.6,1.64161,1.64428,1.64336,1.64823
770.7,1.65099,1.64863,1.63964,1.65359
770.8,1.65193,1.64854,1.63801,1.64088
770.9,1.64833,1.65088,1.64428,1.65294
771,1.65383,1.6482,1.64514,1.65176
771.1,1.65075,1.64706,1.64226,1.65085
771.2,1.64527,1.64477,1.64356,1.6486
771.3,1.64263,1.64581,1.64712,1.65107
771.4,1.64685,1.64412,1.64141,1.652
771.5,1.64988,1.64161,1.64968,1.65359
771.6,1.64441,1.64675,1.6455,1.64418
771.7,1.65651,1.65013,1.65374,1.65847
771.8,1.64845,1.64882,1.63944,1.65251
771.9,1.65144,1.64932,1.65031,1.65044
772,1.64899,1.6461,1.64166,1.64771
772.1,1.64643,1.64621,1.64229,1.65077
772.2,1.65012,1.6422,1.64374,1.64445
772.3,1.64997,1.64148,1.64607,1.65106
772.4,1.64929,1.6447,1.64152,1.64243
772.5,1.64707,1.6478,1.64016,1.64143
772.6,1.65266,1.64934,1.6449,1.6556
772.7,1.65214,1.6496,1.64044,1.64724
772.8,1.65428,1.64022,1.64403,1.64461
772.9,1.65723,1.64241,1.64704,1.65007
773,1.64474,1.64563,1.64485,1.64658
773.1,1.64788,1.64706,1.64166,1.64511
773.2,1.65322,1.64538,1.64487,1.6415
773.3,1.6435,1.64444,1.64463,1.65005
773.4,1.64501,1.63873,1.6515,1.6421
773.5,1.64984,1.64097,1.64566,1.64461
773.6,1.65569,1.63642,1.64659,1.64215
773.7,1.65281,1.6453,1.64832,1.64279
773.8,1.65043,1.64772,1.64997,1.65029
773.9,1.65314,1.65159,1.64747,1.64593
774,1.65359,1.64757,1.63734,1.64122
774.1,1.64755,1.64811,1.64299,1.64403
774.2,1.65148,1.64583,1.64528,1.64644
774.3,1.65368,1.64453,1.64159,1.64783
774.4,1.6453,1.65069,1.63941,1.64345
774.5,1.64818,1.65224,1.65236,1.65036
774.6,1.64515,1.64907,1.64155,1.64666
774.7,1.64403,1.64241,1.64153,1.64861
774.8,1.64346,1.65403,1.64406,1.6452
774.9,1.65021,1.64168,1.64547,1.65001
775,1.65183,1.64859,1.64253,1.64821
775.1,1.64651,1.64804,1.64594,1.64496
775.2,1.64777,1.64696,1.64425,1.64852
775.3,1.6506,1.65022,1.64579,1.64851
775.4,1.65236,1.65187,1.64739,1.6414
775.5,1.64493,1.65022,1.64577,1.65102
775.6,1.64235,1.64202,1.64247,1.65076
775.7,1.64838,1.65489,1.6437,1.64078
775.8,1.64457,1.6425,1.64281,1.64168
775.9,1.64398,1.64384,1.64046,1.6452
776,1.65093,1.64454,1.64047,1.64118
776.1,1.64273,1.6428,1.64132,1.64187
776.2,1.64869,1.64024,1.64236,1.63862
776.3,1.6519,1.64661,1.63916,1.64763
776.4,1.64404,1.64809,1.64302,1.64315
776.5,1.649,1.64597,1.64609,1.64483
776.6,1.64024,1.65206,1.64538,1.64992
776.7,1.6483,1.65033,1.63884,1.64586
776.8,1.64594,1.63822,1.6387,1.6514
776.9,1.64559,1.64611,1.64503,1.64578
777,1.64906,1.63839,1.64461,1.65119
777.1,1.64619,1.64167,1.64306,1.64303
777.2,1.64886,1.64083,1.64134,1.63789
777.3,1.64464,1.64011,1.64673,1.64357
777.4,1.6454,1.64173,1.64675,1.64409
777.5,1.64968,1.64541,1.64702,1.64625
777.6,1.64237,1.63954,1.64367,1.65288
777.7,1.64397,1.64134,1.64415,1.64362
777.8,1.64318,1.64273,1.6405,1.6493
777.9,1.63971,1.6484,1.63977,1.6477
778,1.64436,1.64271,1.64986,1.65019
778.1,1.64473,1.63776,1.64388,1.65253
778.2,1.65263,1.64156,1.65265,1.65267
778.3,1.65228,1.64513,1.64552,1.65879
778.4,1.64486,1.64446,1.65254,1.65024
778.5,1.65611,1.64351,1.64821,1.64693
778.6,1.64683,1.64536,1.64494,1.64308
778.7,1.64896,1.64757,1.64866,1.64469
778.8,1.64562,1.64098,1.64247,1.65354
778.9,1.64235,1.64558,1.63991,1.64569
779,1.64269,1.64798,1.65078,1.6487
779.1,1.64844,1.64683,1.63806,1.64981
779.2,1.63895,1.6473,1.64286,1.65194
779.3,1.64124,1.64356,1.64558,1.65546
779.4,1.65039,1.64531,1.64709,1.65085
779.5,1.64716,1.64233,1.63801,1.64786
779.6,1.6454,1.6482,1.64324,1.64866
779.7,1.64689,1.64454,1.65096,1.65306
779.8,1.64116,1.64794,1.63804,1.64662
779.9,1.64664,1.65371,1.63838,1.65513
780,1.64608,1.64679,1.64666,1.64957
780.1,1.65256,1.64443,1.64222,1.6556
780.2,1.64587,1.6437,1.64477,1.65745
780.3,1.6438,1.64994,1.64226,1.65701
780.4,1.65174,1.64485,1.64632,1.65472
780.5,1.64783,1.64816,1.64157,1.6541
780.6,1.64298,1.64577,1.64623,1.65071
780.7,1.64695,1.64621,1.64333,1.65443
780.8,1.6395,1.64594,1.64485,1.65618
780.9,1.65026,1.64271,1.64516,1.64619
781,1.64914,1.64463,1.64548,1.6547
781.1,1.64528,1.64706,1.64612,1.65419
781.2,1.64899,1.65004,1.63833,1.65434
781.3,1.65039,1.65097,1.6448,1.6574
781.4,1.65377,1.63932,1.64431,1.65217
781.5,1.64242,1.6445,1.64477,1.66437
781.6,1.65055,1.64363,1.64788,1.65371
781.7,1.64865,1.64855,1.64305,1.65605
781.8,1.64874,1.64469,1.64861,1.65044
781.9,1.65113,1.64984,1.64645,1.64811
782,1.64692,1.65295,1.64082,1.6441
782.1,1.64687,1.64785,1.64199,1.65355
782.2,1.64909,1.65374,1.6402,1.64886
782.3,1.64829,1.64025,1.64378,1.64799
782.4,1.64574,1.63702,1.64309,1.64803
782.5,1.64122,1.64658,1.64463,1.64917
782.6,1.64285,1.64451,1.64526,1.64808
782.7,1.63875,1.64499,1.64154,1.64672
782.8,1.64944,1.64362,1.65252,1.6477
782.9,1.64809,1.64877,1.63969,1.65075
783,1.64805,1.6471,1.64867,1.64319
783.1,1.64904,1.64807,1.64482,1.65407
783.2,1.65447,1.64776,1.64584,1.6519
783.3,1.64805,1.64659,1.65134,1.64732
783.4,1.64897,1.65016,1.64902,1.65411
783.5,1.64512,1.64661,1.64979,1.64973
783.6,1.64337,1.64534,1.64442,1.65091
783.7,1.65087,1.64352,1.6462,1.65094
783.8,1.64878,1.64015,1.64385,1.64524
783.9,1.64756,1.64982,1.63574,1.64992
784,1.64026,1.64251,1.64818,1.65227
784.1,1.6459,1.65277,1.64622,1.65181
784.2,1.65492,1.64994,1.63788,1.64779
784.3,1.64445,1.6517,1.64193,1.6502
784.4,1.65533,1.64597,1.64151,1.64569
784.5,1.64904,1.6495,1.64335,1.64987
784.6,1.64299,1.64535,1.64688,1.64791
784.7,1.6491,1.6518,1.64926,1.6489
784.8,1.65099,1.64361,1.64114,1.64701
784.9,1.65438,1.6495,1.64357,1.65435
785,1.65119,1.64343,1.64069,1.64791
785.1,1.64842,1.65062,1.63368,1.64725
785.2,1.64704,1.64751,1.64175,1.65209
785.3,1.65026,1.65068,1.64119,1.65178
785.4,1.65198,1.64611,1.64198,1.64531
785.5,1.64947,1.64817,1.63256,1.65669
785.6,1.64897,1.64957,1.63299,1.65244
785.7,1.6529,1.64499,1.63697,1.64618
785.8,1.64262,1.6436,1.63744,1.64302
785.9,1.64255,1.64961,1.63807,1.65437
786,1.65093,1.64863,1.63776,1.64967
786.1,1.64434,1.64413,1.64055,1.64852
786.2,1.64333,1.6455,1.64739,1.64466
786.3,1.64536,1.64739,1.64606,1.65288
786.4,1.64629,1.64883,1.64233,1.64609
786.5,1.64581,1.64737,1.63887,1.65496
786.6,1.64605,1.65318,1.64448,1.6575
786.7,1.64515,1.64312,1.64271,1.65466
786.8,1.64659,1.64251,1.64054,1.6533
786.9,1.64642,1.6415,1.64294,1.65117
787,1.64586,1.64062,1.63618,1.65601
787.1,1.64761,1.64701,1.64282,1.66058
787.2,1.64975,1.6484,1.63485,1.65131
787.3,1.64487,1.64369,1.63632,1.65529
787.4,1.64514,1.64905,1.6377,1.64926
787.5,1.64432,1.65225,1.64092,1.64398
787.6,1.64531,1.64734,1.64107,1.64453
787.7,1.6554,1.64886,1.63911,1.64431
787.8,1.64876,1.6476,1.64185,1.64254
787.9,1.6452,1.64476,1.64367,1.64392
788,1.64776,1.6394,1.64646,1.64872
788.1,1.64259,1.64313,1.63973,1.64895
788.2,1.64296,1.64261,1.64517,1.64256
788.3,1.64546,1.64412,1.64162,1.64753
788.4,1.65283,1.65236,1.64034,1.64425
788.5,1.64444,1.64585,1.63089,1.6472
788.6,1.6468,1.63863,1.63135,1.6443
788.7,1.64439,1.64516,1.63298,1.64191
788.8,1.64781,1.64864,1.63441,1.64415
788.9,1.64172,1.64529,1.62763,1.64259
789,1.64678,1.64249,1.63517,1.63803
789.1,1.64598,1.64144,1.63786,1.6432
789.2,1.64298,1.6472,1.64228,1.64664
789.3,1.64972,1.64571,1.64082,1.64579
789.4,1.64602,1.64939,1.63831,1.64736
789.5,1.64379,1.65146,1.64448,1.64549
789.6,1.64852,1.65037,1.64691,1.64666
789.7,1.64237,1.64856,1.63848,1.65099
789.8,1.64785,1.63982,1.63821,1.64788
789.9,1.63919,1.65399,1.63709,1.64942
790,1.6409,1.64619,1.6345,1.65446
790.1,1.64312,1.64103,1.63945,1.64713
790.2,1.65092,1.65096,1.6392,1.64639
790.3,1.65033,1.6415,1.6407,1.65352
790.4,1.64639,1.64916,1.63213,1.65062
790.5,1.64435,1.64335,1.63586,1.64595
790.6,1.63984,1.6512,1.64101,1.64786
790.7,1.64765,1.64981,1.63965,1.6475
790.8,1.65052,1.64381,1.64693,1.65055
790.9,1.64087,1.64253,1.63658,1.64327
791,1.6488,1.6441,1.63648,1.65005
791.1,1.64675,1.64904,1.6411,1.64516
791.2,1.65202,1.64492,1.64409,1.65119
791.3,1.64385,1.64757,1.64061,1.64937
791.4,1.6418,1.64692,1.63994,1.64541
791.5,1.64506,1.64546,1.64002,1.65122
791.6,1.64567,1.64392,1.64116,1.64716
791.7,1.64348,1.64597,1.64284,1.64401
791.8,1.63986,1.65028,1.63457,1.64361
791.9,1.64763,1.65058,1.64248,1.65346
792,1.65133,1.64632,1.64496,1.64395
792.1,1.64457,1.6511,1.6445,1.64717
792.2,1.65054,1.64486,1.63947,1.63973
792.3,1.6449,1.6484,1.63752,1.64764
792.4,1.65369,1.65043,1.64194,1.65129
792.5,1.65076,1.64909,1.64135,1.6395
792.6,1.65006,1.6418,1.6345,1.64789
792.7,1.64033,1.65103,1.63779,1.65014
792.8,1.63807,1.65262,1.6399,1.64978
792.9,1.63926,1.64508,1.6403,1.64589
793,1.63922,1.65114,1.63975,1.64954
793.1,1.64835,1.64982,1.63842,1.64746
793.2,1.64482,1.641,1.63643,1.64771
793.3,1.64929,1.64595,1.63867,1.64144
793.4,1.64368,1.64575,1.63819,1.6458
793.5,1.64048,1.6476,1.64124,1.64673
793.6,1.63642,1.64564,1.63477,1.64398
793.7,1.6426,1.6487,1.63092,1.64922
793.8,1.64434,1.64576,1.62998,1.64431
793.9,1.64715,1.65135,1.62907,1.64743
794,1.64831,1.64121,1.63868,1.65596
794.1,1.64254,1.64247,1.64269,1.65426
794.2,1.65225,1.64104,1.63021,1.6513
794.3,1.64369,1.64046,1.63772,1.64499
794.4,1.64178,1.64157,1.63258,1.64844
794.5,1.64753,1.64336,1.63688,1.64702
794.6,1.64908,1.63936,1.63464,1.645
794.7,1.64915,1.64707,1.63797,1.64814
794.8,1.6541,1.64803,1.63712,1.64913
794.9,1.64721,1.64776,1.63531,1.65295
795,1.64307,1.64526,1.63892,1.65183
795.1,1.65251,1.64605,1.63687,1.65195
795.2,1.6552,1.6473,1.63532,1.64797
795.3,1.64386,1.64684,1.63624,1.64375
795.4,1.65023,1.64508,1.64361,1.6471
795.5,1.65034,1.651,1.63686,1.64722
795.6,1.64598,1.65637,1.63086,1.64915
795.7,1.64233,1.65037,1.63883,1.64644
795.8,1.64258,1.6469,1.64278,1.65432
795.9,1.64244,1.65022,1.63927,1.64835
796,1.64588,1.64788,1.63143,1.64121
796.1,1.65461,1.64219,1.63785,1.65371
796.2,1.65015,1.64923,1.63839,1.65196
796.3,1.64737,1.64939,1.63594,1.64176
796.4,1.64272,1.6511,1.63874,1.64747
796.5,1.64436,1.6454,1.63264,1.64416
796.6,1.64739,1.64533,1.63593,1.64971
796.7,1.65261,1.65261,1.63477,1.64894
796.8,1.65006,1.64233,1.63675,1.64919
796.9,1.65044,1.64218,1.63808,1.64587
797,1.65103,1.64392,1.64401,1.64413
797.1,1.65249,1.64199,1.6368,1.6572
797.2,1.65529,1.64743,1.63499,1.65352
797.3,1.64739,1.65249,1.64616,1.64757
797.4,1.64724,1.64354,1.64405,1.65607
797.5,1.6392,1.64662,1.64246,1.64863
797.6,1.64788,1.64032,1.6383,1.64472
797.7,1.64332,1.65126,1.62844,1.65081
797.8,1.64685,1.64531,1.63433,1.65471
797.9,1.65244,1.64543,1.64139,1.65669
798,1.648,1.64654,1.63641,1.65537
798.1,1.64777,1.65071,1.63381,1.65626
798.2,1.64962,1.65214,1.63374,1.6531
798.3,1.65171,1.6454,1.63718,1.65485
798.4,1.64698,1.64767,1.63521,1.65227
798.5,1.64512,1.64617,1.63221,1.65219
798.6,1.64444,1.6452,1.63186,1.65695
798.7,1.64476,1.65223,1.63442,1.65342
798.8,1.65019,1.64735,1.63705,1.64397
798.9,1.65055,1.65093,1.63767,1.64544
799,1.64755,1.65336,1.63927,1.65215
799.1,1.64444,1.64959,1.63524,1.64591
799.2,1.65219,1.64435,1.63638,1.64895
799.3,1.65312,1.64733,1.63844,1.64867
799.4,1.64752,1.64151,1.64042,1.64669
799.5,1.6564,1.64502,1.64345,1.64183
799.6,1.64734,1.64788,1.63003,1.64488
799.7,1.65834,1.64547,1.63198,1.63978
799.8,1.65391,1.63642,1.63095,1.64614
799.9,1.64855,1.64451,1.63384,1.65017
800,1.64324,1.64772,1.6312,1.64866
800.1,1.65356,1.64293,1.64253,1.65004
800.2,1.64892,1.64622,1.63793,1.64096
800.3,1.65322,1.65082,1.64197,1.65186
800.4,1.65029,1.64492,1.63729,1.64587
800.5,1.6527,1.64499,1.63585,1.64128
800.6,1.64802,1.64021,1.63891,1.65096
800.7,1.65618,1.64864,1.63824,1.64545
800.8,1.64423,1.65609,1.6373,1.64482
800.9,1.65194,1.64726,1.6384,1.6472
801,1.64529,1.64835,1.63451,1.64819
801.1,1.65698,1.64936,1.64048,1.63951
801.2,1.6481,1.647,1.63371,1.63693
801.3,1.64592,1.64089,1.63416,1.64598
801.4,1.64049,1.64475,1.64493,1.6426
801.5,1.647,1.6412,1.63299,1.64579
801.6,1.64993,1.64836,1.63228,1.64513
801.7,1.64808,1.64945,1.63446,1.64389
801.8,1.64867,1.64664,1.62862,1.64846
801.9,1.65108,1.645,1.63272,1.64203
802,1.65748,1.64584,1.63421,1.64422
802.1,1.64335,1.64323,1.63929,1.64996
802.2,1.6472,1.6449,1.63731,1.63796
802.3,1.64393,1.64241,1.64305,1.64814
802.4,1.65283,1.64289,1.63801,1.64785
802.5,1.65289,1.64298,1.64184,1.64246
802.6,1.64964,1.64615,1.63683,1.64211
802.7,1.65329,1.64518,1.63494,1.63948
802.8,1.64656,1.64719,1.63899,1.63717
802.9,1.64699,1.64224,1.6364,1.6392
803,1.64466,1.64372,1.64093,1.63539
803.1,1.65179,1.64447,1.63077,1.64107
803.2,1.65555,1.63876,1.63453,1.64083
803.3,1.64605,1.64575,1.63538,1.63936
803.4,1.64936,1.64014,1.63297,1.65004
803.5,1.64731,1.64642,1.63362,1.63779
803.6,1.65305,1.64461,1.63744,1.6458
803.7,1.64918,1.64568,1.63557,1.64902
803.8,1.64544,1.64541,1.63157,1.64641
803.9,1.65033,1.64946,1.6371,1.63904
804,1.64721,1.64353,1.64176,1.64501
804.1,1.65017,1.64645,1.63876,1.64264
804.2,1.65212,1.64082,1.63432,1.64133
804.3,1.65028,1.64595,1.63887,1.64777
804.4,1.64729,1.65113,1.64134,1.64164
804.5,1.65145,1.64594,1.63143,1.64404
804.6,1.66505,1.65397,1.63595,1.64428
804.7,1.65064,1.64779,1.63501,1.64029
804.8,1.65395,1.64997,1.63205,1.64449
804.9,1.65491,1.64795,1.62977,1.64932
805,1.65236,1.64954,1.63782,1.65486
805.1,1.6547,1.65117,1.63631,1.65051
805.2,1.65056,1.64983,1.63289,1.64853
805.3,1.65387,1.645,1.6301,1.64631
805.4,1.65275,1.64669,1.63035,1.64183
805.5,1.65672,1.65021,1.63804,1.64757
805.6,1.6598,1.6509,1.6356,1.64766
805.7,1.65546,1.65225,1.63379,1.63948
805.8,1.65183,1.64793,1.63355,1.64582
805.9,1.65408,1.64503,1.63223,1.65978
806,1.64489,1.65092,1.63149,1.6471
806.1,1.64766,1.64968,1.63577,1.65351
806.2,1.65066,1.64398,1.63601,1.64816
806.3,1.65043,1.64503,1.63036,1.6489
806.4,1.65142,1.64573,1.63791,1.64902
806.5,1.65739,1.64488,1.63713,1.64628
806.6,1.65363,1.64361,1.62915,1.65618
806.7,1.65084,1.64657,1.63402,1.64724
806.8,1.65048,1.64829,1.63057,1.64787
806.9,1.65121,1.64717,1.63343,1.64653
807,1.64789,1.64647,1.63043,1.65038
807.1,1.65584,1.64909,1.62904,1.65227
807.2,1.65427,1.64811,1.64138,1.64558
807.3,1.65548,1.64622,1.63665,1.65969
807.4,1.65853,1.6402,1.63635,1.6592
807.5,1.64999,1.65035,1.63475,1.65601
807.6,1.65085,1.64211,1.6356,1.65291
807.7,1.65476,1.64335,1.63658,1.65543
807.8,1.64823,1.64913,1.63918,1.65134
807.9,1.65095,1.65276,1.63574,1.65536
808,1.65518,1.64835,1.63236,1.65213
808.1,1.65617,1.64463,1.63196,1.65554
808.2,1.65198,1.64203,1.63296,1.6569
808.3,1.6514,1.64749,1.63308,1.65655
808.4,1.65783,1.6497,1.6344,1.64933
808.5,1.65199,1.64776,1.63406,1.65074
808.6,1.64529,1.64715,1.63203,1.647
808.7,1.64471,1.6461,1.63666,1.64599
808.8,1.65577,1.64359,1.64108,1.64836
808.9,1.64544,1.64466,1.64305,1.65752
809,1.64502,1.64695,1.63461,1.65204
809.1,1.64788,1.65363,1.63826,1.65811
809.2,1.65084,1.64269,1.63499,1.65906
809.3,1.64865,1.64266,1.63817,1.65282
809.4,1.64395,1.6475,1.64451,1.65007
809.5,1.64721,1.64454,1.63567,1.65385
809.6,1.64524,1.64393,1.63217,1.65695
809.7,1.6471,1.64976,1.63344,1.65422
809.8,1.64425,1.64967,1.64215,1.65649
809.9,1.64589,1.64682,1.64181,1.65776
810,1.64564,1.64679,1.64126,1.64894
810.1,1.64917,1.64743,1.63318,1.64781
810.2,1.64904,1.64076,1.63559,1.64451
810.3,1.65485,1.64762,1.63615,1.65031
810.4,1.6459,1.64247,1.63756,1.6562
810.5,1.64771,1.63879,1.63858,1.64444
810.6,1.6542,1.64686,1.63306,1.65828
810.7,1.65132,1.6457,1.63477,1.64841
810.8,1.64755,1.64852,1.63511,1.65876
810.9,1.64704,1.65525,1.63845,1.6567
811,1.6567,1.64847,1.63044,1.65276
811.1,1.65011,1.65163,1.63573,1.6541
811.2,1.64841,1.6531,1.63427,1.64486
811.3,1.6496,1.64889,1.63938,1.64926
811.4,1.64738,1.65282,1.6398,1.65184
811.5,1.6552,1.65443,1.63395,1.64899
811.6,1.64932,1.64939,1.63277,1.65504
811.7,1.64313,1.65053,1.6333,1.6519
811.8,1.64326,1.65157,1.63827,1.63839
811.9,1.64885,1.6544,1.63784,1.65054
812,1.64717,1.64895,1.63891,1.65318
812.1,1.64464,1.64694,1.63419,1.65425
812.2,1.64105,1.64944,1.64016,1.65013
812.3,1.64647,1.64947,1.63556,1.64297
812.4,1.64872,1.6566,1.63797,1.64493
812.5,1.64734,1.6548,1.64141,1.64794
812.6,1.64844,1.64976,1.6348,1.6517
812.7,1.64447,1.6483,1.63317,1.64409
812.8,1.65314,1.64739,1.63874,1.65191
812.9,1.64624,1.64642,1.63719,1.64057
813,1.65003,1.6536,1.6349,1.64933
813.1,1.64418,1.64529,1.63811,1.6406
813.2,1.65324,1.65048,1.63105,1.64479
813.3,1.64984,1.64862,1.6386,1.65002
813.4,1.64545,1.63981,1.63269,1.64049
813.5,1.65249,1.64596,1.6364,1.64385
813.6,1.64427,1.64115,1.63994,1.64566
813.7,1.6512,1.65244,1.63464,1.64565
813.8,1.64676,1.64689,1.6303,1.64546
813.9,1.65248,1.64561,1.63357,1.64341
814,1.64383,1.6462,1.63784,1.6482
814.1,1.64408,1.64904,1.63457,1.65458
814.2,1.64742,1.64432,1.64269,1.65357
814.3,1.64658,1.65008,1.63918,1.65442
814.4,1.65545,1.64621,1.63317,1.64695
814.5,1.65186,1.64623,1.63621,1.64726
814.6,1.65075,1.64127,1.63197,1.64905
814.7,1.65025,1.64485,1.63368,1.65667
814.8,1.6479,1.64202,1.63463,1.64842
814.9,1.65445,1.65498,1.63491,1.64628
815,1.6474,1.64894,1.63446,1.64152
815.1,1.64462,1.65199,1.63301,1.64904
815.2,1.65192,1.65082,1.63973,1.64833
815.3,1.64707,1.65853,1.63406,1.64779
815.4,1.6459,1.64976,1.63662,1.65442
815.5,1.64877,1.65055,1.63622,1.6516
815.6,1.64826,1.65089,1.64243,1.64606
815.7,1.65082,1.64538,1.64381,1.64792
815.8,1.65436,1.64904,1.64046,1.65597
815.9,1.65017,1.63971,1.63097,1.65337
816,1.65805,1.6468,1.6314,1.65413
816.1,1.64959,1.64888,1.63831,1.65415
816.2,1.65407,1.64807,1.63399,1.65236
816.3,1.65832,1.65169,1.64297,1.65024
816.4,1.65568,1.65365,1.63716,1.65245
816.5,1.65112,1.64348,1.63771,1.65293
816.6,1.65448,1.65266,1.6364,1.64795
816.7,1.64651,1.64458,1.63722,1.64488
816.8,1.65017,1.64276,1.63277,1.65185
816.9,1.65063,1.64665,1.63954,1.65454
817,1.64766,1.6427,1.63972,1.6484
817.1,1.64323,1.64209,1.63713,1.6572
817.2,1.64973,1.64185,1.63814,1.65232
817.3,1.65431,1.65204,1.63503,1.65051
817.4,1.64464,1.65186,1.63794,1.6536
817.5,1.64905,1.6501,1.63824,1.653
817.6,1.64865,1.65458,1.64085,1.64893
817.7,1.65061,1.64818,1.63858,1.64448
817.8,1.64997,1.64785,1.63737,1.65222
817.9,1.653,1.64908,1.63533,1.65613
818,1.64967,1.64323,1.63294,1.6503
818.1,1.64786,1.64739,1.63849,1.64884
