Pose/Time (ns),Pose  1: PersScore 0.024 PoseScore 3.319 DockingScore -9.735,Pose  2: PersScore 0.161 PoseScore 4.181 DockingScore -7.816,Pose  3: PersScore 0.173 PoseScore 5.331 DockingScore -5.486,Pose  4: PersScore 0.170 PoseScore 6.607 DockingScore -5.076
1.893,2.249801828,1.991437719,2.222897035,2.360759551
1.894,2.250553894,1.992377171,2.22322658,2.361842333
1.895,2.251504526,1.992822212,2.224540364,2.362370646
1.896,2.252199405,1.993999356,2.225573004,2.363114836
1.897,2.253241996,1.99537985,2.226295762,2.364538647
1.898,2.25408532,1.99606583,2.227071628,2.365308824
1.899,2.25501014,1.996689752,2.227727972,2.366945703
1.9,2.255879579,1.997111449,2.228254504,2.367842748
1.901,2.256811206,1.997229921,2.22936769,2.369029593
1.902,2.257432063,1.99742077,2.230505244,2.36941876
1.903,2.258309725,1.99846705,2.231585738,2.36987649
1.904,2.259277953,1.999088881,2.232229119,2.370771458
1.905,2.260683945,1.999612632,2.233977539,2.371428088
1.906,2.261745651,2.00074333,2.23456624,2.372753589
1.907,2.262685384,2.001458927,2.235945941,2.37378615
1.908,2.263552608,2.002662635,2.23719844,2.37480825
1.909,2.264861806,2.004539141,2.238205705,2.376340368
1.91,2.265452675,2.005121316,2.239387285,2.376933389
1.911,2.267706753,2.005392583,2.240520229,2.377979364
1.912,2.268843686,2.006091591,2.241822901,2.378734591
1.913,2.269841839,2.006593373,2.242417117,2.379193125
1.914,2.270671151,2.007356419,2.243784297,2.379700077
1.915,2.271952693,2.007724467,2.244667325,2.380836694
1.916,2.272649121,2.008060312,2.245028005,2.381511111
1.917,2.273563983,2.009105951,2.245673821,2.382065279
1.918,2.273943534,2.009919777,2.247502461,2.382685785
1.919,2.274379978,2.010569434,2.248364272,2.383608512
1.92,2.275013306,2.011659172,2.248647696,2.384795739
1.921,2.275465158,2.012525795,2.248938006,2.386329874
1.922,2.276015338,2.013559564,2.249519531,2.387555306
1.923,2.277963965,2.014027785,2.2498458,2.388437245
1.924,2.278415338,2.014423526,2.250119399,2.389010747
1.925,2.279159592,2.015254283,2.251332923,2.389769827
1.926,2.279622579,2.016017687,2.25247537,2.390988674
1.927,2.281053451,2.016757315,2.252815974,2.391653481
1.928,2.281659076,2.017443884,2.253111331,2.391810952
1.929,2.282305413,2.018096447,2.254013113,2.392682427
1.93,2.283210946,2.019100669,2.254636141,2.393316364
1.931,2.283796144,2.020104963,2.255068283,2.394405353
1.932,2.284687524,2.020970022,2.255650708,2.395214328
1.933,2.285162446,2.021831571,2.25671232,2.395497816
1.934,2.285713397,2.022288867,2.257359993,2.396381881
1.935,2.286230341,2.022972845,2.257891705,2.396858867
1.936,2.286611209,2.023838747,2.258408485,2.398044917
1.937,2.28698667,2.024640433,2.258932504,2.399220715
1.938,2.287514246,2.025047516,2.259230143,2.400055735
1.939,2.288213893,2.025478105,2.259845413,2.400770168
1.94,2.288747676,2.026075213,2.260414804,2.40182091
1.941,2.289260097,2.026771278,2.261113051,2.402904332
1.942,2.289618613,2.027303306,2.261843759,2.403526837
1.943,2.290250493,2.027728726,2.262203347,2.404673238
1.944,2.290643954,2.028353073,2.263188374,2.405100271
1.945,2.291049294,2.028555586,2.263772963,2.406053448
1.946,2.291506079,2.028906809,2.264408874,2.406599116
1.947,2.292122196,2.034011586,2.265108212,2.408144275
1.948,2.292883684,2.03428762,2.265647922,2.409299851
1.949,2.293251957,2.034549775,2.266077033,2.410975043
1.95,2.293798058,2.034962626,2.266738861,2.411662338
1.951,2.294429849,2.035248556,2.267876777,2.412676766
1.952,2.2950412,2.03555291,2.268554346,2.413605782
1.953,2.295938625,2.035907577,2.269682033,2.414531697
1.954,2.296796803,2.036187025,2.270276107,2.415761826
1.955,2.297896577,2.036645858,2.271059593,2.416698118
1.956,2.298516038,2.036861105,2.272216871,2.417980315
1.957,2.299457248,2.037248118,2.272752723,2.41868465
1.958,2.300338948,2.037468661,2.273039204,2.419176967
1.959,2.30120011,2.037784192,2.274386003,2.420073724
1.96,2.301944852,2.03807237,2.274931274,2.420635481
1.961,2.303226993,2.038376405,2.275718434,2.421511216
1.962,2.304474854,2.038767996,2.277494956,2.421811204
1.963,2.305323459,2.039120845,2.277937371,2.422486659
1.964,2.306515252,2.039777942,2.279077326,2.423255635
1.965,2.30739068,2.040116927,2.279987482,2.423976853
1.966,2.308583027,2.040419898,2.280320007,2.424375385
1.967,2.309448925,2.040776675,2.28130471,2.425268272
1.968,2.310206598,2.04098677,2.281720143,2.425917449
1.969,2.31110653,2.041230217,2.281976426,2.427284711
1.97,2.311705288,2.041557276,2.282697245,2.428863532
1.971,2.31221959,2.041798757,2.28311339,2.429937735
1.972,2.312981486,2.042083401,2.283641261,2.43110065
1.973,2.313498671,2.042449623,2.28438089,2.431540862
1.974,2.314097487,2.042768506,2.28517728,2.433812254
1.975,2.314490285,2.043239236,2.285538562,2.435583222
1.976,2.314811948,2.043600438,2.286158987,2.436701733
1.977,2.315354981,2.043959251,2.286463576,2.437952001
1.978,2.315819989,2.044389453,2.287153095,2.438692468
1.979,2.316092439,2.044612773,2.288036665,2.439137429
1.98,2.316870621,2.044863686,2.289710821,2.439836708
1.981,2.317239618,2.045209608,2.290446459,2.440891989
1.982,2.317469638,2.045469383,2.291115235,2.441542907
1.983,2.317908117,2.045721201,2.292017001,2.44219739
1.984,2.318374721,2.045965855,2.292900648,2.44333223
1.985,2.318797302,2.046188314,2.293777794,2.444788185
1.986,2.319140479,2.046564176,2.294363827,2.445682062
1.987,2.319428745,2.04677533,2.295575306,2.446547474
1.988,2.320090945,2.047289705,2.296508661,2.447273648
1.989,2.320727258,2.04767556,2.29753077,2.448135062
1.99,2.3212899,2.047905888,2.298504799,2.449704824
1.991,2.321804081,2.048310523,2.300032303,2.450102846
1.992,2.322094898,2.048611514,2.300869581,2.451240106
1.993,2.322428821,2.048909929,2.30181906,2.451872446
1.994,2.32269444,2.049289392,2.302894262,2.452906418
1.995,2.323092011,2.049707711,2.303882219,2.453561285
1.996,2.323604098,2.050196241,2.30424254,2.454184718
1.997,2.324039215,2.050535558,2.304934961,2.4547235
1.998,2.324766468,2.051072614,2.305600846,2.455210673
1.999,2.325327012,2.051546889,2.306616066,2.456063851
2,2.326136955,2.051849624,2.307660891,2.457000166
2.001,2.326524176,2.052317063,2.308614581,2.457497275
2.002,2.326852469,2.052786085,2.309933263,2.458908594
2.003,2.327106039,2.053028246,2.311554445,2.459870131
2.004,2.327416428,2.05332568,2.312547384,2.460883379
2.005,2.327622492,2.05367577,2.313198481,2.462464116
2.006,2.327909433,2.054933677,2.313764324,2.463340108
2.007,2.328271604,2.055361623,2.314388812,2.463560281
2.008,2.328489481,2.055896762,2.314972123,2.464291733
2.009,2.329129522,2.056359232,2.315727957,2.465541657
2.01,2.329463714,2.056682141,2.317256912,2.465826665
2.011,2.329803995,2.057059985,2.317585089,2.466291432
2.012,2.330119634,2.057299859,2.318380901,2.467471158
2.013,2.330429238,2.057874054,2.319471483,2.468488697
2.014,2.330822028,2.058246186,2.320426222,2.46947609
2.015,2.331084842,2.058531125,2.321018939,2.470504983
2.016,2.331542693,2.058785868,2.321742226,2.471460912
2.017,2.332096811,2.059304607,2.322190018,2.472283214
2.018,2.332217184,2.059750293,2.32343735,2.473094301
2.019,2.332442516,2.060276614,2.32411602,2.474644815
2.02,2.332612714,2.060621206,2.325599931,2.476028148
2.021,2.332884669,2.061212023,2.326383294,2.47794818
2.022,2.333315087,2.061475306,2.327952443,2.478993556
2.023,2.33347952,2.061717701,2.330121184,2.480252447
2.024,2.333804183,2.061979378,2.331429176,2.482064155
2.025,2.334187256,2.062379033,2.332002053,2.48329486
2.026,2.334561449,2.062893859,2.334770013,2.484706869
2.027,2.335133347,2.063364973,2.335121975,2.486058616
2.028,2.335212945,2.063701305,2.335619394,2.487552363
2.029,2.335891083,2.064186757,2.336605359,2.488689011
2.03,2.336159633,2.065270857,2.337031066,2.48995239
2.031,2.336841853,2.06560439,2.33783338,2.490672693
2.032,2.336964635,2.066014682,2.338020933,2.491808858
2.033,2.337399015,2.066409446,2.338428035,2.493265904
2.034,2.338180544,2.066817819,2.33891054,2.49464938
2.035,2.338967806,2.067287714,2.339401136,2.49552563
2.036,2.339849434,2.067641748,2.340459066,2.496055824
2.037,2.340818411,2.067950198,2.341623139,2.497209156
2.038,2.341261412,2.068272878,2.342249414,2.498427405
2.039,2.341651767,2.068625098,2.343180551,2.49916852
2.04,2.342215953,2.068860129,2.344083824,2.500389824
2.041,2.343227685,2.069208306,2.345030348,2.501468267
2.042,2.343499392,2.069645945,2.346267331,2.502361587
2.043,2.343713326,2.069995613,2.347345517,2.50257433
2.044,2.344199174,2.070515347,2.348244646,2.503868896
2.045,2.344458539,2.070863997,2.349133963,2.504658518
2.046,2.34463481,2.07134216,2.349886677,2.505331369
2.047,2.344825133,2.07172109,2.350795947,2.506131642
2.048,2.345296456,2.072158589,2.351585713,2.507225235
2.049,2.345396937,2.072597276,2.352386073,2.509005863
2.05,2.345599507,2.073074777,2.352896549,2.51038743
2.051,2.345834259,2.073427713,2.353887522,2.510957772
2.052,2.346671778,2.073710887,2.354482686,2.512779112
2.053,2.34691498,2.07393476,2.35528462,2.514473997
2.054,2.347458914,2.074482778,2.355988558,2.515435613
2.055,2.347703963,2.074990173,2.356779888,2.516858944
2.056,2.34814287,2.075461171,2.357702995,2.517904279
2.057,2.348411928,2.075769681,2.359058374,2.5198128
2.058,2.348705436,2.076276588,2.359725628,2.520665262
2.059,2.348988644,2.076800359,2.360393564,2.521354934
2.06,2.349399783,2.077243441,2.360952505,2.522228316
2.061,2.349667435,2.077641302,2.361436123,2.524048168
2.062,2.350077689,2.078407362,2.362126998,2.525171808
2.063,2.350287726,2.079144962,2.362732539,2.526911335
2.064,2.350485086,2.079714123,2.363158387,2.5278117
2.065,2.350752438,2.080353206,2.363485017,2.52932408
2.066,2.35097252,2.080683947,2.364296194,2.529972199
2.067,2.35112692,2.081139211,2.364558546,2.531317916
2.068,2.351138493,2.081736289,2.365358976,2.532475996
2.069,2.351166484,2.0823789,2.366077544,2.534032754
2.07,2.35136994,2.082835121,2.366590784,2.535372841
2.071,2.351545137,2.083176884,2.367193871,2.536344168
2.072,2.351810183,2.083687429,2.368202339,2.537948192
2.073,2.351671554,2.08405006,2.368563051,2.539311369
2.074,2.351655612,2.084402237,2.36877316,2.540091406
2.075,2.351682049,2.084975641,2.36974421,2.540567476
2.076,2.351801019,2.085608633,2.370694316,2.541851514
2.077,2.351951638,2.086030801,2.371067193,2.542689474
2.078,2.352071099,2.086699119,2.371427044,2.543167338
2.079,2.352195061,2.087406626,2.37176007,2.54349376
2.08,2.352372815,2.087983069,2.37267005,2.543847372
2.081,2.352498845,2.088381668,2.373019913,2.544851643
2.082,2.352411915,2.088984722,2.373821608,2.546115821
2.083,2.352337472,2.08979588,2.374633532,2.547143725
2.084,2.35227683,2.090294535,2.375125686,2.548086066
2.085,2.352210985,2.0909743,2.37617399,2.548818875
2.086,2.352178087,2.091452393,2.376614083,2.549233498
2.087,2.352108349,2.092050404,2.377195707,2.550248468
2.088,2.351928475,2.09242263,2.377504968,2.550696559
2.089,2.351962701,2.093109697,2.378534861,2.55134576
2.09,2.351905171,2.093664654,2.379471515,2.552191179
2.091,2.351757126,2.094127758,2.380136986,2.552816247
2.092,2.351732957,2.09470642,2.381414815,2.553800107
2.093,2.351524541,2.095288686,2.382313362,2.55463233
2.094,2.351564317,2.095936199,2.382707996,2.555806569
2.095,2.351655505,2.096280734,2.383129138,2.556791142
2.096,2.351737236,2.097034496,2.384096168,2.557519309
2.097,2.351922291,2.097777025,2.384492204,2.5582666
2.098,2.352024811,2.098483361,2.385745768,2.559470842
2.099,2.352383368,2.099032777,2.386204155,2.560992972
2.1,2.352615238,2.099809784,2.387323429,2.563046605
2.101,2.352844037,2.100511641,2.388321725,2.563545783
2.102,2.352941518,2.101050085,2.388837061,2.564053051
2.103,2.352772226,2.101801036,2.38994879,2.566276527
2.104,2.352573886,2.102642875,2.39068063,2.56790837
2.105,2.352326516,2.103149845,2.391202622,2.568646101
2.106,2.352189941,2.104047214,2.391889693,2.569641496
2.107,2.351785964,2.104639073,2.392453249,2.57040482
2.108,2.351620546,2.105014467,2.393351828,2.578479639
2.109,2.351092441,2.10565259,2.394511275,2.579000103
2.11,2.350868149,2.106356718,2.395114005,2.582814855
2.111,2.35071824,2.107245391,2.395778992,2.584236046
2.112,2.35030742,2.107827242,2.396656996,2.584698863
2.113,2.350327181,2.108419263,2.397739279,2.586660762
2.114,2.349928189,2.109145858,2.398417909,2.588239775
2.115,2.350080511,2.109795601,2.399272597,2.589426178
2.116,2.349708654,2.110658404,2.399656156,2.590463728
2.117,2.349076793,2.111601018,2.400811301,2.591366422
2.118,2.348761425,2.112203551,2.401463992,2.591789945
2.119,2.348522433,2.112760977,2.402746675,2.593812814
2.12,2.348546885,2.113705856,2.403748304,2.595345245
2.121,2.348384055,2.114332053,2.404799072,2.596273244
2.122,2.34825007,2.115297593,2.405988688,2.597260139
2.123,2.347904081,2.115855523,2.407067347,2.597662893
2.124,2.347312472,2.116401453,2.408003755,2.601650838
2.125,2.347212512,2.116948269,2.408333324,2.605900675
2.126,2.347288201,2.117836715,2.409008482,2.606192569
2.127,2.347204583,2.118497128,2.410631551,2.607072134
2.128,2.346775586,2.118925006,2.411285144,2.607323236
2.129,2.346214564,2.119729531,2.412128975,2.611550901
2.13,2.345951274,2.120505261,2.412596069,2.61206358
2.131,2.345613202,2.120967918,2.413259911,2.612641415
2.132,2.345306252,2.121659797,2.413538275,2.613288808
2.133,2.34502667,2.122095937,2.414278439,2.614135308
2.134,2.344771737,2.12264555,2.415619229,2.614376716
2.135,2.34475021,2.123402502,2.416842543,2.615018739
2.136,2.344716007,2.123979923,2.417865839,2.616173343
2.137,2.344307815,2.124522058,2.419103336,2.616792502
2.138,2.343880759,2.125143304,2.419854654,2.617866216
2.139,2.343716159,2.125629239,2.421251496,2.61829356
2.14,2.343578276,2.126229474,2.421833232,2.618864577
2.141,2.343294364,2.126684264,2.422426053,2.619462486
2.142,2.342993685,2.127547092,2.42344235,2.619877869
2.143,2.342794849,2.12812535,2.423805861,2.620103311
2.144,2.3426244,2.12856622,2.424652377,2.620607604
2.145,2.342489145,2.128882136,2.4252831,2.621220322
2.146,2.342213914,2.130260547,2.425841064,2.621688428
2.147,2.342193864,2.130962413,2.426791129,2.622698754
2.148,2.34207289,2.131773098,2.42748609,2.622952156
2.149,2.34178305,2.132867242,2.428151776,2.623622007
2.15,2.341623731,2.133390335,2.429319184,2.623845321
2.151,2.341652112,2.133890711,2.430894523,2.624633754
2.152,2.341397861,2.135028246,2.431725667,2.625207147
2.153,2.341191864,2.13580046,2.432114698,2.626023831
2.154,2.341100232,2.136387544,2.433044408,2.626386947
2.155,2.341020801,2.136874334,2.434272135,2.626816908
2.156,2.341079902,2.137691271,2.434847164,2.627927102
2.157,2.340893221,2.138469425,2.435430459,2.62905436
2.158,2.340808377,2.138789851,2.436392293,2.630108155
2.159,2.340798636,2.139451712,2.437451836,2.631318502
2.16,2.340810992,2.139786258,2.438925587,2.632033387
2.161,2.340424339,2.140248234,2.439826736,2.63269574
2.162,2.340052116,2.140950754,2.44114192,2.633784405
2.163,2.339834661,2.141251889,2.4426551,2.634932744
2.164,2.339496436,2.141562904,2.44345992,2.635483563
2.165,2.339626989,2.142104129,2.444212396,2.636305639
2.166,2.339573031,2.143038348,2.445394163,2.637127746
2.167,2.339350834,2.143576137,2.446763144,2.638143947
2.168,2.339323122,2.144062919,2.448043023,2.639033431
2.169,2.339251195,2.144624012,2.448713262,2.639656797
2.17,2.339008049,2.145072994,2.450149553,2.640163155
2.171,2.339036495,2.146088715,2.45091662,2.641793434
2.172,2.339062364,2.146679583,2.452315732,2.642973922
2.173,2.338871268,2.147745142,2.452858947,2.644091269
2.174,2.338881215,2.14813208,2.454370085,2.645240174
2.175,2.338627033,2.148808342,2.455834188,2.646576481
2.176,2.338588488,2.149494062,2.45710081,2.647377472
2.177,2.338609452,2.149939092,2.457807466,2.648332157
2.178,2.338323698,2.150717582,2.459180986,2.649224474
2.179,2.33835354,2.151467746,2.460017796,2.650197295
2.18,2.3380542,2.152331266,2.460818712,2.651380588
2.181,2.338215027,2.153172909,2.462294958,2.652125212
2.182,2.338231814,2.153589107,2.463239139,2.652489843
2.183,2.338325789,2.154204624,2.464726847,2.652982042
2.184,2.338312595,2.155148537,2.465216004,2.654153419
2.185,2.338226911,2.155768396,2.465511526,2.654649407
2.186,2.337914539,2.156482509,2.466498877,2.655864235
2.187,2.337719467,2.157729,2.466994164,2.656317528
2.188,2.337261335,2.158336972,2.468170224,2.657176546
2.189,2.337120064,2.159300376,2.46893457,2.657626715
2.19,2.337026976,2.160368956,2.469476014,2.658573581
2.191,2.3369498,2.161668547,2.470155904,2.659248308
2.192,2.336585976,2.162453602,2.471196817,2.659961366
2.193,2.336106715,2.163299268,2.47202831,2.66038617
2.194,2.335824394,2.163919845,2.472540392,2.661506774
2.195,2.33558558,2.164586716,2.472959687,2.662722487
2.196,2.335181711,2.165329453,2.473797273,2.663477594
2.197,2.334714219,2.166400606,2.475088234,2.664492621
2.198,2.334316348,2.167416063,2.475716123,2.666153905
2.199,2.333893683,2.168071231,2.477147404,2.6667364
2.2,2.333653941,2.168855708,2.477496545,2.667229078
2.201,2.333596346,2.170065434,2.478226522,2.668348739
2.202,2.333396175,2.171146748,2.47893437,2.668947217
2.203,2.333039976,2.171805758,2.47924286,2.669768632
2.204,2.332979447,2.172238386,2.479461269,2.670736236
2.205,2.332676871,2.172860537,2.48013409,2.671353483
2.206,2.33233516,2.173800739,2.48079882,2.672214589
2.207,2.332247802,2.174903519,2.481056531,2.672799182
2.208,2.331870193,2.175565205,2.481971222,2.673823462
2.209,2.33183857,2.176298561,2.482400312,2.674410577
2.21,2.331781463,2.177096986,2.483092929,2.67571314
2.211,2.331678206,2.177829806,2.483677355,2.676887957
2.212,2.331180563,2.178713923,2.484191429,2.677974571
2.213,2.33061004,2.179332663,2.485238438,2.678299394
2.214,2.330031191,2.179849775,2.486159402,2.679313436
2.215,2.329627823,2.18032176,2.486550587,2.680158249
2.216,2.328991952,2.181096842,2.486837173,2.680961467
2.217,2.328460577,2.182196265,2.487712481,2.681466867
2.218,2.328061042,2.182960368,2.488277037,2.682345047
2.219,2.327415585,2.18379402,2.488699124,2.683449003
2.22,2.327084269,2.184549448,2.489045354,2.684488267
2.221,2.327116978,2.185488098,2.489660737,2.68572751
2.222,2.326903956,2.186253766,2.490307223,2.687813942
2.223,2.326606253,2.186789626,2.490609331,2.688219161
2.224,2.326466977,2.187619747,2.491308259,2.688960496
2.225,2.326005016,2.188729188,2.491682879,2.689263232
2.226,2.325825954,2.18933685,2.492313333,2.689935558
2.227,2.325692261,2.190075498,2.492712188,2.690873803
2.228,2.325209266,2.190693256,2.493300024,2.691191472
2.229,2.325335773,2.191641215,2.493661522,2.691625576
2.23,2.325051302,2.192415402,2.494359974,2.692615313
2.231,2.324989793,2.192894344,2.49487117,2.694158492
2.232,2.324799982,2.193286159,2.49555227,2.695166825
2.233,2.32466648,2.194504582,2.496431403,2.696094184
2.234,2.324631907,2.194936529,2.497134316,2.69736228
2.235,2.324472699,2.195474366,2.498243461,2.698065533
2.236,2.324261331,2.19631923,2.498931503,2.698321178
2.237,2.324132658,2.197139346,2.499612784,2.699589952
2.238,2.323721441,2.197608941,2.499827445,2.700149504
2.239,2.323451386,2.198384477,2.500383316,2.700623777
2.24,2.323108976,2.198905788,2.500868647,2.701392411
2.241,2.322613739,2.199938142,2.50136367,2.701858063
2.242,2.322419761,2.200906061,2.501676076,2.702651075
2.243,2.322164778,2.202003844,2.50248336,2.703937808
2.244,2.321938423,2.202996685,2.503060845,2.705002235
2.245,2.321562896,2.203665473,2.503420755,2.705908387
2.246,2.321217071,2.204673543,2.504196613,2.707124553
2.247,2.320897752,2.205737786,2.504590927,2.708518239
2.248,2.32064436,2.206737596,2.505323933,2.709292946
2.249,2.320405457,2.208016825,2.505940135,2.710355173
2.25,2.320164574,2.209372227,2.506519431,2.711769173
2.251,2.319696705,2.209969976,2.50704056,2.712377468
2.252,2.319015998,2.210669763,2.507359127,2.713722228
2.253,2.318406514,2.211384433,2.50822569,2.714767185
2.254,2.317783754,2.212122277,2.509323974,2.715164221
2.255,2.317556464,2.213424579,2.509723048,2.715714862
2.256,2.317334104,2.214094251,2.51038284,2.716327936
2.257,2.317164496,2.214766865,2.511104192,2.717348451
2.258,2.316599064,2.216157142,2.511947587,2.721700549
2.259,2.316697184,2.217455926,2.512739355,2.722357756
2.26,2.3166025,2.218889573,2.513434395,2.722911663
2.261,2.316418057,2.220311147,2.514339358,2.724592212
2.262,2.316437565,2.221326593,2.5149005,2.725656355
2.263,2.316022933,2.222227459,2.515627189,2.726878917
2.264,2.316026726,2.222798241,2.516289706,2.730507817
2.265,2.315737902,2.223454431,2.517388734,2.731612656
2.266,2.315588219,2.224661443,2.518135573,2.732696335
2.267,2.315633181,2.225736214,2.518460852,2.734280885
2.268,2.31518004,2.226627978,2.518672305,2.734718966
2.269,2.315000962,2.227614551,2.519425555,2.735652876
2.27,2.314848597,2.228593994,2.52021844,2.737173466
2.271,2.314330952,2.229731567,2.520838035,2.737456185
2.272,2.313970901,2.230394653,2.521386962,2.738045402
2.273,2.313875774,2.231879142,2.521943449,2.739263794
2.274,2.313292443,2.233399495,2.522946298,2.73994788
2.275,2.312975126,2.234208845,2.523675313,2.740551879
2.276,2.31230361,2.235114361,2.524232374,2.741689162
2.277,2.312160991,2.236250122,2.525335285,2.743334206
2.278,2.311892527,2.236941351,2.525984827,2.743817998
2.279,2.311663605,2.237749915,2.526850908,2.744755572
2.28,2.311733737,2.238411168,2.527633484,2.745443279
2.281,2.311348355,2.239518797,2.528707426,2.745773423
2.282,2.311372555,2.240464618,2.529525943,2.74706218
2.283,2.311463003,2.241356549,2.530244289,2.747855373
2.284,2.311499411,2.241963128,2.530765413,2.74891694
2.285,2.311537544,2.242662226,2.531548409,2.749322458
2.286,2.311610026,2.243348085,2.531771232,2.749666444
2.287,2.311648755,2.243851879,2.532507564,2.750588741
2.288,2.311771962,2.244424857,2.532698174,2.752329864
2.289,2.311819463,2.245270895,2.533070308,2.754084876
2.29,2.311973069,2.246199017,2.533220655,2.754446052
2.291,2.311898156,2.247161576,2.533494152,2.755512266
2.292,2.311529634,2.247951574,2.533658703,2.757213814
2.293,2.311603839,2.248844211,2.533955452,2.758803619
2.294,2.311680608,2.24945125,2.534260409,2.760047751
2.295,2.311725598,2.250126388,2.534895787,2.760890654
2.296,2.311339918,2.251128397,2.535585815,2.761938362
2.297,2.31097289,2.251756013,2.536466832,2.762561272
2.298,2.31107562,2.253194389,2.5373214,2.76324796
2.299,2.310582964,2.253716958,2.538453833,2.764325151
2.3,2.310571161,2.254698991,2.538849467,2.765515956
2.301,2.31063044,2.255531798,2.539209499,2.766527145
2.302,2.310807465,2.256095348,2.539997423,2.767242961
2.303,2.310901875,2.258562003,2.540804357,2.767734742
2.304,2.31111879,2.259150509,2.541675142,2.769641262
2.305,2.311362526,2.260904673,2.541962911,2.770595236
2.306,2.311616336,2.262303392,2.542570119,2.771091264
2.307,2.311837106,2.262960577,2.542926373,2.772280819
2.308,2.311844605,2.263575932,2.543307638,2.774084906
2.309,2.311483911,2.264055105,2.543596972,2.774538713
2.31,2.311603546,2.264567541,2.544343831,2.77565135
2.311,2.311776185,2.264935097,2.544592451,2.776163968
2.312,2.31182594,2.26557647,2.545401342,2.777018161
2.313,2.311531307,2.265942949,2.545831196,2.778425278
2.314,2.311622084,2.266805009,2.545975554,2.780361961
2.315,2.311017543,2.267267446,2.54636169,2.781670296
2.316,2.310616976,2.267880949,2.546645883,2.782554232
2.317,2.310112233,2.268786844,2.546672586,2.783861295
2.318,2.310127427,2.269597799,2.547069521,2.785058623
2.319,2.310164383,2.270097315,2.547180744,2.78595731
2.32,2.309964671,2.270740725,2.547588115,2.788067722
2.321,2.31011259,2.271437373,2.547708337,2.789550275
2.322,2.310165526,2.272121071,2.547964952,2.790482101
2.323,2.310248703,2.272845655,2.548059403,2.791111251
2.324,2.310327142,2.273670996,2.548344227,2.792024372
2.325,2.310243824,2.274296941,2.548660236,2.793789962
2.326,2.310230863,2.274864835,2.54915347,2.794896143
2.327,2.310407437,2.275471766,2.550047705,2.795471444
2.328,2.310521468,2.275864928,2.5505734,2.796286836
2.329,2.310571064,2.27654686,2.551080382,2.798042296
2.33,2.310655167,2.277187994,2.551961531,2.799776131
2.331,2.3109015,2.278025041,2.552367659,2.800802374
2.332,2.311009141,2.27871227,2.552869789,2.801427531
2.333,2.311320354,2.279211358,2.553388585,2.802837416
2.334,2.311340068,2.280241916,2.553852538,2.803901318
2.335,2.311431686,2.28114061,2.554200579,2.805464271
2.336,2.311606305,2.281885281,2.554767948,2.806263985
2.337,2.311678172,2.282929088,2.55608244,2.808061174
2.338,2.311850766,2.283648196,2.557415365,2.808942682
2.339,2.312061842,2.284602358,2.558385893,2.80937382
2.34,2.312093982,2.285171542,2.558798548,2.81066113
2.341,2.311977099,2.285935972,2.559295384,2.811823947
2.342,2.311977084,2.286782171,2.559545013,2.813575606
2.343,2.312170414,2.287841857,2.559672549,2.814748888
2.344,2.312139232,2.288573984,2.559950558,2.815508573
2.345,2.31218294,2.289386325,2.560237615,2.815920516
2.346,2.31220732,2.290404994,2.56043075,2.817199292
2.347,2.312066746,2.290910631,2.561487406,2.818468789
2.348,2.312016975,2.291903913,2.562788455,2.820265049
2.349,2.312253803,2.292962531,2.56351139,2.821088047
2.35,2.312290266,2.293813994,2.563938744,2.823302301
2.351,2.312458079,2.294441395,2.564172092,2.824927567
2.352,2.312459723,2.295308018,2.564757439,2.826098475
2.353,2.312545693,2.295817117,2.565259143,2.82693957
2.354,2.312369624,2.296344249,2.565691044,2.828826284
2.355,2.31238184,2.297468268,2.566352993,2.83042398
2.356,2.312381086,2.298238808,2.566751092,2.83238885
2.357,2.312364015,2.299010645,2.567782129,2.833551763
2.358,2.312420589,2.299950336,2.568230302,2.834052306
2.359,2.312257429,2.300659078,2.568891963,2.835632949
2.36,2.312162887,2.30169896,2.56906241,2.836470264
2.361,2.312084245,2.30242832,2.569330137,2.837931347
2.362,2.312160198,2.302915271,2.569562226,2.838607497
2.363,2.312038617,2.303824409,2.570170804,2.839487044
2.364,2.311778146,2.304576214,2.570288305,2.84124684
2.365,2.311866326,2.306049844,2.570796944,2.842438801
2.366,2.31156506,2.306839043,2.571260949,2.844094251
2.367,2.311575483,2.307990266,2.571658518,2.844834473
2.368,2.311441199,2.308531848,2.572260274,2.845957404
2.369,2.311244928,2.309121865,2.572822186,2.846232808
2.37,2.311312,2.309760531,2.57380295,2.847725836
2.371,2.311371999,2.310681674,2.574205063,2.849277898
2.372,2.311410933,2.311482811,2.574844298,2.850306466
2.373,2.31141906,2.312608248,2.575549926,2.851737737
2.374,2.311527554,2.31369569,2.576037676,2.853507584
2.375,2.311380538,2.314717628,2.576207753,2.85503859
2.376,2.311205033,2.315768338,2.576855021,2.856028996
2.377,2.311249452,2.317098223,2.577200558,2.857730389
2.378,2.311177451,2.317925469,2.577706606,2.859163872
2.379,2.310795654,2.319232464,2.578112581,2.860713192
2.38,2.310725746,2.320047244,2.579129394,2.861827638
2.381,2.310767426,2.320627106,2.57965379,2.862908543
2.382,2.31084054,2.321407239,2.580418547,2.863783321
2.383,2.310853705,2.322899852,2.580810508,2.865161158
2.384,2.310630281,2.324276379,2.58207128,2.866711954
2.385,2.310737315,2.326750142,2.582566003,2.868814133
2.386,2.310890785,2.327522484,2.582844244,2.870376277
