Pose/Time (ns),Pose 1: PersScore 0.214 PoseScore 1.633 DockingScore -15.753,Pose 2: PersScore 0.277 PoseScore 2.633 DockingScore -14.718
1.72,0.832253892,1.379770466
1.721,0.832403098,1.379790344
1.722,0.832489585,1.379802573
1.723,0.832488133,1.379837188
1.724,0.832523273,1.379947289
1.725,0.832494272,1.380240459
1.726,0.832522492,1.380547601
1.727,0.832549764,1.380455792
1.728,0.832469985,1.380466236
1.729,0.8324314,1.380798997
1.73,0.83236788,1.381010398
1.731,0.832411878,1.381325156
1.732,0.832446449,1.381430435
1.733,0.832409107,1.38148483
1.734,0.832493248,1.381440977
1.735,0.832565084,1.381446463
1.736,0.832731511,1.381535797
1.737,0.832840129,1.381681998
1.738,0.83291582,1.381795668
1.739,0.833037249,1.381936109
1.74,0.833212189,1.382029223
1.741,0.833236948,1.382251435
1.742,0.833383001,1.382426998
1.743,0.833410669,1.382537029
1.744,0.833563502,1.382573327
1.745,0.833585258,1.382601486
1.746,0.833639172,1.382883477
1.747,0.833660216,1.383022726
1.748,0.833766028,1.383235538
1.749,0.833863067,1.383364005
1.75,0.834006944,1.383583615
1.751,0.834090304,1.383760484
1.752,0.834203524,1.383822696
1.753,0.834263507,1.383863469
1.754,0.834272544,1.383989612
1.755,0.834290531,1.384077026
1.756,0.834359913,1.384232737
1.757,0.83447215,1.384292926
1.758,0.834559974,1.384436789
1.759,0.834795582,1.384630425
1.76,0.834847348,1.384751236
1.761,0.834955523,1.38487141
1.762,0.835034129,1.385062357
1.763,0.835066429,1.385063791
1.764,0.835279996,1.385268088
1.765,0.835431379,1.385477545
1.766,0.835572993,1.385506677
1.767,0.835591845,1.385628015
1.768,0.835614563,1.385860844
1.769,0.835722973,1.38596054
1.77,0.835892916,1.386033981
1.771,0.836061854,1.386098128
1.772,0.836209826,1.386146601
1.773,0.836478012,1.386211232
1.774,0.836521475,1.386190105
1.775,0.83663084,1.386352166
1.776,0.836686985,1.386464246
1.777,0.836825913,1.386593676
1.778,0.836953004,1.386748436
1.779,0.837055418,1.386870174
1.78,0.837231235,1.386865763
1.781,0.837337334,1.386936415
1.782,0.837425638,1.387044164
1.783,0.837576993,1.387163997
1.784,0.837640528,1.387286907
1.785,0.837630107,1.387365175
1.786,0.837652648,1.387559764
1.787,0.837825035,1.387673435
1.788,0.837989946,1.387891294
1.789,0.838019875,1.387836335
1.79,0.838092512,1.387913716
1.791,0.838130231,1.388006721
1.792,0.838116699,1.388112126
1.793,0.838378116,1.388119284
1.794,0.838611529,1.388226081
1.795,0.83880615,1.388344506
1.796,0.838940726,1.388470915
1.797,0.83897734,1.388602668
1.798,0.839121584,1.388736958
1.799,0.839128822,1.388913057
1.8,0.839253611,1.389029507
1.801,0.839377093,1.389226377
1.802,0.839472611,1.389359534
1.803,0.839662465,1.389460733
1.804,0.839843155,1.389543095
1.805,0.839934922,1.389712936
1.806,0.840102836,1.389919582
1.807,0.840339384,1.390035047
1.808,0.840467073,1.390258307
1.809,0.840697345,1.39037468
1.81,0.840815229,1.390524846
1.811,0.841017116,1.39054006
1.812,0.841327803,1.390482822
1.813,0.841607997,1.390552038
1.814,0.841762127,1.390523336
1.815,0.841890099,1.390572146
1.816,0.842036969,1.390675944
1.817,0.842269789,1.39072013
1.818,0.842402285,1.390732771
1.819,0.842619621,1.390905845
1.82,0.84279696,1.391066206
1.821,0.842900723,1.391356448
1.822,0.842973835,1.391318989
1.823,0.843060246,1.391704525
1.824,0.843063517,1.39174136
1.825,0.843197166,1.391973209
1.826,0.843212423,1.392220549
1.827,0.843347613,1.392309782
1.828,0.8433987,1.392512907
1.829,0.843507785,1.392566078
1.83,0.84363885,1.392764783
1.831,0.843631685,1.392922351
1.832,0.843677192,1.393167404
1.833,0.843727214,1.393412715
1.834,0.843718574,1.393744217
1.835,0.84379949,1.394025113
1.836,0.843965199,1.394511902
1.837,0.843845278,1.394819277
1.838,0.843951031,1.39526781
1.839,0.844116256,1.39539852
1.84,0.844206778,1.395653569
1.841,0.844477102,1.395910851
1.842,0.844631836,1.396085529
1.843,0.844843563,1.396452843
1.844,0.845068353,1.396724973
1.845,0.845340757,1.397094682
1.846,0.845455123,1.39735202
1.847,0.845707169,1.39767717
1.848,0.845836208,1.398118221
1.849,0.845970589,1.398449031
1.85,0.846013228,1.398906403
1.851,0.846105852,1.399135428
1.852,0.846209594,1.399669934
1.853,0.846384241,1.400212568
1.854,0.846378111,1.400583461
1.855,0.846538381,1.401133067
1.856,0.84663428,1.401318248
1.857,0.846850934,1.401679688
1.858,0.847114497,1.402046898
1.859,0.84749351,1.402456657
1.86,0.847857732,1.402673907
1.861,0.848089063,1.403064102
1.862,0.848406056,1.403265575
1.863,0.84864396,1.403490064
1.864,0.848844155,1.403601875
1.865,0.848953495,1.403467048
1.866,0.849393279,1.403602142
1.867,0.849679045,1.403603841
1.868,0.849942873,1.403517077
1.869,0.850232252,1.40350808
1.87,0.850368176,1.403417315
1.871,0.850756083,1.403472051
1.872,0.851011135,1.40340965
1.873,0.851239732,1.403279461
1.874,0.851535474,1.403165491
1.875,0.851721728,1.402903542
1.876,0.85181388,1.402925123
1.877,0.852110345,1.402864074
1.878,0.852299088,1.402900674
1.879,0.852553739,1.403060279
1.88,0.852835121,1.403080595
1.881,0.853043422,1.403269989
1.882,0.853186339,1.403497656
1.883,0.853407309,1.403627664
1.884,0.853698528,1.403796816
1.885,0.854002964,1.403870585
1.886,0.854261808,1.403943123
1.887,0.854488053,1.404195065
1.888,0.854700861,1.404351459
1.889,0.854853183,1.404366695
1.89,0.855093419,1.40458314
1.891,0.855410583,1.404712519
1.892,0.855742801,1.404691265
1.893,0.856050524,1.404616909
1.894,0.856285812,1.404624497
1.895,0.856413647,1.404749421
1.896,0.856439927,1.40500168
1.897,0.856643336,1.405168278
1.898,0.856917913,1.405463422
1.899,0.857240839,1.405791665
1.9,0.857402564,1.406161727
1.901,0.857677794,1.40642189
1.902,0.858139725,1.40668831
1.903,0.858416688,1.406782032
1.904,0.858639819,1.406849359
1.905,0.858827048,1.407275293
1.906,0.859047776,1.407557228
1.907,0.859339457,1.407647048
1.908,0.859449119,1.407827736
1.909,0.859495243,1.407966361
1.91,0.859690081,1.408388433
1.911,0.860013804,1.408435278
1.912,0.86041674,1.408770832
1.913,0.860642181,1.408874431
1.914,0.861018817,1.40903828
1.915,0.861338166,1.409128601
1.916,0.861597264,1.409211894
1.917,0.861803567,1.409172405
1.918,0.861975873,1.409491615
1.919,0.862215413,1.409723599
1.92,0.862410251,1.410024316
1.921,0.862498805,1.410128254
1.922,0.862690086,1.410545637
1.923,0.862593067,1.410878941
1.924,0.862849327,1.411275309
1.925,0.863189841,1.41140385
1.926,0.863371011,1.411379792
1.927,0.863419265,1.411347617
1.928,0.863568393,1.411311785
1.929,0.863689287,1.411187486
1.93,0.863781316,1.411149783
1.931,0.863906297,1.41125678
1.932,0.864071028,1.411226824
1.933,0.864381773,1.411627853
1.934,0.864685811,1.411943298
1.935,0.864849262,1.412052206
1.936,0.865057716,1.412078809
1.937,0.865307053,1.412339866
1.938,0.865524387,1.412390462
1.939,0.865677393,1.41251921
1.94,0.865856955,1.412730105
1.941,0.866135851,1.412808906
1.942,0.866323632,1.412983397
1.943,0.866410013,1.41324738
1.944,0.866664418,1.41320838
1.945,0.866818804,1.413431597
1.946,0.866912737,1.41374647
1.947,0.867101872,1.413967111
1.948,0.867447632,1.414074852
1.949,0.867585923,1.414304955
1.95,0.867708411,1.414427837
1.951,0.867903387,1.414499066
1.952,0.868172761,1.414639825
1.953,0.868434572,1.414829239
1.954,0.868744491,1.414996048
1.955,0.868936097,1.415116237
1.956,0.869141854,1.415389386
1.957,0.869332397,1.415467059
1.958,0.869398564,1.415625754
1.959,0.869563194,1.415525616
1.96,0.86969915,1.415560918
1.961,0.869769322,1.415609891
1.962,0.869795328,1.41564357
1.963,0.869970329,1.415780689
1.964,0.870180351,1.415803047
1.965,0.870392363,1.415893719
1.966,0.870442087,1.415785696
1.967,0.870546699,1.415602453
1.968,0.870595138,1.415648537
1.969,0.870851399,1.415614045
1.97,0.870852297,1.41539435
1.971,0.870913196,1.415316457
1.972,0.871132008,1.415363767
1.973,0.871230746,1.415634497
1.974,0.871087937,1.415723096
1.975,0.871051359,1.415822928
1.976,0.871212105,1.415963855
1.977,0.87120119,1.416013463
1.978,0.871313385,1.415766964
1.979,0.871598003,1.41571449
1.98,0.871808061,1.41569461
1.981,0.871840671,1.415828926
1.982,0.871889833,1.415874098
1.983,0.871953184,1.415849332
1.984,0.872166048,1.41592857
1.985,0.872156926,1.416057067
1.986,0.872094033,1.41616375
1.987,0.872073412,1.416135106
1.988,0.8721074,1.416388179
1.989,0.872100253,1.416337367
1.99,0.872127138,1.416446555
1.991,0.872164672,1.416702801
1.992,0.872239226,1.416842542
1.993,0.87241857,1.417063301
1.994,0.872543252,1.417359528
1.995,0.872780023,1.417627904
1.996,0.872983584,1.417828407
1.997,0.873053381,1.418105748
1.998,0.873230324,1.418271555
1.999,0.873154568,1.418287373
2,0.873141373,1.418284813
2.001,0.873172216,1.418339224
2.002,0.873205122,1.418350278
2.003,0.873398595,1.418709442
2.004,0.873367198,1.418887401
2.005,0.873389102,1.419125624
2.006,0.87367885,1.419271907
2.007,0.873996428,1.419290768
2.008,0.874136877,1.419767083
2.009,0.874308714,1.419986609
2.01,0.874348162,1.420157487
2.011,0.874571314,1.42036652
2.012,0.87468619,1.420478548
2.013,0.874920076,1.420649207
2.014,0.875137686,1.420845847
2.015,0.875329696,1.421010921
2.016,0.875460085,1.42113624
2.017,0.875779736,1.42130416
2.018,0.876204348,1.421382805
2.019,0.876486596,1.421364903
2.02,0.87657157,1.42146019
2.021,0.87664198,1.421793382
2.022,0.876731126,1.421834594
2.023,0.876889671,1.421967313
2.024,0.877122281,1.422092148
2.025,0.877165995,1.422653698
2.026,0.877254369,1.42282334
2.027,0.877515898,1.422962769
2.028,0.877742988,1.423273391
2.029,0.877863562,1.423439131
2.03,0.877983317,1.423623978
2.031,0.877983837,1.42387671
2.032,0.878047876,1.423767648
2.033,0.877968297,1.423882432
2.034,0.878022712,1.423928002
2.035,0.878095231,1.424142548
2.036,0.878156331,1.424595854
2.037,0.878306421,1.424720576
2.038,0.878559854,1.424873064
2.039,0.878782281,1.424998558
2.04,0.878768909,1.425292741
2.041,0.87884918,1.425588245
2.042,0.878959589,1.425656087
2.043,0.879194519,1.426328542
2.044,0.879345261,1.426442668
2.045,0.879758209,1.426539632
2.046,0.879832956,1.427036951
2.047,0.880029768,1.427306882
2.048,0.880358622,1.427386749
2.049,0.880549183,1.427681366
2.05,0.880779013,1.427717565
2.051,0.880974737,1.42797606
2.052,0.881131838,1.428272936
2.053,0.881372983,1.428907568
2.054,0.881521197,1.42918927
2.055,0.881627153,1.429650577
2.056,0.881808268,1.429813416
2.057,0.882039376,1.429984384
2.058,0.882023727,1.430223215
2.059,0.882213223,1.430302131
2.06,0.882439307,1.430191044
2.061,0.882472738,1.430244117
2.062,0.882387274,1.43042695
2.063,0.882304923,1.430483414
2.064,0.882570427,1.430413807
2.065,0.882686056,1.43042664
2.066,0.882660239,1.430719735
2.067,0.882793621,1.430777405
2.068,0.882892732,1.430603424
2.069,0.883160464,1.430575299
2.07,0.88326537,1.430617387
2.071,0.883453541,1.430810133
2.072,0.883576209,1.430639438
2.073,0.883623927,1.430471896
2.074,0.883776444,1.430162269
2.075,0.88390105,1.429799971
2.076,0.884065132,1.429886565
2.077,0.884037215,1.430044587
2.078,0.884101927,1.430186282
2.079,0.884266105,1.430471913
2.08,0.884548516,1.430681686
2.081,0.884666457,1.430620799
2.082,0.884927097,1.430802186
2.083,0.885059372,1.430743188
2.084,0.885362014,1.430839767
2.085,0.885458237,1.430896067
2.086,0.885435555,1.431239917
2.087,0.885646767,1.431447594
2.088,0.885835574,1.431427664
2.089,0.886111842,1.43141438
2.09,0.886353838,1.431368691
2.091,0.886474552,1.431518064
2.092,0.886607979,1.431866648
2.093,0.886529698,1.432121365
2.094,0.886636297,1.432252548
2.095,0.886812361,1.432309735
2.096,0.886826045,1.432497108
2.097,0.886928064,1.432665773
2.098,0.887001172,1.433028063
2.099,0.887200263,1.43316832
2.1,0.887086564,1.433312057
2.101,0.887120358,1.433498842
2.102,0.88702091,1.433778805
2.103,0.88729478,1.433654651
2.104,0.887416774,1.433715961
2.105,0.887492834,1.433933726
2.106,0.887578818,1.434170601
2.107,0.887668841,1.434381446
2.108,0.887770947,1.434593522
2.109,0.887762715,1.434766949
2.11,0.887700433,1.434949326
2.111,0.887834363,1.435050868
2.112,0.887848014,1.435262311
2.113,0.887855257,1.435204397
2.114,0.887950087,1.435304964
2.115,0.887920747,1.435550163
2.116,0.88800269,1.435594089
2.117,0.887932368,1.435670774
2.118,0.887980736,1.435907777
2.119,0.887873864,1.435835556
2.12,0.887940309,1.435853999
2.121,0.887951175,1.435755899
2.122,0.887893573,1.435928654
2.123,0.88789318,1.436023281
2.124,0.887982112,1.436018972
2.125,0.888063104,1.436130766
2.126,0.888158636,1.436433964
2.127,0.888273763,1.436309298
2.128,0.888380768,1.436121171
2.129,0.888529978,1.43637056
2.13,0.888585114,1.436522486
2.131,0.888572951,1.436353619
2.132,0.888566777,1.436498698
2.133,0.888501991,1.436508685
2.134,0.88849207,1.43666819
2.135,0.888362795,1.436810427
2.136,0.888299207,1.436747904
2.137,0.88829677,1.43659415
2.138,0.888235024,1.436726314
2.139,0.888178332,1.436918315
2.14,0.8881115,1.436668101
2.141,0.888218672,1.436863957
2.142,0.888342766,1.436816983
2.143,0.888448858,1.43703105
2.144,0.888440746,1.436823311
2.145,0.888410778,1.436994165
2.146,0.888445426,1.436913873
2.147,0.888556198,1.437006591
2.148,0.888495265,1.437049645
2.149,0.888643385,1.437236777
2.15,0.888664352,1.437398902
2.151,0.888779328,1.437592527
2.152,0.888882597,1.437770093
2.153,0.888920882,1.437585359
2.154,0.888859421,1.437594177
2.155,0.889026172,1.437449539
2.156,0.889233679,1.437634194
2.157,0.889281622,1.437825205
2.158,0.889533132,1.437913593
2.159,0.889716104,1.438097494
2.16,0.889815619,1.437993709
2.161,0.889877357,1.437819963
2.162,0.890083654,1.437701305
2.163,0.890213878,1.437636592
2.164,0.890216127,1.437982003
2.165,0.890185457,1.438136102
2.166,0.890161052,1.438465589
2.167,0.890140905,1.438710984
2.168,0.890227752,1.438977128
2.169,0.890365132,1.439034498
2.17,0.89063484,1.439214611
2.171,0.890799912,1.439506317
2.172,0.8908706,1.439627107
2.173,0.890812068,1.439961646
2.174,0.89066583,1.440056065
2.175,0.890617423,1.440066635
2.176,0.890579289,1.440018167
2.177,0.890441229,1.440056038
2.178,0.89032005,1.4401936
2.179,0.890363904,1.440007319
2.18,0.890596486,1.440128667
2.181,0.89066653,1.440182976
2.182,0.890750889,1.440262141
2.183,0.89079884,1.440395407
2.184,0.890686065,1.440637155
2.185,0.890780325,1.440687442
2.186,0.890973861,1.440743623
2.187,0.891123598,1.44118175
2.188,0.891340154,1.44126972
2.189,0.891347051,1.441412099
2.19,0.89132006,1.441546538
2.191,0.891488571,1.441599364
2.192,0.891506492,1.441614062
2.193,0.891569597,1.441406393
2.194,0.891675234,1.441520728
2.195,0.891901288,1.441470458
2.196,0.892078341,1.441491731
2.197,0.892139026,1.44177882
2.198,0.892252569,1.441929113
2.199,0.89238103,1.442200284
2.2,0.892599748,1.442362247
2.201,0.892699777,1.442309537
2.202,0.892898185,1.442172585
2.203,0.893058897,1.441994074
2.204,0.893284321,1.44204599
2.205,0.893365622,1.442097981
2.206,0.893586696,1.441967312
2.207,0.893641916,1.441964471
2.208,0.893629414,1.44185403
2.209,0.893702823,1.441466769
2.21,0.893802221,1.44147902
2.211,0.893801402,1.441433143
2.212,0.893680522,1.441385303
2.213,0.893731979,1.441434364
2.214,0.893703453,1.441319988
2.215,0.893747442,1.44153667
2.216,0.893829023,1.441779249
2.217,0.893915325,1.441646376
2.218,0.894035579,1.441699812
2.219,0.894143434,1.441889074
2.22,0.894231369,1.442231594
2.221,0.894372903,1.442092385
2.222,0.894511112,1.442321699
2.223,0.894573077,1.442552477
2.224,0.894770348,1.443030964
2.225,0.894868965,1.443507525
2.226,0.895036779,1.443418003
2.227,0.895156001,1.443348228
2.228,0.895374051,1.443510903
2.229,0.895581771,1.443921683
2.23,0.895658718,1.444133104
2.231,0.895788209,1.444500448
2.232,0.895858868,1.444793621
2.233,0.896054599,1.445051285
2.234,0.896219468,1.445339326
2.235,0.896297511,1.445736519
2.236,0.896500535,1.445616609
2.237,0.89650879,1.44562906
2.238,0.896585655,1.445556024
2.239,0.896570038,1.445881152
2.24,0.896605267,1.446267733
2.241,0.896637706,1.446411053
2.242,0.896560027,1.446505249
2.243,0.89662216,1.446322446
2.244,0.896636976,1.446134698
2.245,0.89657591,1.446130052
2.246,0.8965597,1.446249962
2.247,0.896657006,1.446296073
2.248,0.896788134,1.446722826
2.249,0.896858054,1.447107144
2.25,0.897059373,1.447401402
2.251,0.896997802,1.44784424
2.252,0.896957878,1.448139514
2.253,0.897076542,1.448013842
2.254,0.89733942,1.448318243
2.255,0.897407825,1.44874745
2.256,0.897699099,1.44897566
2.257,0.897744634,1.449178295
2.258,0.897803733,1.449418892
2.259,0.897903928,1.449597065
2.26,0.898147812,1.449787176
2.261,0.898327107,1.449625425
2.262,0.898601138,1.449897952
2.263,0.898771017,1.45016019
2.264,0.898872086,1.450444453
2.265,0.898979658,1.450614396
2.266,0.899225481,1.451146015
2.267,0.899610567,1.451356172
2.268,0.899727803,1.451551625
2.269,0.899901614,1.451777211
2.27,0.899923712,1.452175389
2.271,0.899845871,1.452529405
2.272,0.900015433,1.452190866
2.273,0.900083868,1.452077176
2.274,0.900212669,1.45259357
2.275,0.90047525,1.452516212
2.276,0.900624582,1.452542109
2.277,0.900756406,1.452769825
2.278,0.901059847,1.452674481
2.279,0.901357542,1.453169924
2.28,0.901525162,1.453460545
2.281,0.90172311,1.453676692
2.282,0.901954946,1.453859069
2.283,0.902176813,1.453976411
2.284,0.902314124,1.454095459
2.285,0.902524025,1.45411473
2.286,0.902488386,1.454384415
2.287,0.902640652,1.454590761
2.288,0.902966748,1.455061858
2.289,0.903260737,1.455279404
2.29,0.903517499,1.455421122
2.291,0.90355074,1.455642152
2.292,0.903666824,1.455795074
2.293,0.903827652,1.45634614
2.294,0.903905886,1.456266489
2.295,0.904158206,1.456448646
2.296,0.904315883,1.456695259
2.297,0.904341478,1.456915668
2.298,0.904480883,1.457142483
2.299,0.904637371,1.457479296
2.3,0.904714893,1.457982032
2.301,0.904810876,1.45790755
2.302,0.905058626,1.458174281
2.303,0.905377918,1.45850771
2.304,0.905530585,1.458853026
2.305,0.905986817,1.45910485
2.306,0.906020252,1.458933931
2.307,0.906119018,1.458738922
2.308,0.906120536,1.458985162
2.309,0.906379796,1.458852272
2.31,0.906641038,1.45870965
2.311,0.906806485,1.458607315
2.312,0.907043328,1.458514872
2.313,0.907191828,1.458672746
2.314,0.907112766,1.458891488
2.315,0.907123389,1.459235959
2.316,0.907195647,1.459615992
2.317,0.907357349,1.459834504
2.318,0.9074913,1.460174355
2.319,0.907575999,1.460158829
2.32,0.907574145,1.460300906
2.321,0.90783867,1.460745927
2.322,0.908035358,1.461015812
2.323,0.908191209,1.461460164
2.324,0.908048975,1.461588391
2.325,0.908094189,1.46159746
2.326,0.908262691,1.46160919
2.327,0.908525888,1.462224849
2.328,0.908428166,1.46241153
2.329,0.908384585,1.462593482
2.33,0.908446148,1.462825119
2.331,0.908512762,1.462839663
2.332,0.908735009,1.462617825
2.333,0.908904338,1.46279307
2.334,0.908998287,1.462913595
2.335,0.909103425,1.462713407
2.336,0.909191986,1.462854261
2.337,0.909285449,1.462824837
2.338,0.909369026,1.4628952
2.339,0.90941368,1.462655122
2.34,0.909424651,1.462680756
2.341,0.909333566,1.462720237
2.342,0.90926887,1.462839463
2.343,0.909188806,1.462961463
2.344,0.90926401,1.463218895
2.345,0.909324039,1.463402108
2.346,0.909433245,1.463441722
2.347,0.909535355,1.463557981
2.348,0.909696093,1.464106724
2.349,0.909702968,1.464515196
2.35,0.909732472,1.464990775
2.351,0.909907994,1.465070218
2.352,0.909967539,1.465360881
2.353,0.909999854,1.465603799
2.354,0.910017729,1.465400632
2.355,0.910072678,1.465303771
2.356,0.910274164,1.465743173
2.357,0.910359438,1.465928618
2.358,0.910436445,1.466067272
2.359,0.910617141,1.46658777
2.36,0.910741459,1.466912222
2.361,0.910725866,1.467221426
2.362,0.910809504,1.467107229
2.363,0.910938703,1.467455692
2.364,0.910987299,1.467338967
2.365,0.911008355,1.467335136
2.366,0.911114877,1.467474226
2.367,0.911159017,1.467663194
2.368,0.911218036,1.468001443
2.369,0.911230251,1.468313324
2.37,0.911262988,1.468470484
2.371,0.911337699,1.46869841
2.372,0.911274107,1.46891401
2.373,0.911458327,1.469044083
2.374,0.911503099,1.469228477
2.375,0.911575951,1.469147487
2.376,0.911535699,1.469453351
2.377,0.911592952,1.469861627
2.378,0.911705951,1.469844202
2.379,0.911863476,1.4698258
2.38,0.911851219,1.469890852
2.381,0.911937396,1.47004587
2.382,0.912100866,1.470377707
2.383,0.912206991,1.470584539
2.384,0.912296165,1.470645
2.385,0.912514288,1.471369144
2.386,0.912663447,1.471346925
2.387,0.912702608,1.471379651
2.388,0.912648282,1.471718326
2.389,0.912786531,1.471912805
2.39,0.912910167,1.47182543
2.391,0.9130513,1.471922144
2.392,0.913207049,1.472177405
2.393,0.913317136,1.472035916
2.394,0.913469807,1.4724235
2.395,0.913588533,1.472409277
2.396,0.91370691,1.472618627
2.397,0.913780184,1.472865494
2.398,0.913852611,1.472913936
2.399,0.91396177,1.472753087
2.4,0.913965728,1.472902561
2.401,0.914085581,1.473177437
2.402,0.914195292,1.473358505
2.403,0.914311967,1.473606776
2.404,0.914439347,1.473842463
2.405,0.914630449,1.474069321
2.406,0.914662897,1.47441917
2.407,0.914718749,1.474552424
2.408,0.91487166,1.474614823
2.409,0.914884381,1.474988376
2.41,0.914845134,1.475404881
2.411,0.914911118,1.475442035
2.412,0.915037624,1.476029658
2.413,0.915215049,1.476096257
2.414,0.915284994,1.476560336
2.415,0.915315897,1.476721668
2.416,0.915153003,1.476872136
2.417,0.915008373,1.476889245
2.418,0.915084427,1.477053984
2.419,0.915274995,1.477315285
2.42,0.915447664,1.477265152
2.421,0.915617431,1.477510237
2.422,0.915842131,1.477674243
2.423,0.915920538,1.47750679
2.424,0.916104576,1.477306101
2.425,0.916230488,1.477675112
2.426,0.916436221,1.477778231
2.427,0.91649809,1.477583878
2.428,0.916698005,1.477423253
2.429,0.916750167,1.477552364
2.43,0.91686761,1.477813134
2.431,0.917057352,1.477868071
2.432,0.917138532,1.477642846
2.433,0.917302945,1.477667262
2.434,0.917415625,1.477574813
2.435,0.917340399,1.477402215
2.436,0.917294664,1.477482057
2.437,0.917196663,1.477497135
2.438,0.917076736,1.477744495
2.439,0.917020692,1.477920467
2.44,0.916931253,1.478159266
2.441,0.916855544,1.478222415
2.442,0.916746819,1.478401202
2.443,0.916684387,1.478740535
2.444,0.916688775,1.478863952
2.445,0.916598667,1.479308846
2.446,0.916605483,1.47952533
2.447,0.916491569,1.479785485
2.448,0.916309098,1.480329332
2.449,0.916201721,1.480356821
2.45,0.916185434,1.480447585
2.451,0.91619002,1.480240337
2.452,0.916243403,1.480482414
2.453,0.916151287,1.480860787
2.454,0.91594973,1.480997995
2.455,0.915885914,1.481418375
2.456,0.915884675,1.481770627
2.457,0.915792984,1.481878698
2.458,0.915823865,1.482230253
2.459,0.915622857,1.482660175
2.46,0.91559536,1.483029458
2.461,0.915508242,1.482798927
2.462,0.915564902,1.483141415
2.463,0.915571836,1.483506183
2.464,0.91553045,1.483956862
2.465,0.915468091,1.484470427
2.466,0.915426646,1.484535836
2.467,0.915420078,1.484550486
2.468,0.915352903,1.484544899
2.469,0.915315981,1.484864027
2.47,0.915248078,1.485530532
2.471,0.915202969,1.485710601
2.472,0.915204247,1.485850388
2.473,0.915292159,1.48590286
2.474,0.915339226,1.485855822
2.475,0.915412963,1.485992072
2.476,0.915501645,1.485766019
2.477,0.915616833,1.485729851
2.478,0.91577313,1.485772094
2.479,0.915983804,1.48591689
2.48,0.916066146,1.48605338
2.481,0.916185222,1.486489575
2.482,0.916298001,1.486461929
2.483,0.91637871,1.48674117
2.484,0.916485213,1.487080041
2.485,0.916502485,1.487272021
2.486,0.916606294,1.487799869
2.487,0.916853238,1.488281744
2.488,0.916833684,1.488472427
2.489,0.916831242,1.488649977
2.49,0.917066605,1.488553992
2.491,0.917041661,1.488836025
2.492,0.917193395,1.489286599
2.493,0.917151241,1.489538502
2.494,0.917305426,1.489753554
2.495,0.91736354,1.490370864
2.496,0.917461772,1.49084769
2.497,0.917531008,1.491056143
2.498,0.917624753,1.491183646
2.499,0.917737418,1.491390929
2.5,0.917725991,1.491626338
2.501,0.917741271,1.491809521
2.502,0.91755627,1.491902785
2.503,0.917685066,1.491870042
2.504,0.917678862,1.492246499
2.505,0.917600713,1.492615945
2.506,0.91754772,1.492767364
2.507,0.91763605,1.492843288
2.508,0.917754158,1.492858665
2.509,0.917901868,1.49308885
2.51,0.91795124,1.493477895
2.511,0.917951279,1.493630094
2.512,0.91806241,1.493764931
2.513,0.918111741,1.493959382
2.514,0.918128781,1.494379752
2.515,0.91813048,1.495096932
2.516,0.918147787,1.495348667
2.517,0.918201521,1.495345324
2.518,0.918239127,1.495151797
2.519,0.918216257,1.495554798
2.52,0.918204997,1.496061162
2.521,0.918244111,1.496310262
2.522,0.918232636,1.496007195
2.523,0.918332005,1.496012672
2.524,0.91836915,1.49634234
2.525,0.918339224,1.496492864
2.526,0.918444199,1.49684521
2.527,0.918525628,1.497015822
2.528,0.918601592,1.497041624
2.529,0.918620292,1.497130882
2.53,0.918633473,1.497023302
2.531,0.918671081,1.497157235
2.532,0.918728297,1.497466745
2.533,0.918766867,1.497633898
2.534,0.918753614,1.497619192
2.535,0.918816099,1.49767909
2.536,0.91888624,1.497414441
2.537,0.918969554,1.497205577
2.538,0.919007874,1.497122533
2.539,0.919046164,1.497120095
2.54,0.919024921,1.49681457
2.541,0.919085123,1.496912294
2.542,0.919074346,1.496767993
2.543,0.919062366,1.496741809
2.544,0.919132301,1.496914844
2.545,0.919079784,1.497207751
2.546,0.919063518,1.497762289
2.547,0.919041894,1.498423887
2.548,0.918969851,1.498728761
2.549,0.919052195,1.498860678
2.55,0.91912003,1.499090661
2.551,0.919183333,1.499125589
2.552,0.919168438,1.499496545
2.553,0.919160912,1.4997088
2.554,0.919077998,1.500065092
2.555,0.919018181,1.500464915
2.556,0.919041375,1.500570708
2.557,0.919104243,1.500617282
2.558,0.919075116,1.501153882
2.559,0.919040285,1.501367017
2.56,0.918978487,1.501831412
2.561,0.919004595,1.501937223
2.562,0.919133807,1.502040815
2.563,0.919102954,1.502153257
2.564,0.919040962,1.50213877
2.565,0.919081736,1.502218103
2.566,0.919108884,1.502425237
2.567,0.919175002,1.502444558
2.568,0.919146808,1.502285405
2.569,0.919211898,1.502495103
2.57,0.919221771,1.502569819
2.571,0.919259301,1.50266302
2.572,0.919218702,1.502885874
2.573,0.919160278,1.503036703
2.574,0.919247578,1.503307315
2.575,0.919284617,1.503620522
2.576,0.919347047,1.503828774
2.577,0.919424055,1.503854935
2.578,0.919507787,1.504148857
2.579,0.919571845,1.504316565
2.58,0.919636542,1.50442645
2.581,0.919713987,1.504589529
2.582,0.919786115,1.504877648
2.583,0.919822877,1.505100617
2.584,0.919862827,1.505307214
2.585,0.919843187,1.505688148
2.586,0.919919248,1.506033032
2.587,0.919988259,1.506266389
2.588,0.919960889,1.50658995
2.589,0.919997236,1.506808983
