Pose/Time (ns),Z100299612: PersScore 0.024 PoseScore 3.319 DockingScore -9.735,GTP: PersScore 0.214 PoseScore 1.633 DockingScore -15.753,Z3932191: PersScore 0.452 PoseScore 1.419 DockingScore -13.397
2.553,2.317418792,0.919160912,1.318306376
2.554,2.317257514,0.919077998,1.318362133
2.555,2.31747607,0.919018181,1.318409138
2.556,2.317393833,0.919041375,1.318446475
2.557,2.31744475,0.919104243,1.318435534
2.558,2.317340733,0.919075116,1.318421804
2.559,2.317595071,0.919040285,1.318609251
2.56,2.317927702,0.918978487,1.318889988
2.561,2.318144002,0.919004595,1.319010437
2.562,2.318256834,0.919133807,1.319249542
2.563,2.31870788,0.919102954,1.319243669
2.564,2.318831612,0.919040962,1.319077733
2.565,2.318963116,0.919081736,1.319102712
2.566,2.319117147,0.919108884,1.319211168
2.567,2.319617846,0.919175002,1.31941174
2.568,2.319884299,0.919146808,1.319536097
2.569,2.32016261,0.919211898,1.319638299
2.57,2.32036899,0.919221771,1.319800332
2.571,2.320477695,0.919259301,1.320065223
2.572,2.320673591,0.919218702,1.320274789
2.573,2.320754522,0.919160278,1.32037069
2.574,2.320708846,0.919247578,1.320595848
2.575,2.320854253,0.919284617,1.320813063
2.576,2.321228869,0.919347047,1.32101311
2.577,2.321535667,0.919424055,1.32130458
2.578,2.321785915,0.919507787,1.321326175
2.579,2.321790579,0.919571845,1.321474334
2.58,2.321834445,0.919636542,1.321639857
2.581,2.321919594,0.919713987,1.321864403
2.582,2.322399411,0.919786115,1.322007289
2.583,2.322283906,0.919822877,1.322181306
2.584,2.32255794,0.919862827,1.322262959
2.585,2.32235121,0.919843187,1.322364203
2.586,2.322134033,0.919919248,1.322491899
2.587,2.321920253,0.919988259,1.322662595
2.588,2.321876505,0.919960889,1.322624852
2.589,2.322262721,0.919997236,1.322651351
2.59,2.322528488,0.920031125,1.32265402
2.591,2.322497493,0.920104445,1.322736375
2.592,2.322684266,0.920171488,1.322837465
2.593,2.322627712,0.920238664,1.322797479
2.594,2.322634871,0.920248464,1.322773603
2.595,2.322288213,0.920273511,1.322691441
2.596,2.322262707,0.920248389,1.322780471
2.597,2.32198289,0.920244007,1.322870978
2.598,2.32160601,0.920315225,1.322873594
2.599,2.321236341,0.920341903,1.322819992
2.6,2.320928673,0.920503594,1.322773244
2.601,2.3209875,0.920588861,1.32270081
2.602,2.321175787,0.92064917,1.32253429
2.603,2.321076873,0.920798667,1.322464898
2.604,2.321008285,0.920782611,1.322463425
2.605,2.321075991,0.920789124,1.322444223
2.606,2.321197201,0.920827233,1.322501359
2.607,2.321119813,0.920807569,1.322528837
2.608,2.320932597,0.920739995,1.322589764
2.609,2.320965914,0.920779698,1.322576795
2.61,2.321271258,0.920828042,1.322690413
2.611,2.3214329,0.920850276,1.322730247
2.612,2.321488237,0.920795093,1.322880952
2.613,2.321392436,0.920811937,1.322967174
2.614,2.321389684,0.920833706,1.323015048
2.615,2.321500364,0.920864239,1.323015894
2.616,2.321203647,0.920928241,1.323031726
2.617,2.321172279,0.920934363,1.323147134
2.618,2.32112367,0.921018282,1.323216603
2.619,2.321158849,0.921069733,1.32326326
2.62,2.321067674,0.921099851,1.323173789
2.621,2.320994908,0.921081831,1.323082017
2.622,2.321021695,0.921104855,1.323069789
2.623,2.320813371,0.92115471,1.323109216
2.624,2.32097172,0.921193873,1.323034986
2.625,2.321118144,0.921185412,1.323079972
2.626,2.32145935,0.921217381,1.323108557
2.627,2.321426061,0.921150093,1.323186591
2.628,2.321662416,0.921163584,1.323213735
2.629,2.321791096,0.921203006,1.323203271
2.63,2.321928751,0.921280838,1.323155173
2.631,2.3219371,0.921338867,1.323191656
2.632,2.32227717,0.92142111,1.323149408
2.633,2.322328792,0.921479641,1.323114264
2.634,2.322441653,0.92155436,1.323033659
2.635,2.32256916,0.921573032,1.322902432
2.636,2.322771661,0.921642071,1.323090473
2.637,2.32291404,0.921679881,1.32311654
2.638,2.323106815,0.921744528,1.323119564
2.639,2.323558265,0.921810878,1.323093821
2.64,2.323717666,0.921882412,1.322998193
2.641,2.323972385,0.921806723,1.323182949
2.642,2.324205571,0.9218633,1.323337004
2.643,2.324718959,0.921872562,1.323215478
2.644,2.325103955,0.921819291,1.323154827
2.645,2.325197325,0.921766801,1.323057354
2.646,2.325226,0.921772025,1.322906502
2.647,2.325612722,0.921683291,1.322922548
2.648,2.325876791,0.921620812,1.322918537
2.649,2.325856094,0.92156144,1.323013632
2.65,2.326166755,0.921517468,1.323014045
2.651,2.326321061,0.921673302,1.323015943
2.652,2.326397017,0.921700552,1.322957179
2.653,2.326770002,0.921733296,1.322857695
2.654,2.327100316,0.921752689,1.322919266
2.655,2.32699283,0.921835457,1.3228658
2.656,2.327368347,0.922006603,1.322763312
2.657,2.32754914,0.921938519,1.322861403
2.658,2.327564654,0.921948868,1.322850463
2.659,2.32769233,0.921837168,1.32272503
2.66,2.327904099,0.92187683,1.3225811
2.661,2.328016348,0.921786414,1.322548931
2.662,2.328238933,0.921693776,1.322477326
2.663,2.328626102,0.921708775,1.322507461
2.664,2.32864711,0.921821956,1.322387036
2.665,2.329033434,0.921768282,1.32236096
2.666,2.32937076,0.921769544,1.322439411
2.667,2.329562406,0.921787445,1.322342423
2.668,2.329673155,0.921808117,1.322401056
2.669,2.330182425,0.921900003,1.322364875
2.67,2.330727792,0.922039909,1.322398513
2.671,2.331029912,0.922156864,1.322489927
2.672,2.331300108,0.92223091,1.322483331
2.673,2.331741132,0.922290852,1.322536067
2.674,2.331994021,0.922398682,1.32245189
2.675,2.332417862,0.922380689,1.322534032
2.676,2.332709726,0.922473319,1.322501351
2.677,2.332877995,0.92250974,1.322455562
2.678,2.333166146,0.922542826,1.322412565
2.679,2.333322156,0.922639372,1.322386192
2.68,2.333686909,0.922742546,1.32235606
2.681,2.33386838,0.922834817,1.322319591
2.682,2.334373654,0.922828849,1.32229005
2.683,2.334641112,0.922802781,1.322324145
2.684,2.334913321,0.922872423,1.322374212
2.685,2.334950739,0.922958504,1.322411947
2.686,2.335184776,0.922926092,1.322528761
2.687,2.335236497,0.922977352,1.322481394
2.688,2.335331522,0.923091228,1.322467053
2.689,2.335616908,0.923218753,1.322423508
2.69,2.335718248,0.92323889,1.322355018
2.691,2.335837565,0.923238052,1.322329634
2.692,2.335855946,0.923354706,1.322121606
2.693,2.335726531,0.923419377,1.321982404
2.694,2.335695896,0.92349077,1.32176646
2.695,2.335667892,0.923502344,1.321592538
2.696,2.335874653,0.923515021,1.321451907
2.697,2.335841051,0.923578524,1.321372197
2.698,2.335994679,0.923548956,1.321315132
2.699,2.336115164,0.923512885,1.321209227
2.7,2.336401609,0.923593587,1.321147538
2.701,2.336371485,0.923551067,1.321048969
2.702,2.336071183,0.92350832,1.320985293
2.703,2.335960676,0.923540451,1.320973575
2.704,2.335883417,0.923608161,1.320923199
2.705,2.335923964,0.923570086,1.320806381
2.706,2.335933324,0.923591038,1.32073521
2.707,2.335894845,0.923578169,1.320754122
2.708,2.335967275,0.923564504,1.320854071
2.709,2.335977525,0.923597527,1.320618363
2.71,2.335839223,0.923596834,1.320352265
2.711,2.33565477,0.923583303,1.320261938
2.712,2.335790872,0.923536235,1.320226328
2.713,2.335814816,0.923492518,1.320286064
2.714,2.335735265,0.923533056,1.320387281
2.715,2.335894955,0.923585509,1.320501042
2.716,2.336263926,0.923536708,1.320670125
2.717,2.33643506,0.923541792,1.320707512
2.718,2.33687067,0.923588935,1.320715684
2.719,2.337097777,0.923556433,1.320641248
2.72,2.337458691,0.923554739,1.320468228
2.721,2.337898339,0.923538531,1.320416292
2.722,2.337969503,0.923524883,1.320225728
2.723,2.338021682,0.923469146,1.320021582
2.724,2.338504147,0.923473967,1.319953129
2.725,2.338927606,0.923521226,1.319897101
2.726,2.339261802,0.923585707,1.319724981
2.727,2.33955811,0.923607994,1.319590902
2.728,2.339804079,0.923672077,1.319545304
2.729,2.339874298,0.923688099,1.319607215
2.73,2.339561849,0.923669504,1.31953457
2.731,2.339934825,0.923675898,1.319402678
2.732,2.340050056,0.92366275,1.319309925
2.733,2.340018852,0.923709856,1.319327167
2.734,2.339705004,0.923690716,1.319299714
2.735,2.339631285,0.923626235,1.319356115
2.736,2.339451684,0.923650443,1.319524643
2.737,2.339003608,0.923709923,1.319750329
2.738,2.338742705,0.923776328,1.319926211
2.739,2.338472683,0.923779785,1.320202618
2.74,2.338401209,0.923873264,1.320397686
2.741,2.338576142,0.923868265,1.320627927
2.742,2.338514781,0.923857543,1.320585603
2.743,2.338515183,0.923965506,1.320798524
2.744,2.338004418,0.923989036,1.321091315
2.745,2.338003136,0.924150833,1.321293501
2.746,2.337921055,0.924186478,1.321530018
2.747,2.337975252,0.924308307,1.321820137
2.748,2.337845775,0.924322262,1.321926542
2.749,2.337830318,0.924357474,1.322008865
2.75,2.337630179,0.924378772,1.322171567
2.751,2.337722001,0.924494981,1.322181659
2.752,2.337631201,0.924663729,1.322090669
2.753,2.337402758,0.924790973,1.321956228
2.754,2.337634846,0.92487781,1.321825872
2.755,2.338052004,0.924996558,1.32168247
2.756,2.337897938,0.924941838,1.321857132
2.757,2.33803604,0.924896129,1.32199611
2.758,2.337766508,0.924893504,1.322113832
2.759,2.337853958,0.924943666,1.322192388
2.76,2.337819832,0.924934573,1.322318298
2.761,2.337709267,0.92501727,1.322447693
2.762,2.337628273,0.925015245,1.322607246
2.763,2.337657566,0.92507041,1.322736739
2.764,2.33752516,0.925053538,1.32295651
2.765,2.337299444,0.925056188,1.322976815
2.766,2.336972607,0.925194127,1.322943792
2.767,2.336959587,0.925315512,1.322843982
2.768,2.337050225,0.92539578,1.322687943
2.769,2.337169159,0.925429148,1.322662198
2.77,2.337033728,0.925446498,1.322804795
2.771,2.337211563,0.925456948,1.322876463
2.772,2.337029458,0.92548237,1.322941634
2.773,2.337524615,0.925494351,1.322998049
2.774,2.33772426,0.925505562,1.322924912
2.775,2.337931799,0.925545255,1.322824072
2.776,2.338320513,0.925577217,1.322818623
2.777,2.338522512,0.925600092,1.322856362
2.778,2.338569987,0.925563598,1.32270284
2.779,2.33871239,0.925564019,1.322540485
2.78,2.338733102,0.925604216,1.322340451
2.781,2.338817541,0.925636934,1.322348162
2.782,2.339019875,0.925705055,1.322330917
2.783,2.338887248,0.925738051,1.322231931
2.784,2.338742593,0.925751787,1.322070386
2.785,2.338833849,0.925764481,1.321890851
2.786,2.338910561,0.92574573,1.321780123
2.787,2.339220887,0.925802258,1.32176317
2.788,2.339121608,0.925819422,1.321629309
2.789,2.339181193,0.925805464,1.321499229
2.79,2.339227747,0.925835104,1.321541128
2.791,2.339397061,0.92583338,1.321506319
2.792,2.339291208,0.925812778,1.321485264
2.793,2.338999475,0.925886701,1.321325732
2.794,2.338874888,0.92592127,1.321131037
2.795,2.338972195,0.926008045,1.321094318
2.796,2.338731875,0.926073757,1.320905306
2.797,2.338136962,0.926073305,1.321008185
2.798,2.337782155,0.92611377,1.321121687
2.799,2.337562104,0.92611799,1.321108683
2.8,2.337598265,0.926111952,1.321102787
2.801,2.337430029,0.926231336,1.321172109
2.802,2.336912054,0.92627028,1.321103887
2.803,2.336656919,0.92626145,1.321083253
2.804,2.336567808,0.926332936,1.320995954
2.805,2.336447381,0.926290153,1.321066438
2.806,2.335997534,0.926252285,1.321103914
2.807,2.335813232,0.926254504,1.321031309
2.808,2.335488785,0.926316116,1.321072739
2.809,2.334945393,0.926360939,1.32102429
2.81,2.335022388,0.926371693,1.320878578
2.811,2.335213663,0.926427256,1.320817673
2.812,2.335514871,0.926521369,1.320966785
2.813,2.335233008,0.926635132,1.320820672
2.814,2.335521069,0.926785162,1.32081713
2.815,2.335400428,0.926832288,1.320813344
2.816,2.335222648,0.926946072,1.320740415
2.817,2.334938227,0.927127788,1.320636561
2.818,2.334616594,0.927189051,1.320481212
2.819,2.334434173,0.927235777,1.32044604
2.82,2.334010455,0.927325789,1.320268319
2.821,2.333353584,0.927364309,1.320140919
2.822,2.332627851,0.927512528,1.32003872
2.823,2.33247702,0.927633617,1.320004624
2.824,2.331956754,0.927803578,1.319980809
2.825,2.331733684,0.92789219,1.319993712
2.826,2.331681413,0.928042748,1.320130208
2.827,2.331315281,0.92814671,1.320250206
2.828,2.33086551,0.928270708,1.320363234
2.829,2.330924826,0.928319331,1.320376731
2.83,2.33066294,0.928375765,1.320360493
2.831,2.330532214,0.928489453,1.320423975
2.832,2.330301382,0.928599135,1.320483942
2.833,2.330418926,0.928726263,1.320313835
2.834,2.330198881,0.928814821,1.320093022
2.835,2.32991539,0.92893293,1.319910663
2.836,2.329674628,0.929037653,1.319818608
2.837,2.329647895,0.929105576,1.319881236
2.838,2.330143072,0.92923515,1.319945091
2.839,2.330049673,0.929301021,1.319915361
2.84,2.329967114,0.929428397,1.319769459
2.841,2.330363683,0.929499986,1.319612583
2.842,2.330408333,0.929556946,1.319516952
2.843,2.330420516,0.929683716,1.319368991
2.844,2.330375176,0.929771221,1.319099447
2.845,2.330526863,0.929880523,1.318903056
2.846,2.329779693,0.930021774,1.318881057
2.847,2.329908184,0.93014624,1.318815887
2.848,2.329839201,0.930277158,1.318798096
2.849,2.329743377,0.930406141,1.318869223
2.85,2.329929811,0.930515493,1.318806562
2.851,2.329644407,0.930659932,1.318865551
2.852,2.329508563,0.930805649,1.318894411
2.853,2.329102854,0.930934012,1.318869306
2.854,2.329352044,0.931058258,1.318992312
2.855,2.329362942,0.931186022,1.318995321
2.856,2.329482127,0.931338207,1.319230716
2.857,2.329338423,0.931487061,1.319411511
2.858,2.329163274,0.931646799,1.319651713
2.859,2.329239046,0.931828832,1.319746741
2.86,2.32848839,0.93197066,1.319988523
2.861,2.328175051,0.932109741,1.319998722
2.862,2.328225074,0.932249917,1.320079452
2.863,2.327920469,0.932372958,1.320155767
2.864,2.327674645,0.932502251,1.320147421
2.865,2.32756116,0.932648078,1.320212116
2.866,2.327378575,0.932772705,1.320292969
2.867,2.327404215,0.932954165,1.320446009
2.868,2.327143576,0.933159797,1.320629661
2.869,2.327027041,0.933316731,1.320654768
2.87,2.326556424,0.933474587,1.320592835
2.871,2.326446881,0.933622771,1.320581531
2.872,2.326444582,0.933643745,1.32064103
2.873,2.326658389,0.933775603,1.320732639
2.874,2.326463455,0.933915749,1.320758683
2.875,2.326434386,0.933986512,1.320749902
2.876,2.326144201,0.93406804,1.320836312
2.877,2.325473137,0.934201001,1.32090212
2.878,2.32546445,0.934268033,1.320941046
2.879,2.325333925,0.934405945,1.320994134
2.88,2.32472708,0.934465679,1.320997762
2.881,2.324746823,0.934503959,1.321022285
2.882,2.324515765,0.934581937,1.321063293
2.883,2.324668059,0.934646659,1.320990735
2.884,2.324328543,0.934690461,1.321013647
2.885,2.323871296,0.93491326,1.320884032
2.886,2.323515242,0.935101268,1.32086196
2.887,2.323519216,0.935286129,1.320787737
2.888,2.323045534,0.935429905,1.320683144
2.889,2.322825348,0.935694526,1.320563614
2.89,2.322369628,0.935895626,1.320470818
2.891,2.32245295,0.936132357,1.320440097
2.892,2.322272898,0.936305844,1.320323538
2.893,2.322075277,0.93650691,1.320265016
2.894,2.32144506,0.936761542,1.32023652
2.895,2.320899334,0.936816958,1.320192194
2.896,2.320464397,0.936955113,1.320232472
2.897,2.320502112,0.937124745,1.320359658
2.898,2.320440184,0.937289776,1.320391233
2.899,2.32031289,0.937425361,1.320414106
2.9,2.320290001,0.937517678,1.320347623
2.901,2.320312011,0.937666345,1.320406875
2.902,2.320298034,0.93783056,1.320433891
2.903,2.320176224,0.937958269,1.320407357
2.904,2.32034565,0.938157648,1.320344361
2.905,2.320100818,0.938308807,1.320297157
2.906,2.319988032,0.938459306,1.320511719
2.907,2.319831616,0.938653556,1.320727194
2.908,2.319268988,0.938867839,1.320731616
2.909,2.319246326,0.938987159,1.320620872
2.91,2.318846887,0.939232532,1.32071868
2.911,2.318335372,0.939395808,1.32083375
2.912,2.318270644,0.939526364,1.320760134
2.913,2.317821837,0.939638322,1.320634207
2.914,2.317552871,0.939825874,1.320658238
2.915,2.317153013,0.939935518,1.320664691
2.916,2.316715312,0.940058429,1.320723157
2.917,2.31622627,0.94018101,1.320784739
2.918,2.316019708,0.940317717,1.320708154
2.919,2.31552937,0.940414395,1.320605631
2.92,2.315351409,0.940513909,1.320593189
2.921,2.315036126,0.940623379,1.320565328
2.922,2.314409473,0.940737219,1.320619779
2.923,2.314377634,0.940884392,1.320662947
2.924,2.314280895,0.941004885,1.320739889
2.925,2.313942036,0.941098347,1.320876916
2.926,2.314057864,0.941189279,1.320877663
2.927,2.314021386,0.941292851,1.320949638
2.928,2.314095678,0.941396131,1.321064939
2.929,2.313971363,0.941561438,1.321118373
2.93,2.313757423,0.941669257,1.321227865
2.931,2.313841226,0.941768691,1.321300816
2.932,2.31428619,0.941887985,1.321475687
2.933,2.314340015,0.941979068,1.321694118
2.934,2.31394086,0.942108941,1.321764469
2.935,2.31379113,0.942225449,1.321837927
2.936,2.313553484,0.942352611,1.321838341
2.937,2.313161611,0.942471474,1.321792677
2.938,2.312576678,0.942572614,1.321781704
2.939,2.312009265,0.94278363,1.321833834
2.94,2.312007055,0.942983346,1.321685447
2.941,2.311650113,0.94315822,1.321487086
2.942,2.310930454,0.943379547,1.321384455
2.943,2.310428984,0.943602292,1.321317302
2.944,2.310170857,0.943772996,1.321227432
2.945,2.309757243,0.943927833,1.321191087
2.946,2.309017962,0.944073347,1.321277752
2.947,2.308717793,0.944193429,1.321209928
2.948,2.308634744,0.94434644,1.321263252
2.949,2.308334014,0.944438439,1.32126982
2.95,2.308044459,0.944630738,1.321288782
2.951,2.307626002,0.944766831,1.321211945
2.952,2.307256885,0.944852442,1.321162971
2.953,2.307201415,0.945014818,1.32108218
2.954,2.306811578,0.945128505,1.321022721
2.955,2.306538284,0.945244449,1.321096868
2.956,2.306120704,0.94538112,1.321038296
2.957,2.305644511,0.945447228,1.320993144
2.958,2.305178902,0.945520646,1.320920898
2.959,2.304878526,0.945547295,1.320906321
2.96,2.304675334,0.945583468,1.320955423
2.961,2.304640452,0.945741056,1.320895855
2.962,2.304815851,0.945801972,1.320918943
2.963,2.304530099,0.945842558,1.320927301
2.964,2.304440094,0.945962307,1.320838108
2.965,2.304244874,0.94610545,1.320717326
2.966,2.304114848,0.946153925,1.320590292
2.967,2.304114539,0.94618734,1.320482755
2.968,2.304076111,0.946250905,1.320495896
2.969,2.303665861,0.946298494,1.320402677
2.97,2.303522525,0.946326011,1.320336597
2.971,2.303419537,0.946374375,1.320225694
2.972,2.303049251,0.946421169,1.32018668
2.973,2.303109167,0.946489217,1.320144555
2.974,2.302960916,0.946542775,1.320146646
2.975,2.302579538,0.946587897,1.320087364
2.976,2.302107505,0.946635028,1.320076921
2.977,2.302011802,0.946693247,1.320035017
2.978,2.301797512,0.946744699,1.320063526
2.979,2.301645941,0.946812751,1.319989237
2.98,2.301571912,0.946897789,1.319920323
2.981,2.301565291,0.947039939,1.319835503
2.982,2.301482548,0.947108458,1.319853207
2.983,2.301571118,0.947172696,1.319679091
2.984,2.301407868,0.947224748,1.319598502
2.985,2.301168805,0.947278234,1.319576434
2.986,2.301043507,0.947323794,1.319485146
2.987,2.300911063,0.947365181,1.319435219
2.988,2.300778233,0.947425138,1.319311529
2.989,2.30074118,0.947400745,1.319182815
2.99,2.300520046,0.94748419,1.319046161
2.991,2.300150931,0.94756925,1.318810145
2.992,2.299961513,0.947629388,1.318660126
2.993,2.299788591,0.94771525,1.318538975
2.994,2.299724863,0.94780175,1.318348631
2.995,2.299300871,0.947905476,1.318271021
2.996,2.299021448,0.947968555,1.318106744
2.997,2.298872459,0.948082906,1.318065266
2.998,2.298696059,0.948169004,1.317993715
2.999,2.29855768,0.948270626,1.31810804
3,2.298466905,0.948342495,1.318250494
3.001,2.297956332,0.948426969,1.31825841
3.002,2.297744201,0.94857735,1.318200067
3.003,2.297365329,0.948623168,1.318269152
3.004,2.297211967,0.948650376,1.318139466
3.005,2.296976288,0.948696679,1.31808798
3.006,2.297062718,0.948774485,1.318099405
3.007,2.2965738,0.948828828,1.317987651
3.008,2.29614119,0.94889231,1.317959786
3.009,2.295901799,0.948962498,1.317994607
3.01,2.295487219,0.949073289,1.318004732
3.011,2.295103468,0.949184077,1.317966078
3.012,2.294641371,0.949258436,1.317832363
3.013,2.294281206,0.949293537,1.317751808
3.014,2.293856301,0.94940887,1.317618008
3.015,2.293163937,0.949508686,1.317480657
3.016,2.29260316,0.94956661,1.317517918
3.017,2.292241103,0.949637514,1.317531124
3.018,2.292216911,0.949796361,1.31755329
3.019,2.29209748,0.949823488,1.317600382
3.02,2.291682465,0.949931545,1.317634856
3.021,2.291392766,0.950056501,1.317726443
3.022,2.290775716,0.95013798,1.317843072
3.023,2.290688152,0.950313618,1.317863425
3.024,2.290492298,0.950407066,1.317872873
3.025,2.290349248,0.950597347,1.317855208
3.026,2.29007245,0.950716473,1.317858029
3.027,2.28967415,0.950855954,1.317768621
3.028,2.289418826,0.951007571,1.31762679
3.029,2.289362644,0.951027889,1.31758124
3.03,2.289379117,0.95105007,1.317493669
3.031,2.289420375,0.951142663,1.31750187
3.032,2.289193768,0.951227517,1.317450169
3.033,2.289186601,0.951303234,1.317471023
3.034,2.289225429,0.951261001,1.317384491
3.035,2.288837264,0.951260072,1.31723046
3.036,2.288567515,0.951232017,1.317173404
3.037,2.287984822,0.95125883,1.317193971
3.038,2.287856135,0.951401928,1.317106632
3.039,2.287619739,0.951650028,1.316942574
3.04,2.287345749,0.951687256,1.316819921
3.041,2.287151524,0.951751029,1.316619655
3.042,2.286518406,0.951888333,1.316525894
3.043,2.286217318,0.952046758,1.3165672
3.044,2.286133432,0.952150744,1.316542567
3.045,2.28586739,0.952243924,1.316464472
3.046,2.285826062,0.952365258,1.316334562
3.047,2.285870219,0.952470818,1.316295595
3.048,2.285773785,0.952485266,1.316229902
3.049,2.285447614,0.952552474,1.316166033
3.05,2.285246258,0.952626909,1.316120651
3.051,2.285248009,0.95273643,1.31614043
3.052,2.285146145,0.952835751,1.316169968
3.053,2.285165588,0.952922237,1.316110528
3.054,2.285133292,0.952996333,1.316138481
3.055,2.285062813,0.953032903,1.316159836
3.056,2.284983081,0.9531682,1.316087201
3.057,2.284769812,0.953210317,1.315953648
3.058,2.284748083,0.953255131,1.315832438
3.059,2.284880958,0.953374922,1.315782728
3.06,2.284596899,0.953368917,1.315711209
3.061,2.284484482,0.953361154,1.315793731
3.062,2.284780781,0.953358681,1.315804117
3.063,2.28484989,0.953361564,1.31592153
3.064,2.284919018,0.953414072,1.31597309
3.065,2.285192692,0.953491633,1.316094255
3.066,2.285115949,0.953564154,1.315995434
3.067,2.284995723,0.95356148,1.316082474
3.068,2.284947221,0.953636795,1.316212841
3.069,2.284983549,0.953630296,1.31627688
3.07,2.284688534,0.953661866,1.316322772
3.071,2.284665174,0.953644078,1.316343101
3.072,2.28476223,0.953646929,1.316310981
3.073,2.284849294,0.953720704,1.316369724
3.074,2.284640145,0.953831733,1.316370489
3.075,2.284721041,0.95395882,1.316400106
3.076,2.284345705,0.954065273,1.316385358
3.077,2.284018692,0.954243475,1.316437894
3.078,2.283875692,0.954395889,1.316391808
3.079,2.283839552,0.954472267,1.316436153
3.08,2.28378888,0.954551539,1.316474178
3.081,2.283683944,0.954621415,1.316528332
3.082,2.283585369,0.95469736,1.316424072
3.083,2.283412137,0.954790101,1.316368827
3.084,2.283335863,0.95488561,1.316137494
3.085,2.28314816,0.954906046,1.315969127
3.086,2.283077161,0.954935371,1.315812877
3.087,2.282737577,0.954961521,1.315610926
3.088,2.282833247,0.955182635,1.315552327
3.089,2.282751746,0.955295123,1.315338534
3.09,2.282617617,0.955393436,1.315271516
3.091,2.282632456,0.955441735,1.315218363
3.092,2.282650988,0.955499122,1.31516554
3.093,2.282352787,0.955558232,1.315181736
3.094,2.282263264,0.955593182,1.315111682
3.095,2.282036583,0.95564935,1.314915376
3.096,2.281874908,0.955763614,1.314669046
3.097,2.281769083,0.955874873,1.314422315
3.098,2.281677778,0.955869394,1.314239817
3.099,2.282088493,0.955931365,1.314016328
3.1,2.282172101,0.955999226,1.313678282
3.101,2.28239612,0.956075249,1.313609964
3.102,2.282224781,0.956162648,1.313602087
3.103,2.282688193,0.956311185,1.313609085
3.104,2.282769413,0.956464825,1.313520827
3.105,2.283016938,0.956649733,1.313605122
3.106,2.282964777,0.956731681,1.313589177
3.107,2.283133818,0.956858058,1.313677233
3.108,2.283191847,0.956962254,1.313728701
3.109,2.283195348,0.956998391,1.313787605
3.11,2.283176312,0.95709527,1.313803003
3.111,2.283122375,0.957260019,1.313793526
3.112,2.28332065,0.957289892,1.313762272
3.113,2.283254607,0.957363424,1.313772702
3.114,2.283264539,0.957462738,1.313767994
3.115,2.283240127,0.957651291,1.313784872
3.116,2.283442957,0.957873839,1.313884749
3.117,2.283762646,0.95790398,1.313908511
3.118,2.283942073,0.958173108,1.31409276
3.119,2.283824333,0.958304167,1.314257987
3.12,2.283751695,0.958381663,1.314352851
3.121,2.283855563,0.958583673,1.314501383
3.122,2.283872232,0.95884906,1.314573712
3.123,2.283800598,0.959019872,1.314772323
3.124,2.28365963,0.959048684,1.314865453
3.125,2.28363307,0.959186833,1.314997808
3.126,2.283650581,0.959235205,1.31505722
3.127,2.284022997,0.959348914,1.314921987
3.128,2.284066651,0.959518345,1.314984281
3.129,2.284100235,0.95961231,1.315135508
3.13,2.284163853,0.959679852,1.315130424
3.131,2.284415474,0.959815638,1.315392658
3.132,2.284317905,0.959890826,1.315521058
3.133,2.284799561,0.959966879,1.315532555
3.134,2.284980771,0.960081923,1.315656199
3.135,2.285241684,0.960267016,1.315691752
3.136,2.285647004,0.960417696,1.315679681
3.137,2.285820946,0.960512412,1.315640965
3.138,2.28608824,0.960592074,1.31557074
3.139,2.28653228,0.960532459,1.315517645
3.14,2.28681503,0.960543419,1.315495706
3.141,2.287249474,0.960601788,1.315530941
3.142,2.287428766,0.960626197,1.315544387
3.143,2.28754943,0.960688391,1.315486987
3.144,2.288037196,0.960694269,1.315421616
3.145,2.288065472,0.960661504,1.315426247
3.146,2.288360282,0.9607003,1.315414233
3.147,2.288547398,0.960804959,1.315528217
3.148,2.288848207,0.960860136,1.315623488
3.149,2.289246492,0.960987861,1.315660733
3.15,2.289721194,0.961150598,1.315816802
3.151,2.289765981,0.961159286,1.315985183
3.152,2.28985693,0.961240105,1.316110359
3.153,2.290173822,0.961308508,1.316181688
3.154,2.290312642,0.961419725,1.316202591
3.155,2.290429555,0.961414023,1.316295991
3.156,2.290536834,0.961521775,1.316375926
3.157,2.290773614,0.961613403,1.316463145
3.158,2.291072022,0.961758302,1.316594274
3.159,2.291407115,0.961915215,1.31668152
3.16,2.291579742,0.962075641,1.316773087
3.161,2.291838372,0.962147918,1.316811505
3.162,2.292308941,0.962300552,1.316773869
3.163,2.29270622,0.962330028,1.316778896
3.164,2.293085192,0.962397663,1.316854597
3.165,2.293438491,0.962451888,1.316851729
3.166,2.293680679,0.962563259,1.316862671
3.167,2.293765968,0.962818742,1.316934803
3.168,2.29380609,0.96304459,1.316819478
3.169,2.293866307,0.963184745,1.316976181
3.17,2.294015565,0.963280651,1.317024325
3.171,2.294061007,0.963365165,1.3169447
3.172,2.2940739,0.963562932,1.317095279
3.173,2.294127121,0.96362865,1.317019617
3.174,2.294652227,0.963728234,1.317164479
3.175,2.295021154,0.963809408,1.317122326
3.176,2.295304944,0.963893888,1.317170894
3.177,2.295403187,0.964061929,1.317206315
3.178,2.295654168,0.964193238,1.31723954
3.179,2.296080567,0.96428787,1.317391635
3.18,2.296398534,0.964347958,1.317342243
3.181,2.296718514,0.964508535,1.317380279
3.182,2.297019447,0.964758457,1.317445642
3.183,2.29756651,0.964908785,1.317475546
