Pose/Time (ns),Z100299612: PersScore 0.024 PoseScore 3.319 DockingScore -9.735,GTP: PersScore 0.214 PoseScore 1.633 DockingScore -15.753,Z3932191: PersScore 0.452 PoseScore 1.419 DockingScore -13.397
4.568,2.473682973,1.184114482,1.312471372
4.569,2.473845854,1.184186948,1.312392595
4.57,2.473989412,1.184296018,1.312351808
4.571,2.474147581,1.18439397,1.312344619
4.572,2.474346923,1.184518851,1.312361457
4.573,2.474451658,1.184549299,1.312303705
4.574,2.474627271,1.184619679,1.312259772
4.575,2.474707409,1.184746716,1.312238643
4.576,2.474807674,1.18485769,1.312181914
4.577,2.475003003,1.184984119,1.31218139
4.578,2.475095368,1.185136809,1.312177768
4.579,2.475187384,1.185322805,1.312163034
4.58,2.475258762,1.185391403,1.312162685
4.581,2.475352911,1.185436417,1.312157886
4.582,2.475700274,1.185492107,1.31213321
4.583,2.475878122,1.185594598,1.312138588
4.584,2.476141554,1.185660933,1.312136706
4.585,2.476514485,1.185649078,1.312085824
4.586,2.476783778,1.185688299,1.31203093
4.587,2.477028502,1.185802358,1.311983585
4.588,2.477318306,1.185842645,1.311950409
4.589,2.477602649,1.18588711,1.31193557
4.59,2.477873678,1.185954871,1.311948807
4.591,2.478001795,1.185922772,1.311927154
4.592,2.478309509,1.185968455,1.311898282
4.593,2.478388497,1.186009888,1.311851291
4.594,2.478513581,1.185995764,1.311823851
4.595,2.478615349,1.185986035,1.311800702
4.596,2.478680116,1.186038019,1.311763095
4.597,2.478822822,1.186054806,1.311757671
4.598,2.479127761,1.186076564,1.311746876
4.599,2.479386558,1.186107452,1.311714057
4.6,2.479842294,1.186109555,1.311680582
4.601,2.480102203,1.186133036,1.311642283
4.602,2.480364142,1.186217424,1.31161329
4.603,2.480679167,1.186175799,1.311598344
4.604,2.481088351,1.186189732,1.31161153
4.605,2.481357378,1.18618814,1.31159676
4.606,2.481627231,1.186286767,1.311571337
4.607,2.481994201,1.18630511,1.311571818
4.608,2.482143281,1.186385931,1.311571062
4.609,2.482282786,1.186460545,1.311574928
4.61,2.482757562,1.186445129,1.311587561
4.611,2.483229176,1.186398787,1.311581162
4.612,2.48347223,1.186466376,1.311568546
4.613,2.483594287,1.186394239,1.311538333
4.614,2.483812804,1.18642828,1.311568137
4.615,2.484166323,1.186423618,1.311554719
4.616,2.484353824,1.186486578,1.311548215
4.617,2.484738109,1.186538655,1.311549236
4.618,2.485302921,1.186566207,1.311557627
4.619,2.485421864,1.186582674,1.311575423
4.62,2.485616016,1.186579066,1.311628452
4.621,2.485739706,1.186599838,1.311677901
4.622,2.485851924,1.186623361,1.311745997
4.623,2.485967218,1.186617292,1.311790731
4.624,2.486134181,1.18662692,1.311737779
4.625,2.486373388,1.186603869,1.311835439
4.626,2.486446391,1.186539445,1.311879138
4.627,2.486610163,1.186502577,1.311969775
4.628,2.486709622,1.186443169,1.312049113
4.629,2.486787443,1.186480876,1.31213096
4.63,2.487016375,1.186530287,1.312265118
4.631,2.48718559,1.186551149,1.312394965
4.632,2.487300709,1.186620029,1.312484656
4.633,2.487383516,1.186658499,1.312554861
4.634,2.48763126,1.186631802,1.312737512
4.635,2.487933135,1.186610296,1.31279151
4.636,2.488196898,1.186645395,1.312908272
4.637,2.488273728,1.186581795,1.31306875
4.638,2.488351985,1.186611191,1.313196627
4.639,2.488440634,1.186699538,1.313345702
4.64,2.488514575,1.186744935,1.313448002
4.641,2.488682333,1.186857119,1.313559007
4.642,2.488968984,1.186846808,1.313712158
4.643,2.48922857,1.186896009,1.313847756
4.644,2.489333222,1.186965783,1.314017366
4.645,2.489420393,1.186982811,1.314196059
4.646,2.489606865,1.186998419,1.314178232
4.647,2.489842506,1.186998049,1.314144261
4.648,2.490063229,1.18704786,1.314242372
4.649,2.490195512,1.187024013,1.314398991
4.65,2.490331913,1.186993668,1.31453065
4.651,2.490834944,1.186956,1.314689157
4.652,2.491052243,1.186930819,1.314894963
4.653,2.491205439,1.186873124,1.314933258
4.654,2.491463228,1.186843876,1.315019498
4.655,2.4919523,1.186840675,1.315129686
4.656,2.492146401,1.18683972,1.315310125
4.657,2.492268737,1.186804388,1.31543519
4.658,2.492380373,1.186856701,1.315574512
4.659,2.492567362,1.186856919,1.315721838
4.66,2.492707353,1.186832221,1.315894711
4.661,2.492786424,1.186859711,1.316095904
4.662,2.49297538,1.186893573,1.316212637
4.663,2.493173627,1.186868465,1.316376949
4.664,2.49347348,1.186931703,1.316511163
4.665,2.493691406,1.186986248,1.316653568
4.666,2.49393487,1.18700602,1.316775871
4.667,2.49426293,1.187050838,1.316928273
4.668,2.494396249,1.187078442,1.317045865
4.669,2.494661696,1.187060066,1.317082366
4.67,2.494853884,1.187089963,1.317102938
4.671,2.495292335,1.187162274,1.317109424
4.672,2.495735975,1.187197074,1.31714581
4.673,2.496194882,1.187371326,1.3171886
4.674,2.496557937,1.187456033,1.31723577
4.675,2.496700707,1.187637284,1.317322923
4.676,2.496968035,1.187769824,1.317397589
4.677,2.497392166,1.187903383,1.317487185
4.678,2.497475472,1.188029761,1.317547249
4.679,2.497647226,1.188183331,1.317663386
4.68,2.497797433,1.18832222,1.317792205
4.681,2.4982326,1.188333257,1.317867577
4.682,2.498567084,1.188387305,1.317891851
4.683,2.498727496,1.188428313,1.317896655
4.684,2.49925673,1.188429152,1.317891496
4.685,2.49936876,1.188446153,1.317826987
4.686,2.499759684,1.188479506,1.31788231
4.687,2.499826698,1.18852883,1.317964087
4.688,2.500006244,1.188611489,1.3179293
4.689,2.500045088,1.188659374,1.31800295
4.69,2.500154071,1.188804165,1.318092208
4.691,2.500215786,1.188827636,1.318180724
4.692,2.500275254,1.188815029,1.318253829
4.693,2.500451628,1.188834915,1.318344939
4.694,2.500534652,1.188788505,1.318416635
4.695,2.500599651,1.188769176,1.318489929
4.696,2.500637479,1.188694586,1.318553927
4.697,2.500654213,1.188657853,1.318629229
4.698,2.500682255,1.18875938,1.318732567
4.699,2.500715261,1.188791596,1.318824638
4.7,2.500822063,1.188738381,1.318892816
4.701,2.500872401,1.188726475,1.318953873
4.702,2.500947246,1.188673814,1.318956594
4.703,2.501139089,1.188609497,1.318908399
4.704,2.501151294,1.188601528,1.318828287
4.705,2.501231464,1.188561639,1.318761666
4.706,2.501291949,1.188603221,1.318663927
4.707,2.501304111,1.188590705,1.318585512
4.708,2.50137133,1.188546664,1.318628592
4.709,2.501362132,1.188554279,1.318712426
4.71,2.50147692,1.188541409,1.318718575
4.711,2.501477154,1.188543961,1.318762102
4.712,2.501634631,1.188490538,1.31878172
4.713,2.501690575,1.188440586,1.318874491
4.714,2.501765008,1.188372792,1.318944065
4.715,2.501958339,1.18831993,1.318985349
4.716,2.502100476,1.188222333,1.319012753
4.717,2.50228569,1.188126642,1.319108152
4.718,2.502348812,1.18808588,1.319211492
4.719,2.502526899,1.18804219,1.319344977
4.72,2.502725815,1.18796365,1.319364399
4.721,2.50279171,1.187945652,1.319446556
4.722,2.503036078,1.187952762,1.319447266
4.723,2.503158922,1.187930507,1.319496995
4.724,2.503232772,1.187858286,1.319490236
4.725,2.5032679,1.187773609,1.319447826
4.726,2.503492326,1.187621679,1.319426295
4.727,2.503752812,1.187543456,1.319417147
4.728,2.50391536,1.187468457,1.319464781
4.729,2.50419614,1.187400625,1.31955268
4.73,2.504331663,1.187327083,1.319587843
4.731,2.504618701,1.187286674,1.319617102
4.732,2.504659627,1.187237009,1.319662891
4.733,2.504737023,1.18719932,1.319641523
4.734,2.504815977,1.187107705,1.319610592
4.735,2.504892116,1.187057142,1.319607924
4.736,2.504934004,1.186946555,1.319590163
4.737,2.50509723,1.1868912,1.319626943
4.738,2.505221056,1.186851289,1.319647632
4.739,2.505405226,1.186860392,1.319678668
4.74,2.505565994,1.186805203,1.319706241
4.741,2.505801742,1.186711312,1.319730252
4.742,2.505997482,1.186627148,1.3197179
4.743,2.506265334,1.186643961,1.319772153
4.744,2.506315835,1.18657625,1.319868493
4.745,2.506545142,1.186552224,1.319986715
4.746,2.506859577,1.186608613,1.320067393
4.747,2.507016957,1.186605181,1.320223714
4.748,2.507071717,1.186663723,1.320286563
4.749,2.507410422,1.186692624,1.320383047
4.75,2.507498471,1.186767172,1.320389695
4.751,2.507756732,1.186854257,1.320411739
4.752,2.508027466,1.186887643,1.320445682
4.753,2.508142933,1.186949404,1.320509793
4.754,2.50845386,1.186936016,1.32057521
4.755,2.508480966,1.186955488,1.320617858
4.756,2.508532663,1.18697975,1.32067912
4.757,2.50884585,1.186982946,1.320706355
4.758,2.509184826,1.186987245,1.320752281
4.759,2.509584051,1.186902485,1.320864665
4.76,2.509752911,1.186814422,1.320912448
4.761,2.509801787,1.186810766,1.32093315
4.762,2.50988457,1.186779292,1.320984615
4.763,2.509930088,1.186759768,1.321054344
4.764,2.509959986,1.186779309,1.321122589
4.765,2.510106879,1.186761432,1.32113501
4.766,2.510205083,1.186798071,1.321151264
4.767,2.510241039,1.186839931,1.32119486
4.768,2.510316603,1.186921968,1.321211714
4.769,2.510394014,1.186998825,1.32114988
4.77,2.510498225,1.187047266,1.321100665
4.771,2.510804885,1.187016237,1.321040234
4.772,2.510936834,1.186977923,1.321029213
4.773,2.511174105,1.18701657,1.321032118
4.774,2.511206538,1.187016706,1.320991102
4.775,2.511288686,1.187065731,1.320908036
4.776,2.511434781,1.187089279,1.320829814
4.777,2.511461111,1.187088856,1.320765256
4.778,2.511486224,1.18717737,1.32073368
4.779,2.51159664,1.187240117,1.320687344
4.78,2.51192885,1.187257932,1.320685907
4.781,2.512136346,1.187259056,1.320705772
4.782,2.512386615,1.18731333,1.320726139
4.783,2.512798721,1.187391645,1.320684488
4.784,2.512934106,1.187422987,1.320683279
4.785,2.512972927,1.187418197,1.320681984
4.786,2.51325666,1.187447642,1.320751058
4.787,2.513573478,1.187462922,1.320806371
4.788,2.513716617,1.187466518,1.320819201
4.789,2.513851051,1.187460164,1.320870634
4.79,2.513910174,1.187531564,1.320927109
4.791,2.513988951,1.187585806,1.320927517
4.792,2.51408527,1.187611945,1.32091348
4.793,2.514128588,1.187652828,1.320894514
4.794,2.514250326,1.187727534,1.320902937
4.795,2.514300318,1.187745425,1.320914882
4.796,2.514615591,1.187769793,1.32089647
4.797,2.514809165,1.187832865,1.32094798
4.798,2.514946764,1.187858001,1.320972682
4.799,2.514997166,1.187827325,1.321009039
4.8,2.515034087,1.187801295,1.321116382
4.801,2.515314587,1.187825393,1.321121577
4.802,2.515484086,1.187776621,1.321166493
4.803,2.515550805,1.187851086,1.32112288
4.804,2.515817046,1.18797926,1.321100303
4.805,2.515913652,1.188132998,1.321047533
4.806,2.515987364,1.188273607,1.321018368
4.807,2.516022707,1.188425591,1.320958307
4.808,2.516088646,1.188431637,1.320907435
4.809,2.51622075,1.188507587,1.320855934
4.81,2.516262064,1.188602077,1.320893109
4.811,2.516368198,1.188694654,1.320820689
4.812,2.516560991,1.18876046,1.320835386
4.813,2.516848474,1.188877257,1.320769817
4.814,2.516899057,1.188979617,1.320757863
4.815,2.516979884,1.189081933,1.320684323
4.816,2.517171463,1.18912938,1.320595791
4.817,2.517277961,1.189234204,1.32056103
4.818,2.51746996,1.189383015,1.32056021
4.819,2.517628718,1.189468487,1.320544666
4.82,2.51785229,1.18956562,1.320479339
4.821,2.518066463,1.18965457,1.320472242
4.822,2.518299034,1.189757349,1.320374932
4.823,2.518378263,1.189861698,1.320261396
4.824,2.51866631,1.189961884,1.320280213
4.825,2.518971556,1.19000372,1.320312613
4.826,2.519045127,1.190014224,1.320324254
4.827,2.519405717,1.190108425,1.320249649
4.828,2.519582437,1.190252576,1.320266347
4.829,2.51976309,1.190328531,1.320231211
4.83,2.519965155,1.190410898,1.320267841
4.831,2.520021856,1.190455115,1.320309979
4.832,2.520052056,1.190516736,1.32034016
4.833,2.520097383,1.190592194,1.320391931
4.834,2.520303784,1.190664649,1.320344432
4.835,2.520426094,1.190750754,1.320318963
4.836,2.520491557,1.190906415,1.320246907
4.837,2.520489721,1.190984177,1.320197688
4.838,2.520550312,1.190982516,1.320103731
4.839,2.520572751,1.190988703,1.32002997
4.84,2.520595426,1.191002947,1.320030758
4.841,2.520635648,1.191039743,1.320084097
4.842,2.520733992,1.191049189,1.320124863
4.843,2.520827179,1.191083216,1.320132801
4.844,2.520845278,1.191082214,1.32014478
4.845,2.521595236,1.19105181,1.320157069
4.846,2.52235329,1.191008636,1.320172588
4.847,2.52242939,1.190993974,1.320215882
4.848,2.522572611,1.19109234,1.320244551
4.849,2.522589496,1.191181941,1.320277444
4.85,2.522915719,1.191194593,1.320224887
4.851,2.523001378,1.191235222,1.320160353
4.852,2.523022772,1.191286097,1.320160583
4.853,2.5232392,1.191331367,1.320034159
4.854,2.523259805,1.191352749,1.320056071
4.855,2.523519329,1.191415509,1.320055433
4.856,2.523569366,1.191573574,1.320104592
4.857,2.523592324,1.191660817,1.320083452
4.858,2.523613764,1.191707179,1.320122241
4.859,2.523696317,1.191827965,1.320226165
4.86,2.524057829,1.191859979,1.320257869
4.861,2.524228162,1.191901126,1.32021196
4.862,2.524377511,1.191980428,1.320175709
4.863,2.524394847,1.192032049,1.3201433
4.864,2.524446355,1.192136786,1.320179541
4.865,2.524622223,1.192174112,1.320120825
4.866,2.524804244,1.192219244,1.320134606
4.867,2.524864689,1.192211461,1.320156223
4.868,2.524959771,1.192303356,1.320116576
4.869,2.525013585,1.192421617,1.320081331
4.87,2.525074579,1.192513388,1.320075532
4.871,2.525197942,1.19260932,1.320041264
4.872,2.525216034,1.192614623,1.320032512
4.873,2.525351287,1.192601286,1.320017267
4.874,2.525456758,1.192625706,1.320011277
4.875,2.525502519,1.192597873,1.319985371
4.876,2.525731392,1.192625958,1.31993636
4.877,2.525810352,1.192685889,1.319884199
4.878,2.525849674,1.192691973,1.319853898
4.879,2.52587894,1.192649312,1.319828844
4.88,2.526058969,1.192711143,1.319745361
4.881,2.526116976,1.192837243,1.319735283
4.882,2.526137739,1.193043541,1.319664037
4.883,2.526181798,1.193217606,1.319549296
4.884,2.526275465,1.193434436,1.319432784
4.885,2.526354657,1.193635906,1.319338727
4.886,2.526391464,1.193861699,1.31922968
4.887,2.526434279,1.194074689,1.319168426
4.888,2.526522014,1.194257022,1.319134275
4.889,2.526560341,1.194501604,1.319043346
4.89,2.526642539,1.194636543,1.318944081
4.891,2.526732571,1.194743011,1.318843867
4.892,2.526831317,1.194935328,1.318763114
4.893,2.526976111,1.195073496,1.318682698
4.894,2.52700986,1.195209749,1.318684955
4.895,2.527065408,1.195421399,1.318669617
4.896,2.527152291,1.195589083,1.31869552
4.897,2.527242134,1.195675573,1.318705207
4.898,2.52752474,1.195841233,1.318730479
4.899,2.527571833,1.195974032,1.318762947
4.9,2.527995996,1.196029108,1.318747583
4.901,2.528108619,1.196140585,1.318715159
4.902,2.528149478,1.196248199,1.318750923
4.903,2.528145597,1.196231459,1.318763824
4.904,2.528327974,1.196325896,1.318770686
4.905,2.528318917,1.196462052,1.318776848
4.906,2.528745912,1.196571684,1.318772506
4.907,2.528787827,1.196696467,1.318774691
4.908,2.52879856,1.196798393,1.318799234
4.909,2.528884039,1.196957917,1.31886919
4.91,2.52889352,1.19708292,1.318921754
4.911,2.52892484,1.197157593,1.318961121
4.912,2.528931442,1.197283535,1.318934122
4.913,2.528991546,1.197440768,1.318929932
4.914,2.529023766,1.197591237,1.318971728
4.915,2.529136615,1.197662936,1.318991418
4.916,2.529217531,1.197628221,1.319005475
4.917,2.529342034,1.197635246,1.318998626
4.918,2.529396206,1.1977678,1.319028325
4.919,2.529538531,1.197771366,1.319025086
4.92,2.529617164,1.197945206,1.319031703
4.921,2.529839866,1.19808776,1.319070931
4.922,2.530072469,1.198191953,1.319128464
4.923,2.530162399,1.198322762,1.31923727
4.924,2.530206349,1.198383481,1.31935528
4.925,2.530411142,1.198539399,1.31943666
4.926,2.53044997,1.198660637,1.31951077
4.927,2.53048799,1.198802874,1.319525769
4.928,2.53054495,1.198917463,1.31958313
4.929,2.530826897,1.199022925,1.319683582
4.93,2.530980062,1.199166648,1.31972345
4.931,2.531156974,1.199340829,1.319844252
4.932,2.531322281,1.199392266,1.319806738
4.933,2.531481368,1.199444298,1.31988325
4.934,2.531534185,1.199550906,1.319973138
4.935,2.531730414,1.19962128,1.320067824
4.936,2.532028448,1.199673402,1.320147334
4.937,2.532044462,1.199697214,1.320303864
4.938,2.532076341,1.19970024,1.320425269
4.939,2.532140256,1.199601696,1.320517982
4.94,2.532308051,1.199583201,1.3206022
4.941,2.532395213,1.199540663,1.320690642
4.942,2.532496345,1.199535955,1.320698346
4.943,2.53276697,1.199585155,1.320800224
4.944,2.532980744,1.19960465,1.320831288
4.945,2.533141868,1.19964203,1.320893051
4.946,2.533168628,1.199571018,1.320887301
4.947,2.533203221,1.199592824,1.320903938
4.948,2.533281205,1.199619884,1.320920412
4.949,2.533548858,1.199671715,1.321049055
4.95,2.533936317,1.19975668,1.32117524
4.951,2.534187256,1.199888115,1.321301377
4.952,2.534225255,1.199995793,1.321410087
4.953,2.53433799,1.200131988,1.321410856
4.954,2.53439344,1.200098828,1.32143503
4.955,2.534574249,1.200140938,1.321475154
4.956,2.534658806,1.200164345,1.321454311
4.957,2.534700145,1.200185644,1.3215156
4.958,2.534723558,1.200202127,1.321525607
4.959,2.534770806,1.200238349,1.321562527
4.96,2.535060048,1.200270226,1.321595232
4.961,2.535070191,1.200268099,1.321692571
4.962,2.535286958,1.200268586,1.321780879
4.963,2.535418314,1.200264079,1.321833195
4.964,2.535503264,1.200289313,1.321831793
4.965,2.535768687,1.200315713,1.321822541
4.966,2.53599255,1.200310457,1.321863051
4.967,2.536033365,1.200291315,1.321895075
4.968,2.536192342,1.200321015,1.322000381
4.969,2.536537152,1.200326656,1.322059784
4.97,2.536922902,1.200355074,1.322187907
4.971,2.536983604,1.200420838,1.322286416
4.972,2.537173002,1.200445654,1.322323648
4.973,2.537367015,1.200457862,1.322408841
4.974,2.537421928,1.200533688,1.322533351
4.975,2.537584934,1.200591587,1.322581007
4.976,2.537954714,1.200628875,1.322607192
4.977,2.53812226,1.200702318,1.322560171
4.978,2.538223123,1.200741341,1.322596692
4.979,2.538463377,1.200757818,1.32259098
4.98,2.538531725,1.200806656,1.322524671
4.981,2.53878609,1.200796271,1.322519676
4.982,2.538862414,1.200775257,1.322446888
4.983,2.538987185,1.200745455,1.322357603
4.984,2.539078756,1.200753471,1.322293006
4.985,2.539437095,1.200727532,1.322208403
4.986,2.539519261,1.200717259,1.32213181
4.987,2.539582015,1.200691679,1.322097952
4.988,2.539910701,1.200698396,1.322126028
4.989,2.539936099,1.20078221,1.322049522
4.99,2.540201795,1.200799351,1.322075425
4.991,2.540484678,1.200862412,1.322122276
4.992,2.540673819,1.200950774,1.322186944
4.993,2.54085834,1.20102562,1.322251984
4.994,2.541206668,1.201148011,1.322340562
4.995,2.54167386,1.201264271,1.322432539
4.996,2.54196531,1.201300621,1.322440087
4.997,2.542118387,1.201227623,1.322409841
4.998,2.542190114,1.201235265,1.322461754
4.999,2.542200968,1.201264217,1.322486639
5,2.542581916,1.201317424,1.322457523
5.001,2.54296999,1.201313336,1.322545012
5.002,2.543130308,1.201335362,1.322575133
5.003,2.54321846,1.201307014,1.322585503
5.004,2.543500801,1.20131161,1.322570949
5.005,2.543622333,1.201291506,1.322540399
5.006,2.543757869,1.20122478,1.322474694
5.007,2.543953316,1.20117478,1.322447211
5.008,2.544179368,1.201137858,1.32247428
5.009,2.544249673,1.201108488,1.322492804
5.01,2.544371103,1.200977654,1.322464152
5.011,2.54470138,1.200928662,1.322435695
5.012,2.544899726,1.20090118,1.322399154
5.013,2.544955759,1.20080467,1.322383045
5.014,2.545013747,1.200684712,1.322371987
5.015,2.545160115,1.200569688,1.32243468
5.016,2.54523375,1.200647372,1.322488057
5.017,2.545205409,1.200673784,1.322498936
5.018,2.545219649,1.200518932,1.322518017
5.019,2.545435792,1.200445667,1.322466729
5.02,2.545688913,1.200339257,1.322501862
5.021,2.545740553,1.200280658,1.322490119
5.022,2.545825691,1.200250173,1.322571215
5.023,2.546084492,1.200164128,1.322624963
5.024,2.546230487,1.200171618,1.322738769
5.025,2.54627878,1.200164431,1.322741017
5.026,2.546396763,1.200082556,1.322753155
5.027,2.546513669,1.200022356,1.322727635
5.028,2.546548555,1.200010492,1.322717503
5.029,2.54656602,1.199971824,1.322745093
5.03,2.546758069,1.199962208,1.322729162
5.031,2.546774801,1.199865395,1.322633513
5.032,2.54676978,1.19981349,1.322548879
5.033,2.546790025,1.199713562,1.322518981
5.034,2.546822526,1.199572032,1.322483981
5.035,2.546846921,1.199516908,1.322466652
5.036,2.547001312,1.19934264,1.322450723
5.037,2.547091381,1.199220149,1.322447906
5.038,2.547203819,1.199111621,1.32241628
5.039,2.547387144,1.199032797,1.32243081
5.04,2.547426747,1.198953384,1.322409009
5.041,2.547481436,1.198858448,1.322446598
5.042,2.547541703,1.198786521,1.322477707
5.043,2.547721329,1.19875614,1.322518007
5.044,2.547850866,1.198744333,1.322558724
5.045,2.547883511,1.198723239,1.322581407
5.046,2.548082591,1.198672547,1.322641778
5.047,2.5481447,1.198634417,1.322679524
5.048,2.548230926,1.198589619,1.322768386
5.049,2.548292505,1.198548156,1.322799555
5.05,2.548343372,1.19844247,1.322766816
5.051,2.548434938,1.198399338,1.322691951
5.052,2.548806567,1.19824688,1.322639007
5.053,2.549037702,1.198228882,1.322609488
5.054,2.549112083,1.198207242,1.322557815
5.055,2.549134643,1.198140012,1.322503967
5.056,2.549303227,1.19812415,1.322485068
5.057,2.549354061,1.198081073,1.32244435
5.058,2.549375146,1.198065712,1.322422544
5.059,2.549349748,1.198063227,1.322371566
5.06,2.549382087,1.197989131,1.322361129
5.061,2.549338331,1.197959519,1.322336185
5.062,2.549377888,1.197880427,1.322365293
5.063,2.549406264,1.197847922,1.322372572
5.064,2.549312541,1.197823552,1.322392234
5.065,2.549301249,1.197770911,1.322404263
5.066,2.549186294,1.197631764,1.322375458
5.067,2.549163095,1.197571366,1.32242462
5.068,2.549182857,1.197431208,1.322426021
5.069,2.549153004,1.197334767,1.322320376
5.07,2.549255482,1.197271643,1.322222325
5.071,2.549310667,1.197324463,1.322143106
5.072,2.549332935,1.197318283,1.322101403
5.073,2.549432671,1.197390075,1.321987842
5.074,2.549487039,1.197460778,1.321874827
5.075,2.549576393,1.197451727,1.32181466
5.076,2.549574285,1.197449476,1.321700619
5.077,2.549646664,1.197431161,1.32168662
5.078,2.549593525,1.197421153,1.321612089
5.079,2.549498143,1.197421498,1.321526368
5.08,2.54939938,1.197482832,1.321548742
5.081,2.549500498,1.197531623,1.321563561
5.082,2.549751188,1.197652794,1.3216105
5.083,2.549884631,1.197663031,1.321600937
5.084,2.549951478,1.197710636,1.321614201
5.085,2.550024865,1.197756423,1.321648624
5.086,2.550045817,1.197823319,1.321661053
5.087,2.550276801,1.197850576,1.32167704
5.088,2.550513261,1.19781772,1.321693997
5.089,2.550576848,1.197749734,1.321692682
5.09,2.550771816,1.197726455,1.321745707
5.091,2.550751048,1.197730607,1.321737747
5.092,2.550927749,1.19772974,1.321735375
5.093,2.55098732,1.197746953,1.321602335
5.094,2.551060312,1.197644408,1.321521706
5.095,2.551173852,1.197539239,1.321608346
5.096,2.551293967,1.197468143,1.321688064
5.097,2.551458495,1.197436782,1.321718749
5.098,2.551906483,1.197342832,1.321703296
5.099,2.55204021,1.197349247,1.321728539
5.1,2.552103929,1.197359816,1.321721326
5.101,2.552158756,1.197385758,1.321810296
5.102,2.552232368,1.197441323,1.321922248
5.103,2.552339925,1.197417498,1.321989163
5.104,2.552586818,1.197404408,1.321968114
5.105,2.552664279,1.197387673,1.321881395
5.106,2.552835794,1.197438464,1.321849045
5.107,2.553051193,1.197463298,1.321898379
5.108,2.55327345,1.197442374,1.321895154
5.109,2.553600877,1.19746259,1.321956081
5.11,2.553642711,1.197511614,1.322001621
5.111,2.553813644,1.197433048,1.322042609
5.112,2.55401663,1.19743285,1.322131737
5.113,2.55435946,1.197479935,1.322223038
5.114,2.554712744,1.197563553,1.322291399
5.115,2.554816746,1.197564713,1.322461677
5.116,2.554896319,1.197565707,1.322550921
5.117,2.554997537,1.197464945,1.322610642
5.118,2.555225014,1.197347319,1.322726174
5.119,2.555377816,1.197255454,1.322829216
5.12,2.555646754,1.19711871,1.322973452
5.121,2.55570115,1.197076009,1.323165224
5.122,2.555985188,1.197006027,1.323280584
5.123,2.556055225,1.19695607,1.323425465
5.124,2.556379869,1.196819823,1.323571721
5.125,2.556622875,1.196780925,1.323686765
5.126,2.557082381,1.19673685,1.323776303
5.127,2.557265838,1.196669373,1.323873763
5.128,2.557380174,1.196646464,1.324052196
5.129,2.55755188,1.196612235,1.323976083
5.13,2.557628014,1.196609658,1.324006689
5.131,2.557725735,1.196757402,1.324051384
5.132,2.558111189,1.196800498,1.324120375
5.133,2.558546775,1.196905561,1.32411957
5.134,2.55872239,1.197035546,1.324179235
5.135,2.5590257,1.197149088,1.324256113
5.136,2.559165056,1.197217221,1.324324875
5.137,2.559344568,1.197258355,1.324414576
5.138,2.559777016,1.197348939,1.324394864
5.139,2.560045012,1.197482344,1.324363216
5.14,2.560496157,1.197539244,1.324360809
5.141,2.560804271,1.197526093,1.324472461
5.142,2.560933431,1.197696031,1.324456338
5.143,2.561269872,1.197871416,1.324469708
5.144,2.561715856,1.197961585,1.324588354
5.145,2.562057828,1.198091462,1.324677077
5.146,2.562226616,1.198126016,1.324826455
5.147,2.562745375,1.198110086,1.324946545
5.148,2.562780032,1.198154382,1.324978965
5.149,2.562973597,1.198183456,1.325035412
5.15,2.563314595,1.198246441,1.325084726
5.151,2.563743726,1.198173582,1.325174121
5.152,2.563751247,1.198218818,1.32526169
5.153,2.564122717,1.198257667,1.325362798
5.154,2.564153593,1.19829886,1.325447497
5.155,2.564431438,1.19836745,1.325529646
5.156,2.564519757,1.198376758,1.325605234
5.157,2.56462902,1.198345584,1.325628358
5.158,2.564547113,1.198244358,1.325646421
5.159,2.564581607,1.198147336,1.325772844
5.16,2.564483434,1.198069897,1.325896294
5.161,2.564596162,1.198035271,1.325953442
5.162,2.565062944,1.198012108,1.32600115
5.163,2.565063178,1.197935656,1.326009685
5.164,2.565354114,1.197912393,1.326014547
5.165,2.565514506,1.19782897,1.32601098
5.166,2.565943674,1.197783016,1.326017622
5.167,2.565945143,1.197780824,1.326040949
5.168,2.56631662,1.197729139,1.326057302
5.169,2.566600599,1.197650054,1.326060275
5.17,2.566744478,1.197625138,1.326064132
5.171,2.567092505,1.197616073,1.326075569
5.172,2.567030595,1.197643014,1.326106531
5.173,2.567116314,1.197721895,1.326114561
5.174,2.5671222,1.197725876,1.326153409
5.175,2.567082356,1.197782116,1.326173233
5.176,2.567299584,1.197874875,1.326204774
5.177,2.567685235,1.197802864,1.326195735
5.178,2.568081024,1.197726245,1.326212917
5.179,2.568173654,1.19771671,1.326224519
5.18,2.568526688,1.197808816,1.326197278
5.181,2.568741878,1.197755077,1.326232414
5.182,2.569211966,1.197740581,1.326346321
5.183,2.569293521,1.197751493,1.326435594
5.184,2.569480402,1.197722631,1.326514887
5.185,2.569859341,1.197685271,1.326585058
5.186,2.570231276,1.197592905,1.326668872
5.187,2.570439411,1.197573992,1.326824384
5.188,2.570932954,1.197546204,1.326951001
5.189,2.571378508,1.197517205,1.327075957
5.19,2.571703107,1.197513176,1.327179199
5.191,2.572025713,1.197523952,1.327266145
5.192,2.571985218,1.197572284,1.327332698
5.193,2.572036969,1.197618144,1.327345759
5.194,2.572463789,1.197654581,1.327445236
5.195,2.572595106,1.197621767,1.32755968
5.196,2.572961293,1.197720434,1.3276613
5.197,2.572910916,1.197715653,1.327759729
5.198,2.573259616,1.197704782,1.327810043
