Pose/Time (ns),Pose 1: PersScore 0.452 PoseScore 1.419 DockingScore -13.397,Pose  2: PersScore 0.291 PoseScore 3.460 DockingScore -12.701
2.521,1.318453089,3.014654796
2.522,1.318468376,3.015030355
2.523,1.318319503,3.015220572
2.524,1.318216949,3.015899398
2.525,1.318199718,3.016557163
2.526,1.318369929,3.01686563
2.527,1.318504122,3.01738354
2.528,1.318720248,3.017303222
2.529,1.318772289,3.017113251
2.53,1.318650508,3.017411668
2.531,1.318553903,3.017641803
2.532,1.318634538,3.017661799
2.533,1.318601269,3.017533446
2.534,1.318443589,3.017503615
2.535,1.318338913,3.017937456
2.536,1.31828049,3.017939745
2.537,1.318330673,3.01791948
2.538,1.318445351,3.017866387
2.539,1.318358752,3.017885403
2.54,1.318270337,3.017910002
2.541,1.318262244,3.01799064
2.542,1.318243305,3.018162468
2.543,1.318291753,3.018481724
2.544,1.318322939,3.018501762
2.545,1.318275416,3.01863411
2.546,1.318282749,3.018877765
2.547,1.318252638,3.019096265
2.548,1.318226093,3.019239031
2.549,1.318293809,3.019243332
2.55,1.318321476,3.019304812
2.551,1.318343664,3.019229027
2.552,1.318253696,3.01915152
2.553,1.318306376,3.019053215
2.554,1.318362133,3.018898084
2.555,1.318409138,3.019046867
2.556,1.318446475,3.019044578
2.557,1.318435534,3.018905787
2.558,1.318421804,3.018789343
2.559,1.318609251,3.018478141
2.56,1.318889988,3.018499294
2.561,1.319010437,3.018327861
2.562,1.319249542,3.018073403
2.563,1.319243669,3.017910597
2.564,1.319077733,3.017744447
2.565,1.319102712,3.017612024
2.566,1.319211168,3.01744683
2.567,1.31941174,3.017187961
2.568,1.319536097,3.01701786
2.569,1.319638299,3.016838084
2.57,1.319800332,3.016716197
2.571,1.320065223,3.016629382
2.572,1.320274789,3.01635616
2.573,1.32037069,3.016075911
2.574,1.320595848,3.01578608
2.575,1.320813063,3.015722871
2.576,1.32101311,3.015454118
2.577,1.32130458,3.015160109
2.578,1.321326175,3.014893237
2.579,1.321474334,3.014648693
2.58,1.321639857,3.014502287
2.581,1.321864403,3.014240174
2.582,1.322007289,3.013882432
2.583,1.322181306,3.014020656
2.584,1.322262959,3.013594487
2.585,1.322364203,3.013267349
2.586,1.322491899,3.013087233
2.587,1.322662595,3.012968873
2.588,1.322624852,3.012879191
2.589,1.322651351,3.012918482
2.59,1.32265402,3.013304836
2.591,1.322736375,3.013419667
2.592,1.322837465,3.013640356
2.593,1.322797479,3.013883045
2.594,1.322773603,3.014229514
2.595,1.322691441,3.01432759
2.596,1.322780471,3.014140618
2.597,1.322870978,3.014404113
2.598,1.322873594,3.01432073
2.599,1.322819992,3.014325273
2.6,1.322773244,3.014610555
2.601,1.32270081,3.014413325
2.602,1.32253429,3.014450161
2.603,1.322464898,3.014437701
2.604,1.322463425,3.014502537
2.605,1.322444223,3.014763596
2.606,1.322501359,3.015121019
2.607,1.322528837,3.015241226
2.608,1.322589764,3.015502215
2.609,1.322576795,3.01614681
2.61,1.322690413,3.016359726
2.611,1.322730247,3.016433041
2.612,1.322880952,3.016543619
2.613,1.322967174,3.016799577
2.614,1.323015048,3.017227422
2.615,1.323015894,3.017482102
2.616,1.323031726,3.018318645
2.617,1.323147134,3.018359005
2.618,1.323216603,3.018452012
2.619,1.32326326,3.018688159
2.62,1.323173789,3.019283622
2.621,1.323082017,3.01952467
2.622,1.323069789,3.019982574
2.623,1.323109216,3.02023865
2.624,1.323034986,3.02084324
2.625,1.323079972,3.021223603
2.626,1.323108557,3.021580985
2.627,1.323186591,3.021997748
2.628,1.323213735,3.022548289
2.629,1.323203271,3.022726642
2.63,1.323155173,3.022843212
2.631,1.323191656,3.022980295
2.632,1.323149408,3.023584287
2.633,1.323114264,3.024018864
2.634,1.323033659,3.023977042
2.635,1.322902432,3.024030758
2.636,1.323090473,3.024166322
2.637,1.32311654,3.024233846
2.638,1.323119564,3.024140214
2.639,1.323093821,3.024187241
2.64,1.322998193,3.024201787
2.641,1.323182949,3.02436881
2.642,1.323337004,3.024492303
2.643,1.323215478,3.024473424
2.644,1.323154827,3.024418045
2.645,1.323057354,3.024374608
2.646,1.322906502,3.024288923
2.647,1.322922548,3.024273741
2.648,1.322918537,3.02442429
2.649,1.323013632,3.024393635
2.65,1.323014045,3.024431455
2.651,1.323015943,3.024655588
2.652,1.322957179,3.024661865
2.653,1.322857695,3.024601578
2.654,1.322919266,3.024612355
2.655,1.3228658,3.024794942
2.656,1.322763312,3.024906988
2.657,1.322861403,3.025115941
2.658,1.322850463,3.025340033
2.659,1.32272503,3.025257448
2.66,1.3225811,3.025408672
2.661,1.322548931,3.025409518
2.662,1.322477326,3.025400966
2.663,1.322507461,3.025524262
2.664,1.322387036,3.025531822
2.665,1.32236096,3.025528501
2.666,1.322439411,3.025653811
2.667,1.322342423,3.025655772
2.668,1.322401056,3.025779583
2.669,1.322364875,3.025849865
2.67,1.322398513,3.025861751
2.671,1.322489927,3.025949487
2.672,1.322483331,3.025969246
2.673,1.322536067,3.025953194
2.674,1.32245189,3.025884269
2.675,1.322534032,3.025783331
2.676,1.322501351,3.025691198
2.677,1.322455562,3.025684561
2.678,1.322412565,3.025695905
2.679,1.322386192,3.025685177
2.68,1.32235606,3.025870914
2.681,1.322319591,3.026036679
2.682,1.32229005,3.026086415
2.683,1.322324145,3.026498366
2.684,1.322374212,3.026610745
2.685,1.322411947,3.026749909
2.686,1.322528761,3.026929834
2.687,1.322481394,3.0270195
2.688,1.322467053,3.027401928
2.689,1.322423508,3.027694405
2.69,1.322355018,3.027873042
2.691,1.322329634,3.028162471
2.692,1.322121606,3.028314385
2.693,1.321982404,3.028383011
2.694,1.32176646,3.028564484
2.695,1.321592538,3.028633249
2.696,1.321451907,3.028894721
2.697,1.321372197,3.029085461
2.698,1.321315132,3.028996548
2.699,1.321209227,3.02895094
2.7,1.321147538,3.028865188
2.701,1.321048969,3.028730614
2.702,1.320985293,3.02857842
2.703,1.320973575,3.028389107
2.704,1.320923199,3.028144662
2.705,1.320806381,3.028062116
2.706,1.32073521,3.027897809
2.707,1.320754122,3.027756711
2.708,1.320854071,3.027690563
2.709,1.320618363,3.02762631
2.71,1.320352265,3.027704146
2.711,1.320261938,3.027513947
2.712,1.320226328,3.027470768
2.713,1.320286064,3.027501564
2.714,1.320387281,3.027397599
2.715,1.320501042,3.027253403
2.716,1.320670125,3.027122359
2.717,1.320707512,3.027005958
2.718,1.320715684,3.026962272
2.719,1.320641248,3.026817862
2.72,1.320468228,3.026817794
2.721,1.320416292,3.026696601
2.722,1.320225728,3.026535301
2.723,1.320021582,3.026593435
2.724,1.319953129,3.026775772
2.725,1.319897101,3.02678491
2.726,1.319724981,3.026849756
2.727,1.319590902,3.026868607
2.728,1.319545304,3.026953529
2.729,1.319607215,3.02690457
2.73,1.31953457,3.027054417
2.731,1.319402678,3.027133742
2.732,1.319309925,3.027306868
2.733,1.319327167,3.027421307
2.734,1.319299714,3.02750445
2.735,1.319356115,3.027579703
2.736,1.319524643,3.027785228
2.737,1.319750329,3.027943219
2.738,1.319926211,3.028092016
2.739,1.320202618,3.028111701
2.74,1.320397686,3.02817357
2.741,1.320627927,3.028279214
2.742,1.320585603,3.028435333
2.743,1.320798524,3.028411286
2.744,1.321091315,3.028439466
2.745,1.321293501,3.028430373
2.746,1.321530018,3.028400755
2.747,1.321820137,3.028458259
2.748,1.321926542,3.028484943
2.749,1.322008865,3.028468135
2.75,1.322171567,3.028344996
2.751,1.322181659,3.028258148
2.752,1.322090669,3.028124319
2.753,1.321956228,3.028102699
2.754,1.321825872,3.02806157
2.755,1.32168247,3.028032923
2.756,1.321857132,3.027955865
2.757,1.32199611,3.027974993
2.758,1.322113832,3.02796244
2.759,1.322192388,3.027802973
2.76,1.322318298,3.027689243
2.761,1.322447693,3.027690517
2.762,1.322607246,3.027661629
2.763,1.322736739,3.027724816
2.764,1.32295651,3.027780725
2.765,1.322976815,3.027698842
2.766,1.322943792,3.027606361
2.767,1.322843982,3.027436388
2.768,1.322687943,3.027307377
2.769,1.322662198,3.02716108
2.77,1.322804795,3.027002705
2.771,1.322876463,3.026821929
2.772,1.322941634,3.026618413
2.773,1.322998049,3.02641264
2.774,1.322924912,3.026189202
2.775,1.322824072,3.025950331
2.776,1.322818623,3.025738657
2.777,1.322856362,3.025612926
2.778,1.32270284,3.025448809
2.779,1.322540485,3.02522179
2.78,1.322340451,3.02502374
2.781,1.322348162,3.024863709
2.782,1.322330917,3.024743873
2.783,1.322231931,3.024469975
2.784,1.322070386,3.024342132
2.785,1.321890851,3.024029784
2.786,1.321780123,3.023914141
2.787,1.32176317,3.023894265
2.788,1.321629309,3.023836997
2.789,1.321499229,3.023746073
2.79,1.321541128,3.023541656
2.791,1.321506319,3.023603814
2.792,1.321485264,3.023545864
2.793,1.321325732,3.023570916
2.794,1.321131037,3.023685969
2.795,1.321094318,3.023665044
2.796,1.320905306,3.023583481
2.797,1.321008185,3.023521932
2.798,1.321121687,3.023484697
2.799,1.321108683,3.023411556
2.8,1.321102787,3.02329467
2.801,1.321172109,3.023266108
2.802,1.321103887,3.023101244
2.803,1.321083253,3.022890863
2.804,1.320995954,3.022529981
2.805,1.321066438,3.022283515
2.806,1.321103914,3.022121941
2.807,1.321031309,3.021924342
2.808,1.321072739,3.021758215
2.809,1.32102429,3.021474409
2.81,1.320878578,3.021259819
2.811,1.320817673,3.020946873
2.812,1.320966785,3.020740915
2.813,1.320820672,3.020582663
2.814,1.32081713,3.020064434
2.815,1.320813344,3.019721589
2.816,1.320740415,3.01929965
2.817,1.320636561,3.018701417
2.818,1.320481212,3.018187704
2.819,1.32044604,3.017777739
2.82,1.320268319,3.017286466
2.821,1.320140919,3.016898593
2.822,1.32003872,3.016554718
2.823,1.320004624,3.016242285
2.824,1.319980809,3.01594209
2.825,1.319993712,3.015764288
2.826,1.320130208,3.015472639
2.827,1.320250206,3.015338785
2.828,1.320363234,3.015246329
2.829,1.320376731,3.015087828
2.83,1.320360493,3.014947358
2.831,1.320423975,3.015018215
2.832,1.320483942,3.015046711
2.833,1.320313835,3.014871445
2.834,1.320093022,3.014631169
2.835,1.319910663,3.014412818
2.836,1.319818608,3.01407907
2.837,1.319881236,3.01389423
2.838,1.319945091,3.013754972
2.839,1.319915361,3.013817074
2.84,1.319769459,3.01374248
2.841,1.319612583,3.013433415
2.842,1.319516952,3.013097183
2.843,1.319368991,3.012896676
2.844,1.319099447,3.012799401
2.845,1.318903056,3.012689833
2.846,1.318881057,3.012664941
2.847,1.318815887,3.01256813
2.848,1.318798096,3.012635803
2.849,1.318869223,3.012488785
2.85,1.318806562,3.012289137
2.851,1.318865551,3.012095311
2.852,1.318894411,3.011826123
2.853,1.318869306,3.011585067
2.854,1.318992312,3.011218149
2.855,1.318995321,3.010970461
2.856,1.319230716,3.010670433
2.857,1.319411511,3.010269973
2.858,1.319651713,3.010025857
2.859,1.319746741,3.00992082
2.86,1.319988523,3.009581775
2.861,1.319998722,3.009315706
2.862,1.320079452,3.009023107
2.863,1.320155767,3.008728992
2.864,1.320147421,3.008413547
2.865,1.320212116,3.008048429
2.866,1.320292969,3.007814343
2.867,1.320446009,3.007594678
2.868,1.320629661,3.00736795
2.869,1.320654768,3.007116693
2.87,1.320592835,3.007060222
2.871,1.320581531,3.006868492
2.872,1.32064103,3.006962336
2.873,1.320732639,3.006847982
2.874,1.320758683,3.006670787
2.875,1.320749902,3.006360742
2.876,1.320836312,3.006359506
2.877,1.32090212,3.006378906
2.878,1.320941046,3.006407999
2.879,1.320994134,3.006254301
2.88,1.320997762,3.006498323
2.881,1.321022285,3.006664231
2.882,1.321063293,3.006882898
2.883,1.320990735,3.007104477
2.884,1.321013647,3.007072865
2.885,1.320884032,3.00688612
2.886,1.32086196,3.006799378
2.887,1.320787737,3.006708927
2.888,1.320683144,3.006624274
2.889,1.320563614,3.006661942
2.89,1.320470818,3.006774064
2.891,1.320440097,3.006736434
2.892,1.320323538,3.0066887
2.893,1.320265016,3.006775317
2.894,1.32023652,3.006572444
2.895,1.320192194,3.006499065
2.896,1.320232472,3.006577485
2.897,1.320359658,3.006480221
2.898,1.320391233,3.006140404
2.899,1.320414106,3.006038998
2.9,1.320347623,3.006174465
2.901,1.320406875,3.006021189
2.902,1.320433891,3.005949513
2.903,1.320407357,3.005759884
2.904,1.320344361,3.005580679
2.905,1.320297157,3.00540936
2.906,1.320511719,3.005068183
2.907,1.320727194,3.004946824
2.908,1.320731616,3.004915519
2.909,1.320620872,3.004908935
2.91,1.32071868,3.004650777
2.911,1.32083375,3.004263937
2.912,1.320760134,3.004155091
2.913,1.320634207,3.003987791
2.914,1.320658238,3.00400421
2.915,1.320664691,3.003696081
2.916,1.320723157,3.003657258
2.917,1.320784739,3.003567452
2.918,1.320708154,3.003514689
2.919,1.320605631,3.003361695
2.92,1.320593189,3.003262958
2.921,1.320565328,3.003104282
2.922,1.320619779,3.003011263
2.923,1.320662947,3.00296999
2.924,1.320739889,3.002932369
2.925,1.320876916,3.002882839
2.926,1.320877663,3.00263662
2.927,1.320949638,3.002403529
2.928,1.321064939,3.002367775
2.929,1.321118373,3.002453765
2.93,1.321227865,3.002299851
2.931,1.321300816,3.002184249
2.932,1.321475687,3.001982057
2.933,1.321694118,3.001796184
2.934,1.321764469,3.001733587
2.935,1.321837927,3.001548764
2.936,1.321838341,3.001169217
2.937,1.321792677,3.000804152
2.938,1.321781704,3.000615778
2.939,1.321833834,3.00035087
2.94,1.321685447,3.000196886
2.941,1.321487086,3.000096969
2.942,1.321384455,2.999869409
2.943,1.321317302,2.999537226
2.944,1.321227432,2.999313105
2.945,1.321191087,2.999471764
2.946,1.321277752,2.999614846
2.947,1.321209928,2.999796411
2.948,1.321263252,2.999984371
2.949,1.32126982,3.00040266
2.95,1.321288782,3.000365591
2.951,1.321211945,3.000413343
2.952,1.321162971,3.00048012
2.953,1.32108218,3.000663496
2.954,1.321022721,3.000687731
2.955,1.321096868,3.000724453
2.956,1.321038296,3.00076442
2.957,1.320993144,3.000837983
2.958,1.320920898,3.000980712
2.959,1.320906321,3.001429158
2.96,1.320955423,3.001627304
2.961,1.320895855,3.001679868
2.962,1.320918943,3.001837531
2.963,1.320927301,3.001930368
2.964,1.320838108,3.001933862
2.965,1.320717326,3.001980216
2.966,1.320590292,3.002137554
2.967,1.320482755,3.002473175
2.968,1.320495896,3.002788365
2.969,1.320402677,3.003142655
2.97,1.320336597,3.003333872
2.971,1.320225694,3.003489356
2.972,1.32018668,3.003966763
2.973,1.320144555,3.004673381
2.974,1.320146646,3.004704746
2.975,1.320087364,3.004819142
2.976,1.320076921,3.004902275
2.977,1.320035017,3.005033194
2.978,1.320063526,3.005167671
2.979,1.319989237,3.005347024
2.98,1.319920323,3.005541044
2.981,1.319835503,3.005626106
2.982,1.319853207,3.005787132
2.983,1.319679091,3.005978185
2.984,1.319598502,3.006056056
2.985,1.319576434,3.006277865
2.986,1.319485146,3.006579637
2.987,1.319435219,3.006569476
2.988,1.319311529,3.006889671
2.989,1.319182815,3.007082374
2.99,1.319046161,3.007316863
2.991,1.318810145,3.007512243
2.992,1.318660126,3.007527543
2.993,1.318538975,3.007507679
2.994,1.318348631,3.00739994
2.995,1.318271021,3.007526616
2.996,1.318106744,3.007597602
2.997,1.318065266,3.007617628
2.998,1.317993715,3.0075615
2.999,1.31810804,3.007660056
3,1.318250494,3.007744643
3.001,1.31825841,3.007658276
3.002,1.318200067,3.007723497
3.003,1.318269152,3.007780801
3.004,1.318139466,3.007868529
3.005,1.31808798,3.007914173
3.006,1.318099405,3.007884589
3.007,1.317987651,3.007845553
3.008,1.317959786,3.007896826
3.009,1.317994607,3.007957021
3.01,1.318004732,3.00799936
3.011,1.317966078,3.008132209
3.012,1.317832363,3.008290795
3.013,1.317751808,3.008544596
3.014,1.317618008,3.008584413
3.015,1.317480657,3.008565969
3.016,1.317517918,3.008625425
3.017,1.317531124,3.008704943
3.018,1.31755329,3.008793095
3.019,1.317600382,3.008855445
3.02,1.317634856,3.008809328
3.021,1.317726443,3.00877389
3.022,1.317843072,3.00882212
3.023,1.317863425,3.008870976
3.024,1.317872873,3.008930863
3.025,1.317855208,3.00903201
3.026,1.317858029,3.009201348
3.027,1.317768621,3.009414076
3.028,1.31762679,3.009590156
3.029,1.31758124,3.009721226
3.03,1.317493669,3.00975041
3.031,1.31750187,3.009954017
3.032,1.317450169,3.010087717
3.033,1.317471023,3.010227473
3.034,1.317384491,3.010433355
3.035,1.31723046,3.01069218
3.036,1.317173404,3.010933206
3.037,1.317193971,3.011085189
3.038,1.317106632,3.011238282
3.039,1.316942574,3.011416484
3.04,1.316819921,3.011524797
3.041,1.316619655,3.011530418
3.042,1.316525894,3.011809818
3.043,1.3165672,3.012002422
3.044,1.316542567,3.01212134
3.045,1.316464472,3.012074596
3.046,1.316334562,3.012201559
3.047,1.316295595,3.012512006
3.048,1.316229902,3.012577414
3.049,1.316166033,3.012631552
3.05,1.316120651,3.012530671
3.051,1.31614043,3.012384899
3.052,1.316169968,3.012363218
3.053,1.316110528,3.012340025
3.054,1.316138481,3.012439556
3.055,1.316159836,3.012441114
3.056,1.316087201,3.012505822
3.057,1.315953648,3.012499014
3.058,1.315832438,3.012511826
3.059,1.315782728,3.012652257
3.06,1.315711209,3.01281507
3.061,1.315793731,3.013114598
3.062,1.315804117,3.013448759
3.063,1.31592153,3.013610663
3.064,1.31597309,3.013986296
3.065,1.316094255,3.014386227
3.066,1.315995434,3.014631144
3.067,1.316082474,3.014958235
3.068,1.316212841,3.015206011
3.069,1.31627688,3.015458585
3.07,1.316322772,3.015658122
3.071,1.316343101,3.015815669
3.072,1.316310981,3.015777293
3.073,1.316369724,3.015831062
3.074,1.316370489,3.015887722
3.075,1.316400106,3.015889955
3.076,1.316385358,3.015994762
3.077,1.316437894,3.016051999
3.078,1.316391808,3.016097341
3.079,1.316436153,3.016353696
3.08,1.316474178,3.016493817
3.081,1.316528332,3.016454011
3.082,1.316424072,3.016501651
3.083,1.316368827,3.016395066
3.084,1.316137494,3.016392552
3.085,1.315969127,3.016257387
3.086,1.315812877,3.016153283
3.087,1.315610926,3.016286711
3.088,1.315552327,3.016467533
3.089,1.315338534,3.0165505
3.09,1.315271516,3.01663657
3.091,1.315218363,3.016680014
3.092,1.31516554,3.016639073
3.093,1.315181736,3.016756079
3.094,1.315111682,3.016850158
3.095,1.314915376,3.017049704
3.096,1.314669046,3.017345214
3.097,1.314422315,3.017654917
3.098,1.314239817,3.017907136
3.099,1.314016328,3.017981748
3.1,1.313678282,3.017788972
3.101,1.313609964,3.018139845
3.102,1.313602087,3.018541208
3.103,1.313609085,3.018747531
3.104,1.313520827,3.01887907
3.105,1.313605122,3.019118089
3.106,1.313589177,3.019371485
3.107,1.313677233,3.019499817
3.108,1.313728701,3.019792414
3.109,1.313787605,3.019945004
3.11,1.313803003,3.020177074
3.111,1.313793526,3.02035744
3.112,1.313762272,3.020539126
3.113,1.313772702,3.020602448
3.114,1.313767994,3.020804524
3.115,1.313784872,3.021010025
3.116,1.313884749,3.021286129
3.117,1.313908511,3.021179536
3.118,1.31409276,3.021174684
3.119,1.314257987,3.021132759
3.12,1.314352851,3.021441461
3.121,1.314501383,3.021542159
3.122,1.314573712,3.021617158
3.123,1.314772323,3.02195508
3.124,1.314865453,3.021989079
3.125,1.314997808,3.022137018
3.126,1.31505722,3.022555205
3.127,1.314921987,3.023100502
3.128,1.314984281,3.023494498
3.129,1.315135508,3.02375728
3.13,1.315130424,3.023886683
3.131,1.315392658,3.023885738
3.132,1.315521058,3.023843492
3.133,1.315532555,3.023852885
3.134,1.315656199,3.023865737
3.135,1.315691752,3.024014714
3.136,1.315679681,3.024181382
3.137,1.315640965,3.024311764
3.138,1.31557074,3.02444428
3.139,1.315517645,3.024461014
3.14,1.315495706,3.024631699
3.141,1.315530941,3.024906819
3.142,1.315544387,3.024964151
3.143,1.315486987,3.024966763
3.144,1.315421616,3.024938471
3.145,1.315426247,3.024786041
3.146,1.315414233,3.02465105
3.147,1.315528217,3.0245308
3.148,1.315623488,3.024652126
3.149,1.315660733,3.024839416
3.15,1.315816802,3.024746409
3.151,1.315985183,3.024941704
3.152,1.316110359,3.025088398
3.153,1.316181688,3.025246104
3.154,1.316202591,3.02551688
3.155,1.316295991,3.025650042
3.156,1.316375926,3.02577194
3.157,1.316463145,3.026078597
3.158,1.316594274,3.026444617
3.159,1.31668152,3.026964019
3.16,1.316773087,3.027491107
3.161,1.316811505,3.027703104
3.162,1.316773869,3.027693783
3.163,1.316778896,3.027800532
3.164,1.316854597,3.027905561
3.165,1.316851729,3.027777069
3.166,1.316862671,3.027898581
3.167,1.316934803,3.027989768
3.168,1.316819478,3.027990727
3.169,1.316976181,3.028116518
3.17,1.317024325,3.028310588
3.171,1.3169447,3.02841831
3.172,1.317095279,3.028499234
3.173,1.317019617,3.028461852
3.174,1.317164479,3.028348818
3.175,1.317122326,3.028350666
3.176,1.317170894,3.02836178
3.177,1.317206315,3.028439365
3.178,1.31723954,3.028431466
3.179,1.317391635,3.028580466
3.18,1.317342243,3.028550603
3.181,1.317380279,3.028668225
3.182,1.317445642,3.028892658
3.183,1.317475546,3.02889948
3.184,1.317496007,3.028903017
3.185,1.317420886,3.028763209
3.186,1.31759174,3.028790559
3.187,1.317741568,3.029075378
3.188,1.317807823,3.029173876
3.189,1.318011431,3.029173669
3.19,1.318099253,3.029192782
3.191,1.318134293,3.029234499
3.192,1.318171948,3.029201715
3.193,1.318154162,3.029246648
3.194,1.318035102,3.029409974
3.195,1.317998608,3.029614078
3.196,1.317975785,3.029677807
3.197,1.318024864,3.029863058
3.198,1.318054137,3.029920972
3.199,1.318121838,3.029842109
3.2,1.318303242,3.030005376
3.201,1.318332489,3.030181737
3.202,1.318511018,3.030134156
3.203,1.318704406,3.030265963
3.204,1.318882785,3.030355199
3.205,1.319062005,3.030550727
3.206,1.319222141,3.030673516
3.207,1.319370196,3.03085224
3.208,1.319499962,3.03098155
3.209,1.319636832,3.031119667
3.21,1.319780988,3.031093207
3.211,1.319872664,3.03117494
3.212,1.320023607,3.031406714
3.213,1.320095387,3.03158175
3.214,1.320216966,3.031666577
3.215,1.320317567,3.031706417
3.216,1.320445634,3.031710213
3.217,1.320614349,3.031757618
3.218,1.320697025,3.031862326
3.219,1.320833306,3.031882385
3.22,1.320898964,3.031842103
3.221,1.320855979,3.031860058
3.222,1.320849963,3.031903083
3.223,1.321023697,3.032098171
3.224,1.321067456,3.032038479
3.225,1.321055172,3.032101273
3.226,1.321114367,3.032259418
3.227,1.321180239,3.032362157
3.228,1.321162551,3.032394195
3.229,1.321305702,3.032419887
3.23,1.321370455,3.032573943
3.231,1.321411325,3.032630718
3.232,1.32160701,3.032647485
3.233,1.32178005,3.032601466
3.234,1.321950586,3.032556728
3.235,1.322115363,3.032460466
3.236,1.322319422,3.032417652
3.237,1.322441322,3.032409904
3.238,1.322550543,3.032303707
3.239,1.322759658,3.032266362
3.24,1.322871582,3.032077728
3.241,1.32295517,3.032080102
3.242,1.32315774,3.032002289
3.243,1.323306655,3.031853217
3.244,1.323397849,3.031643399
3.245,1.323409007,3.031582741
3.246,1.323578679,3.031397442
3.247,1.323616348,3.031157452
3.248,1.323535698,3.030956593
3.249,1.323736447,3.030787731
3.25,1.323755245,3.030701722
3.251,1.323803616,3.030557295
3.252,1.323889073,3.030401115
3.253,1.324071907,3.030292756
3.254,1.324267898,3.030152665
3.255,1.324462497,3.02984426
3.256,1.324663301,3.029571554
3.257,1.32481504,3.029470795
3.258,1.325043592,3.029377759
3.259,1.325227692,3.029300988
3.26,1.325384083,3.029295626
3.261,1.32540834,3.02920046
3.262,1.325612537,3.029166996
3.263,1.325782168,3.029133415
3.264,1.325866331,3.029148017
3.265,1.326089822,3.029125238
3.266,1.326192598,3.029151134
3.267,1.32638789,3.028885672
3.268,1.326545081,3.028957123
3.269,1.326661197,3.028813447
3.27,1.326792875,3.028814347
3.271,1.32694049,3.028584213
3.272,1.327093876,3.028393754
3.273,1.327310838,3.028252167
3.274,1.327452366,3.028172071
3.275,1.327570047,3.027952359
3.276,1.327737402,3.02782324
3.277,1.327995644,3.027639788
3.278,1.328206912,3.027544832
3.279,1.32840906,3.02724444
3.28,1.328610309,3.027024515
3.281,1.328799025,3.026690146
3.282,1.328835534,3.026507842
3.283,1.328858124,3.026437533
3.284,1.32897757,3.026116582
3.285,1.328953794,3.02583169
3.286,1.328960116,3.025763921
3.287,1.329020381,3.025479673
3.288,1.329152206,3.025429539
3.289,1.329289908,3.025245359
3.29,1.329367306,3.0252646
3.291,1.329346862,3.025235181
3.292,1.329270849,3.025164281
3.293,1.329397161,3.025004352
3.294,1.329418199,3.024966661
3.295,1.329374214,3.024774709
3.296,1.329381719,3.024670461
3.297,1.329442328,3.024715916
3.298,1.329409481,3.024487467
3.299,1.329533905,3.024440523
3.3,1.329557964,3.024617552
3.301,1.329619343,3.024408768
3.302,1.329663097,3.02454795
3.303,1.329694993,3.024453532
3.304,1.329744311,3.024471201
3.305,1.329717998,3.024647852
3.306,1.32969848,3.02479679
3.307,1.329694327,3.024901916
3.308,1.329722505,3.02500235
3.309,1.329682711,3.025108447
3.31,1.329757859,3.025280633
3.311,1.329757472,3.025498376
3.312,1.329811653,3.025553044
3.313,1.329701294,3.025359408
3.314,1.329714395,3.025219355
3.315,1.329687629,3.025206394
3.316,1.329713438,3.025352207
3.317,1.329670225,3.02529536
3.318,1.329626462,3.025297155
3.319,1.32958861,3.025268158
3.32,1.329594977,3.025262975
3.321,1.329558448,3.025255629
3.322,1.329540105,3.025100534
3.323,1.329509798,3.025203452
3.324,1.329483926,3.025232057
3.325,1.329502649,3.025193312
3.326,1.329624868,3.025046577
3.327,1.329731099,3.02490515
3.328,1.329833304,3.024906984
3.329,1.329897875,3.025061759
3.33,1.3299509,3.025076618
3.331,1.329996854,3.024951236
3.332,1.330197594,3.024928666
3.333,1.330365093,3.024807475
3.334,1.33047468,3.024808779
3.335,1.330357022,3.024794779
3.336,1.330458841,3.024763392
3.337,1.330466557,3.024798316
3.338,1.330527626,3.024769098
3.339,1.330531839,3.024635148
3.34,1.33053695,3.024734518
3.341,1.330576946,3.024835883
3.342,1.330573886,3.024622945
3.343,1.330561814,3.024458664
3.344,1.330593487,3.024262349
3.345,1.330520448,3.02420022
3.346,1.330389505,3.024056553
3.347,1.330406338,3.023930969
3.348,1.330430766,3.023873911
3.349,1.330276967,3.023693729
3.35,1.330146304,3.023644773
3.351,1.329960365,3.023610907
3.352,1.32979709,3.0233708
3.353,1.329685222,3.023275987
3.354,1.329576063,3.023074517
3.355,1.329358346,3.022982547
3.356,1.329199101,3.02281426
3.357,1.32900806,3.022643233
3.358,1.329076538,3.022638824
3.359,1.328919349,3.022709786
3.36,1.328729066,3.022704488
3.361,1.328567226,3.022722074
3.362,1.328457496,3.022682379
3.363,1.328306313,3.022703124
3.364,1.328179909,3.022760611
3.365,1.328143418,3.022826628
3.366,1.328086664,3.022743724
3.367,1.327983274,3.022563389
3.368,1.327970079,3.022620462
3.369,1.327958484,3.022469283
3.37,1.32782472,3.022434941
3.371,1.327706351,3.022317471
3.372,1.327658578,3.022311734
3.373,1.327603314,3.022282371
3.374,1.327641696,3.022252123
3.375,1.327520542,3.022271536
3.376,1.327482468,3.022309588
3.377,1.327410724,3.022348613
3.378,1.327338077,3.022502106
3.379,1.32725515,3.022554194
3.38,1.327288954,3.02246884
3.381,1.327296659,3.022459552
3.382,1.327263282,3.022449025
3.383,1.327240607,3.02243763
3.384,1.327123062,3.022507308
3.385,1.32706998,3.02248841
3.386,1.327010027,3.022418545
3.387,1.326963992,3.022409961
3.388,1.326994985,3.022519353
3.389,1.327113593,3.022631482
3.39,1.32706025,3.02266807
