Pose/Time (ns),ZINC000100299612: PersScore 0.024 PoseScore 3.319 DockingScore -9.735,GTP: PersScore 0.214 PoseScore 1.633 DockingScore -15.753,ZINC000003932191: PersScore 0.452 PoseScore 1.419 DockingScore -13.397,ZINC000077301904 PersScore 0.536 PoseScore 2.553 DockingScore -13.363,ZINC000003830434 PersScore 0.313 PoseScore 1.972 DockingScore -9.597,ZINC000004215255 PersScore 0.445 PoseScore 2.772 DockingScore -13.930,ZINC000095615286 PersScore 0.229 PoseScore 2.699 DockingScore -12.759,ZINC000150374455 PersScore 0.209 PoseScore 3.062 DockingScore -13.887,ZINC000008655696 PersScore 0.042 PoseScore 3.214 DockingScore -14.072
2.794,2.338874888,0.92592127,1.321131037,1.500408487,1.44170691,1.931689248,1.495885438,2.051839897,1.385824902
2.795,2.338972195,0.926008045,1.321094318,1.50027914,1.441951812,1.93202801,1.496043419,2.052486547,1.385915545
2.796,2.338731875,0.926073757,1.320905306,1.500256149,1.442322994,1.932304777,1.496234341,2.052949601,1.385985751
2.797,2.338136962,0.926073305,1.321008185,1.500318584,1.442588793,1.932593962,1.49647674,2.053493788,1.386047352
2.798,2.337782155,0.92611377,1.321121687,1.500183538,1.442978174,1.932935554,1.496627296,2.053992561,1.386219975
2.799,2.337562104,0.92611799,1.321108683,1.500113762,1.443190643,1.933184156,1.496931834,2.054318882,1.386472114
2.8,2.337598265,0.926111952,1.321102787,1.499925852,1.443510105,1.933250204,1.497366617,2.054762713,1.386552429
2.801,2.337430029,0.926231336,1.321172109,1.499744857,1.443843923,1.933479583,1.497585215,2.05521608,1.386608414
2.802,2.336912054,0.92627028,1.321103887,1.499548467,1.444281975,1.933704598,1.497870598,2.055776917,1.386644309
2.803,2.336656919,0.92626145,1.321083253,1.499414719,1.444764439,1.933981148,1.498077759,2.056398243,1.386867858
2.804,2.336567808,0.926332936,1.320995954,1.499192452,1.445046885,1.934155822,1.498358225,2.056717905,1.386921949
2.805,2.336447381,0.926290153,1.321066438,1.499015967,1.445199041,1.9344232,1.498536552,2.057457588,1.387120296
2.806,2.335997534,0.926252285,1.321103914,1.49883642,1.445395683,1.934715346,1.49871566,2.058162237,1.387111411
2.807,2.335813232,0.926254504,1.321031309,1.498759692,1.445710328,1.934940306,1.499016561,2.059002705,1.387289373
2.808,2.335488785,0.926316116,1.321072739,1.498702693,1.445959002,1.935704444,1.499161863,2.059762517,1.387415876
2.809,2.334945393,0.926360939,1.32102429,1.498536613,1.446388827,1.935978768,1.49935271,2.06009468,1.387464231
2.81,2.335022388,0.926371693,1.320878578,1.498431746,1.446793418,1.936661214,1.499469992,2.060480689,1.38749382
2.811,2.335213663,0.926427256,1.320817673,1.498328646,1.447159666,1.93702736,1.499581938,2.060933364,1.387398647
2.812,2.335514871,0.926521369,1.320966785,1.498191049,1.447528706,1.937585706,1.499849532,2.061506597,1.387351009
2.813,2.335233008,0.926635132,1.320820672,1.497928119,1.447825963,1.938077262,1.500011064,2.061876266,1.387474585
2.814,2.335521069,0.926785162,1.32081713,1.497765929,1.448217151,1.938941514,1.500230249,2.062345143,1.387455198
2.815,2.335400428,0.926832288,1.320813344,1.497590698,1.448502721,1.939462018,1.500392439,2.063060482,1.387619057
2.816,2.335222648,0.926946072,1.320740415,1.4973992,1.448783525,1.939931801,1.500651726,2.063358646,1.387724154
2.817,2.334938227,0.927127788,1.320636561,1.497361016,1.448940882,1.940084799,1.500832726,2.063586768,1.387875529
2.818,2.334616594,0.927189051,1.320481212,1.497252304,1.449287204,1.940240633,1.50103314,2.06424121,1.387867172
2.819,2.334434173,0.927235777,1.32044604,1.497155231,1.449568081,1.940708442,1.501208931,2.064962094,1.387980395
2.82,2.334010455,0.927325789,1.320268319,1.496892898,1.449819262,1.940812494,1.501368797,2.065707293,1.388207518
2.821,2.333353584,0.927364309,1.320140919,1.496790734,1.450086111,1.941060195,1.501537297,2.066466664,1.388483102
2.822,2.332627851,0.927512528,1.32003872,1.496735732,1.450406427,1.941219956,1.501724946,2.067162345,1.388837866
2.823,2.33247702,0.927633617,1.320004624,1.496636819,1.450721712,1.941244694,1.501937831,2.067903454,1.388913073
2.824,2.331956754,0.927803578,1.319980809,1.496558972,1.451217543,1.941321195,1.502149594,2.068950634,1.389034344
2.825,2.331733684,0.92789219,1.319993712,1.496491105,1.451644391,1.941434987,1.502297017,2.069816459,1.389250293
2.826,2.331681413,0.928042748,1.320130208,1.496492681,1.452067001,1.941748671,1.50252623,2.070539906,1.389454424
2.827,2.331315281,0.92814671,1.320250206,1.496411395,1.45242441,1.942026714,1.5027503,2.071179022,1.389797154
2.828,2.33086551,0.928270708,1.320363234,1.496303505,1.452766871,1.942226048,1.502863913,2.072266211,1.390376961
2.829,2.330924826,0.928319331,1.320376731,1.49620433,1.453120799,1.942403732,1.503179401,2.073025166,1.390635414
2.83,2.33066294,0.928375765,1.320360493,1.496149351,1.453578797,1.942485365,1.503368944,2.07396617,1.390751739
2.831,2.330532214,0.928489453,1.320423975,1.496125447,1.45384162,1.942593218,1.503625461,2.074586949,1.390921318
2.832,2.330301382,0.928599135,1.320483942,1.496007458,1.454115044,1.942877908,1.503829554,2.075350234,1.3910574
2.833,2.330418926,0.928726263,1.320313835,1.495897025,1.454604993,1.943045603,1.503963972,2.075891599,1.391114107
2.834,2.330198881,0.928814821,1.320093022,1.495825052,1.454965324,1.943185868,1.504081077,2.076339747,1.391089959
2.835,2.32991539,0.92893293,1.319910663,1.495718804,1.455312814,1.943357488,1.504244856,2.076901712,1.39119848
2.836,2.329674628,0.929037653,1.319818608,1.495614277,1.455654917,1.943658138,1.504567321,2.077347591,1.391379572
2.837,2.329647895,0.929105576,1.319881236,1.495677026,1.455961331,1.944167464,1.504894035,2.077833439,1.391590612
2.838,2.330143072,0.92923515,1.319945091,1.495664985,1.456324622,1.944499854,1.505299596,2.078391741,1.391925764
2.839,2.330049673,0.929301021,1.319915361,1.495514756,1.456617891,1.944621029,1.50552824,2.07877708,1.392277382
2.84,2.329967114,0.929428397,1.319769459,1.495350727,1.457065339,1.944712844,1.505750562,2.079282892,1.392540717
2.841,2.330363683,0.929499986,1.319612583,1.495118294,1.457419856,1.944991048,1.506077345,2.08009061,1.392715953
2.842,2.330408333,0.929556946,1.319516952,1.494903458,1.457705818,1.945221267,1.506299214,2.080672127,1.392844139
2.843,2.330420516,0.929683716,1.319368991,1.494664416,1.458065413,1.945445737,1.50649228,2.081466017,1.393216489
2.844,2.330375176,0.929771221,1.319099447,1.494405089,1.458506535,1.945699372,1.506806426,2.082200128,1.393310978
2.845,2.330526863,0.929880523,1.318903056,1.494200437,1.458910396,1.945947816,1.507064403,2.08279232,1.393471455
2.846,2.329779693,0.930021774,1.318881057,1.493964132,1.459248594,1.946192305,1.5074086,2.083353978,1.393608142
2.847,2.329908184,0.93014624,1.318815887,1.493719253,1.459606972,1.946169418,1.507793644,2.083850546,1.39380682
2.848,2.329839201,0.930277158,1.318798096,1.493538883,1.459898725,1.94643084,1.507941179,2.08441373,1.393874646
2.849,2.329743377,0.930406141,1.318869223,1.4932869,1.460192959,1.946749754,1.508123018,2.084817017,1.394009088
2.85,2.329929811,0.930515493,1.318806562,1.493147969,1.460443351,1.94678643,1.508355495,2.085190559,1.394104906
2.851,2.329644407,0.930659932,1.318865551,1.492861254,1.460828489,1.946899724,1.508501873,2.085655306,1.394150626
2.852,2.329508563,0.930805649,1.318894411,1.492464537,1.461187757,1.947088917,1.508697777,2.086141301,1.394164004
2.853,2.329102854,0.930934012,1.318869306,1.4921936,1.461471701,1.947078107,1.508932611,2.086608215,1.394068093
2.854,2.329352044,0.931058258,1.318992312,1.491836749,1.461863507,1.947177562,1.509185472,2.087055597,1.394111085
2.855,2.329362942,0.931186022,1.318995321,1.491557803,1.462178476,1.947256214,1.509348407,2.087233847,1.394314474
2.856,2.329482127,0.931338207,1.319230716,1.491214032,1.462324528,1.947224744,1.50957995,2.087558746,1.394396326
2.857,2.329338423,0.931487061,1.319411511,1.490950945,1.462568121,1.947362682,1.509857002,2.088010473,1.39446114
2.858,2.329163274,0.931646799,1.319651713,1.490780886,1.46281667,1.948171228,1.510103192,2.088481365,1.394710757
2.859,2.329239046,0.931828832,1.319746741,1.490676674,1.463094273,1.948234661,1.510415682,2.089106583,1.394969249
2.86,2.32848839,0.93197066,1.319988523,1.490304666,1.463376733,1.948438432,1.510692891,2.089403824,1.395153066
2.861,2.328175051,0.932109741,1.319998722,1.490014131,1.463612545,1.948438028,1.510949163,2.0896548,1.395487408
2.862,2.328225074,0.932249917,1.320079452,1.489826283,1.463723822,1.948528233,1.5112023,2.090066987,1.395874706
2.863,2.327920469,0.932372958,1.320155767,1.489600657,1.464106818,1.948524191,1.511451737,2.090517025,1.396221691
2.864,2.327674645,0.932502251,1.320147421,1.489489813,1.464437172,1.948598924,1.511665553,2.090764098,1.396374975
2.865,2.32756116,0.932648078,1.320212116,1.489293531,1.464741324,1.948690857,1.512032857,2.09101155,1.396786622
2.866,2.327378575,0.932772705,1.320292969,1.48925396,1.464958697,1.948790766,1.512287155,2.091234229,1.396944144
2.867,2.327404215,0.932954165,1.320446009,1.48905895,1.465189777,1.948891682,1.512537126,2.091357536,1.397027682
2.868,2.327143576,0.933159797,1.320629661,1.488927286,1.465451092,1.948788861,1.512848508,2.091452106,1.397236895
2.869,2.327027041,0.933316731,1.320654768,1.488699174,1.465802484,1.948749807,1.513070922,2.091444351,1.397351223
2.87,2.326556424,0.933474587,1.320592835,1.48848133,1.465949284,1.948801255,1.513289511,2.091625049,1.397417917
2.871,2.326446881,0.933622771,1.320581531,1.488239665,1.466372302,1.948835395,1.513581827,2.091687952,1.397483865
2.872,2.326444582,0.933643745,1.32064103,1.488077395,1.466550788,1.948886765,1.513902431,2.091782004,1.39740622
2.873,2.326658389,0.933775603,1.320732639,1.487914048,1.46697567,1.949131498,1.514141574,2.092066712,1.397550057
2.874,2.326463455,0.933915749,1.320758683,1.487805804,1.467238424,1.949291326,1.514379974,2.092487616,1.397637872
2.875,2.326434386,0.933986512,1.320749902,1.487790415,1.467552847,1.949463747,1.514589715,2.092827714,1.397804198
2.876,2.326144201,0.93406804,1.320836312,1.487597541,1.467861827,1.949438228,1.514857448,2.093022737,1.397823305
2.877,2.325473137,0.934201001,1.32090212,1.487494547,1.468045012,1.949462267,1.515146853,2.093290462,1.398023652
2.878,2.32546445,0.934268033,1.320941046,1.487373806,1.468092077,1.949451236,1.515451188,2.093693773,1.398123843
2.879,2.325333925,0.934405945,1.320994134,1.487226032,1.468200188,1.949491434,1.515688625,2.093966267,1.398377253
2.88,2.32472708,0.934465679,1.320997762,1.487057705,1.468573045,1.949595057,1.516106237,2.094241685,1.398592512
2.881,2.324746823,0.934503959,1.321022285,1.486839573,1.468941653,1.949771045,1.516340213,2.094524685,1.398626772
2.882,2.324515765,0.934581937,1.321063293,1.486746109,1.469157554,1.949847075,1.516603484,2.09467986,1.398628476
2.883,2.324668059,0.934646659,1.320990735,1.486438479,1.469415119,1.949817089,1.517076787,2.09495747,1.398659852
2.884,2.324328543,0.934690461,1.321013647,1.486386683,1.469808629,1.949884056,1.517416925,2.095288237,1.398744271
2.885,2.323871296,0.93491326,1.320884032,1.486390361,1.470193145,1.950017818,1.517706204,2.095499338,1.398867359
2.886,2.323515242,0.935101268,1.32086196,1.486264258,1.470593372,1.950176338,1.518008611,2.095584277,1.398959871
2.887,2.323519216,0.935286129,1.320787737,1.486172257,1.470778251,1.950245623,1.518309624,2.09576207,1.39913342
2.888,2.323045534,0.935429905,1.320683144,1.486047498,1.471204763,1.950330225,1.518568836,2.095858692,1.399226926
2.889,2.322825348,0.935694526,1.320563614,1.48603165,1.471685841,1.950527793,1.519092446,2.096043656,1.399369223
2.89,2.322369628,0.935895626,1.320470818,1.486008527,1.472102139,1.950503279,1.519426077,2.096228758,1.399526651
2.891,2.32245295,0.936132357,1.320440097,1.485982521,1.4725023,1.950703649,1.519700928,2.096623281,1.399952296
2.892,2.322272898,0.936305844,1.320323538,1.485968249,1.472732905,1.950754965,1.519977973,2.097057835,1.400288066
2.893,2.322075277,0.93650691,1.320265016,1.485872578,1.472977687,1.950783275,1.520275666,2.097277228,1.400372964
2.894,2.32144506,0.936761542,1.32023652,1.485671798,1.473264742,1.950721088,1.520579794,2.097542035,1.400401545
2.895,2.320899334,0.936816958,1.320192194,1.48544716,1.473494461,1.950729412,1.520900554,2.0976631,1.400474291
2.896,2.320464397,0.936955113,1.320232472,1.485252921,1.473751322,1.950636053,1.521287127,2.097778293,1.400617731
2.897,2.320502112,0.937124745,1.320359658,1.485050785,1.474051777,1.950508638,1.521564033,2.097977577,1.400580668
2.898,2.320440184,0.937289776,1.320391233,1.484856613,1.474460829,1.950380402,1.521872718,2.098290012,1.400545592
2.899,2.32031289,0.937425361,1.320414106,1.484654984,1.474793498,1.950350509,1.522077773,2.098593409,1.400626219
2.9,2.320290001,0.937517678,1.320347623,1.484521156,1.475040274,1.950306286,1.5222826,2.098968584,1.400681467
2.901,2.320312011,0.937666345,1.320406875,1.484350691,1.475386596,1.950214433,1.522571509,2.099177841,1.400568284
2.902,2.320298034,0.93783056,1.320433891,1.4841431,1.475713473,1.950247884,1.523011807,2.099459336,1.40062465
2.903,2.320176224,0.937958269,1.320407357,1.484010423,1.476105424,1.950340255,1.523313466,2.099493784,1.401400803
2.904,2.32034565,0.938157648,1.320344361,1.483891064,1.476451199,1.950434276,1.523708362,2.099618161,1.401536908
2.905,2.320100818,0.938308807,1.320297157,1.483845318,1.4768324,1.950494634,1.523925926,2.099704394,1.401508559
2.906,2.319988032,0.938459306,1.320511719,1.483654901,1.477189626,1.950531767,1.524099979,2.099960358,1.40151191
2.907,2.319831616,0.938653556,1.320727194,1.483436972,1.477450829,1.950646968,1.524380271,2.100200195,1.401852172
2.908,2.319268988,0.938867839,1.320731616,1.483253742,1.477734926,1.950751483,1.524709679,2.100554013,1.40188284
2.909,2.319246326,0.938987159,1.320620872,1.483043056,1.478032583,1.950870002,1.525074719,2.100683789,1.402028552
2.91,2.318846887,0.939232532,1.32071868,1.482856164,1.478263445,1.950961656,1.52542447,2.100805824,1.40217587
2.911,2.318335372,0.939395808,1.32083375,1.482705769,1.478531815,1.951053931,1.525799184,2.100945077,1.402366192
2.912,2.318270644,0.939526364,1.320760134,1.482635246,1.478793918,1.951210416,1.526162508,2.10117925,1.402576605
2.913,2.317821837,0.939638322,1.320634207,1.482583178,1.47913838,1.9513064,1.526383138,2.101250025,1.402629848
2.914,2.317552871,0.939825874,1.320658238,1.482424137,1.479521906,1.95147843,1.526874817,2.101457008,1.402687875
2.915,2.317153013,0.939935518,1.320664691,1.482335513,1.479955321,1.951728786,1.527430848,2.10163874,1.402849428
2.916,2.316715312,0.940058429,1.320723157,1.482225662,1.480317887,1.9520457,1.527881073,2.101687189,1.402842639
2.917,2.31622627,0.94018101,1.320784739,1.482036205,1.480783768,1.952274761,1.528227926,2.101803731,1.402926771
2.918,2.316019708,0.940317717,1.320708154,1.482066069,1.481039556,1.952562592,1.528737163,2.101959601,1.403200828
2.919,2.31552937,0.940414395,1.320605631,1.481918491,1.481236614,1.952572411,1.529187377,2.102592237,1.40338933
2.92,2.315351409,0.940513909,1.320593189,1.48182695,1.481461248,1.952658636,1.529639963,2.102725116,1.40403596
2.921,2.315036126,0.940623379,1.320565328,1.481679581,1.481738452,1.952786807,1.529986503,2.103037937,1.404152285
2.922,2.314409473,0.940737219,1.320619779,1.481591887,1.481999837,1.952857371,1.530511807,2.10396725,1.404231087
2.923,2.314377634,0.940884392,1.320662947,1.481429245,1.482347061,1.953053699,1.530838617,2.105103906,1.404342889
2.924,2.314280895,0.941004885,1.320739889,1.481203196,1.482800937,1.953195696,1.531337716,2.105265782,1.4044891
2.925,2.313942036,0.941098347,1.320876916,1.4810448,1.483169533,1.953306844,1.531781969,2.105356237,1.404548766
2.926,2.314057864,0.941189279,1.320877663,1.48106575,1.483479993,1.953425643,1.532309468,2.105409438,1.404671354
2.927,2.314021386,0.941292851,1.320949638,1.481064111,1.483892678,1.953524347,1.53260188,2.105590596,1.404645887
2.928,2.314095678,0.941396131,1.321064939,1.480904244,1.48421986,1.953602579,1.532943608,2.10563028,1.404722545
2.929,2.313971363,0.941561438,1.321118373,1.480655061,1.484583076,1.953687241,1.533348829,2.105696301,1.404907982
2.93,2.313757423,0.941669257,1.321227865,1.480466085,1.484897358,1.953781215,1.533805016,2.106013055,1.405055913
2.931,2.313841226,0.941768691,1.321300816,1.480186496,1.48526314,1.953801602,1.534183287,2.106135309,1.405152502
2.932,2.31428619,0.941887985,1.321475687,1.480012212,1.485590833,1.953893254,1.534548354,2.106346735,1.405569679
2.933,2.314340015,0.941979068,1.321694118,1.47974482,1.48578464,1.954014632,1.535020538,2.106444976,1.406800755
2.934,2.31394086,0.942108941,1.321764469,1.47943371,1.486017947,1.954107095,1.535469987,2.106567287,1.407090105
2.935,2.31379113,0.942225449,1.321837927,1.479241235,1.486280244,1.954236801,1.535959127,2.107087814,1.407247358
2.936,2.313553484,0.942352611,1.321838341,1.479015812,1.486440611,1.95432128,1.536459063,2.107269627,1.407442879
2.937,2.313161611,0.942471474,1.321792677,1.47876816,1.486814224,1.954405049,1.537011678,2.107240287,1.407531003
2.938,2.312576678,0.942572614,1.321781704,1.478504619,1.487003445,1.95450421,1.537363569,2.10733858,1.407617597
2.939,2.312009265,0.94278363,1.321833834,1.478409159,1.487407083,1.954498864,1.537833227,2.107458503,1.407686078
2.94,2.312007055,0.942983346,1.321685447,1.478271531,1.487844858,1.954638985,1.538393564,2.107598242,1.407799149
2.941,2.311650113,0.94315822,1.321487086,1.478210238,1.488257601,1.95471334,1.53882666,2.107796725,1.407948704
2.942,2.310930454,0.943379547,1.321384455,1.477997371,1.488533758,1.954858434,1.539297603,2.107812093,1.408088937
2.943,2.310428984,0.943602292,1.321317302,1.477660244,1.488870438,1.955027504,1.539902987,2.108252118,1.408601873
2.944,2.310170857,0.943772996,1.321227432,1.477380713,1.489099945,1.955161765,1.540274398,2.108385915,1.408714756
2.945,2.309757243,0.943927833,1.321191087,1.477038901,1.489297409,1.955400188,1.540700722,2.108448649,1.40886232
2.946,2.309017962,0.944073347,1.321277752,1.476754941,1.489438464,1.95559635,1.541206418,2.10855385,1.409047389
2.947,2.308717793,0.944193429,1.321209928,1.476595409,1.48974988,1.955724116,1.541709371,2.108952838,1.409208544
2.948,2.308634744,0.94434644,1.321263252,1.476230461,1.489951386,1.955767632,1.54228246,2.109106624,1.409328349
2.949,2.308334014,0.944438439,1.32126982,1.476076918,1.490125533,1.955843697,1.542726314,2.109705143,1.409770465
2.95,2.308044459,0.944630738,1.321288782,1.475749355,1.490387906,1.955931534,1.543229111,2.109879072,1.409991575
2.951,2.307626002,0.944766831,1.321211945,1.475377461,1.490648528,1.956086452,1.54369444,2.11002894,1.410081421
2.952,2.307256885,0.944852442,1.321162971,1.474991685,1.490809119,1.956307501,1.544331448,2.110202908,1.410273525
2.953,2.307201415,0.945014818,1.32108218,1.474790214,1.490932493,1.956498731,1.54487708,2.110345283,1.410386232
2.954,2.306811578,0.945128505,1.321022721,1.474519597,1.490954668,1.956653487,1.545507801,2.110465386,1.410520727
2.955,2.306538284,0.945244449,1.321096868,1.474374138,1.491019575,1.956752392,1.545917254,2.110986682,1.410987203
2.956,2.306120704,0.94538112,1.321038296,1.474163305,1.491157536,1.956745865,1.546447319,2.11118787,1.411105227
2.957,2.305644511,0.945447228,1.320993144,1.473963342,1.491317608,1.956973007,1.547003707,2.111503827,1.411664517
2.958,2.305178902,0.945520646,1.320920898,1.473643005,1.491483112,1.957135876,1.547631687,2.111889419,1.411801088
2.959,2.304878526,0.945547295,1.320906321,1.473285188,1.491674573,1.957474494,1.548082998,2.112136014,1.411911133
2.96,2.304675334,0.945583468,1.320955423,1.47298112,1.491858121,1.957617442,1.548642687,2.112201587,1.411941862
2.961,2.304640452,0.945741056,1.320895855,1.472625477,1.491976386,1.957826199,1.549264746,2.112487454,1.411924958
2.962,2.304815851,0.945801972,1.320918943,1.472332723,1.492149169,1.958027465,1.549714706,2.112850395,1.412134049
2.963,2.304530099,0.945842558,1.320927301,1.471949621,1.492375001,1.958205715,1.550285936,2.113027383,1.412123739
2.964,2.304440094,0.945962307,1.320838108,1.47175862,1.492611135,1.958401149,1.550653702,2.113276171,1.41204528
2.965,2.304244874,0.94610545,1.320717326,1.471470198,1.492814603,1.958607548,1.551141913,2.113291902,1.412091008
2.966,2.304114848,0.946153925,1.320590292,1.471067889,1.493013507,1.958783148,1.551579862,2.113440644,1.412216089
2.967,2.304114539,0.94618734,1.320482755,1.470878908,1.493289696,1.95883621,1.551840841,2.113812309,1.412564092
2.968,2.304076111,0.946250905,1.320495896,1.470560944,1.493477476,1.958979632,1.552328784,2.11394676,1.412746796
2.969,2.303665861,0.946298494,1.320402677,1.470231069,1.493740366,1.959025111,1.552676631,2.11406123,1.412871333
2.97,2.303522525,0.946326011,1.320336597,1.470126008,1.493963815,1.959154058,1.552930659,2.114045947,1.413253675
2.971,2.303419537,0.946374375,1.320225694,1.470063805,1.494137409,1.959376152,1.553349332,2.114144239,1.413332692
2.972,2.303049251,0.946421169,1.32018668,1.469885088,1.49435101,1.959501948,1.553587765,2.114124321,1.413409827
2.973,2.303109167,0.946489217,1.320144555,1.469801179,1.494623814,1.959545221,1.553866021,2.114138731,1.41354714
2.974,2.302960916,0.946542775,1.320146646,1.46971511,1.494750306,1.959557301,1.554150145,2.114317316,1.413719566
2.975,2.302579538,0.946587897,1.320087364,1.469670975,1.494882079,1.959680379,1.554437284,2.114559939,1.413818133
2.976,2.302107505,0.946635028,1.320076921,1.469384283,1.494904993,1.959768473,1.554717694,2.114731276,1.414105991
2.977,2.302011802,0.946693247,1.320035017,1.46916465,1.494918981,1.959758258,1.555021118,2.114915314,1.414576209
2.978,2.301797512,0.946744699,1.320063526,1.468941212,1.494965841,1.95972173,1.555354146,2.115237291,1.414647262
2.979,2.301645941,0.946812751,1.319989237,1.468957907,1.495246298,1.95963591,1.55593539,2.115523066,1.414713424
2.98,2.301571912,0.946897789,1.319920323,1.468900835,1.495377864,1.959672514,1.556242566,2.115821294,1.414885171
2.981,2.301565291,0.947039939,1.319835503,1.468872237,1.495558992,1.959729187,1.556955382,2.116412674,1.414979686
2.982,2.301482548,0.947108458,1.319853207,1.468861856,1.49571252,1.959917633,1.557470114,2.116743129,1.415051175
2.983,2.301571118,0.947172696,1.319679091,1.468777092,1.495757324,1.960146605,1.557891021,2.117413215,1.415112061
2.984,2.301407868,0.947224748,1.319598502,1.468661573,1.495853543,1.960241862,1.558415019,2.117916173,1.415186788
2.985,2.301168805,0.947278234,1.319576434,1.4684243,1.496055139,1.960433589,1.55885521,2.118499789,1.415315059
2.986,2.301043507,0.947323794,1.319485146,1.468384682,1.496190068,1.960694418,1.559205476,2.118885158,1.415414342
2.987,2.300911063,0.947365181,1.319435219,1.468372047,1.496266134,1.960819969,1.559639957,2.119362024,1.415680576
2.988,2.300778233,0.947425138,1.319311529,1.468312162,1.496361436,1.960950927,1.560068009,2.120028643,1.415946097
2.989,2.30074118,0.947400745,1.319182815,1.468079133,1.496584408,1.961075483,1.560626723,2.120334388,1.416024383
2.99,2.300520046,0.94748419,1.319046161,1.467836633,1.496871941,1.961064796,1.56117374,2.120828199,1.4162667
2.991,2.300150931,0.94756925,1.318810145,1.467735522,1.497014007,1.961082199,1.561726655,2.121337346,1.416526709
2.992,2.299961513,0.947629388,1.318660126,1.467746771,1.497331075,1.961005377,1.562238167,2.121644267,1.416730327
2.993,2.299788591,0.94771525,1.318538975,1.467650812,1.497666031,1.960922012,1.562697251,2.12188487,1.416873605
2.994,2.299724863,0.94780175,1.318348631,1.467657294,1.498054073,1.961086235,1.563277195,2.122273603,1.417037349
2.995,2.299300871,0.947905476,1.318271021,1.467666958,1.498326939,1.961214946,1.563879749,2.122579345,1.41724161
2.996,2.299021448,0.947968555,1.318106744,1.467602084,1.498560468,1.961441398,1.564314388,2.12300577,1.417350704
2.997,2.298872459,0.948082906,1.318065266,1.46739848,1.498870513,1.961438657,1.564930002,2.123267959,1.417719349
2.998,2.298696059,0.948169004,1.317993715,1.467348906,1.498985251,1.961534044,1.565320575,2.123607108,1.417803097
2.999,2.29855768,0.948270626,1.31810804,1.467131906,1.499246876,1.961515121,1.565807838,2.123907378,1.418012328
3,2.298466905,0.948342495,1.318250494,1.467032782,1.49962701,1.961671728,1.566142718,2.124199122,1.418241253
3.001,2.297956332,0.948426969,1.31825841,1.466924799,1.499908327,1.961721342,1.566536851,2.124564413,1.418402541
3.002,2.297744201,0.94857735,1.318200067,1.466637996,1.500220524,1.961851182,1.567071354,2.124921154,1.418685949
3.003,2.297365329,0.948623168,1.318269152,1.466472999,1.500399378,1.961873239,1.567356212,2.125283631,1.418849272
3.004,2.297211967,0.948650376,1.318139466,1.466254373,1.500741563,1.962001039,1.567710893,2.125627455,1.419061721
3.005,2.296976288,0.948696679,1.31808798,1.466147183,1.500926568,1.962099705,1.568145965,2.125965647,1.419186863
3.006,2.297062718,0.948774485,1.318099405,1.466041544,1.501134625,1.962118637,1.568506444,2.126123022,1.419284363
3.007,2.2965738,0.948828828,1.317987651,1.46612805,1.501491132,1.962119713,1.568791353,2.126497617,1.419437211
3.008,2.29614119,0.94889231,1.317959786,1.466181937,1.501865797,1.962182893,1.569150568,2.126738739,1.419511313
3.009,2.295901799,0.948962498,1.317994607,1.466193382,1.502131187,1.962144243,1.569502912,2.12704454,1.419603887
3.01,2.295487219,0.949073289,1.318004732,1.46620328,1.502465754,1.962101399,1.569826623,2.12732272,1.419775833
3.011,2.295103468,0.949184077,1.317966078,1.466209565,1.502703098,1.962100441,1.57009502,2.127769778,1.420001684
3.012,2.294641371,0.949258436,1.317832363,1.466187281,1.502877073,1.962182059,1.570516183,2.128267658,1.420167221
3.013,2.294281206,0.949293537,1.317751808,1.466113021,1.50313224,1.962237786,1.57097941,2.128887659,1.420314411
3.014,2.293856301,0.94940887,1.317618008,1.46607841,1.503452977,1.962416991,1.571284153,2.129213409,1.420474998
3.015,2.293163937,0.949508686,1.317480657,1.466001599,1.50389502,1.962514307,1.571796288,2.129612071,1.420622301
3.016,2.29260316,0.94956661,1.317517918,1.465947492,1.504134767,1.96265037,1.572245006,2.129936813,1.421106096
3.017,2.292241103,0.949637514,1.317531124,1.465955233,1.504457434,1.962789765,1.572643062,2.13026378,1.421203141
3.018,2.292216911,0.949796361,1.31755329,1.465933798,1.504730765,1.962894365,1.573202415,2.130974535,1.42138864
3.019,2.29209748,0.949823488,1.317600382,1.465913204,1.504942989,1.963049548,1.573713617,2.131632185,1.421491562
3.02,2.291682465,0.949931545,1.317634856,1.465888547,1.505245759,1.963261746,1.574246093,2.132190582,1.421644751
3.021,2.291392766,0.950056501,1.317726443,1.465819807,1.505459003,1.963300786,1.574776927,2.132981932,1.421789826
3.022,2.290775716,0.95013798,1.317843072,1.465746126,1.50575537,1.963523528,1.575295106,2.133540725,1.422015046
3.023,2.290688152,0.950313618,1.317863425,1.465529813,1.506101449,1.963730339,1.575697638,2.134257045,1.422173526
3.024,2.290492298,0.950407066,1.317872873,1.465465961,1.506292216,1.963819765,1.576062828,2.134922323,1.422471078
3.025,2.290349248,0.950597347,1.317855208,1.465381859,1.506517165,1.963904681,1.576510296,2.135692966,1.422613859
3.026,2.29007245,0.950716473,1.317858029,1.465336795,1.506672717,1.964065127,1.576868857,2.136293982,1.422799043
3.027,2.28967415,0.950855954,1.317768621,1.46530259,1.506788774,1.964160703,1.577367317,2.136865453,1.422997109
3.028,2.289418826,0.951007571,1.31762679,1.465343796,1.506919186,1.964260861,1.577817362,2.137455583,1.423149335
