projection on eigenvector 1 (nm), projection on eigenvector 2 (nm)
-0.802, -1.628
-0.843, -1.765
-0.551, -1.976
-0.232, -2.420
-0.484, -2.139
-0.527, -1.748
-0.903, -1.522
-0.354, -1.593
-0.431, -1.547
-0.614, -1.782
-0.486, -1.213
-0.327, -1.841
-0.007, -1.988
0.064, -1.991
-0.666, -1.793
-0.618, -1.360
-0.390, -1.534
-0.289, -1.460
0.075, -1.396
0.124, -1.825
0.237, -1.704
0.300, -2.063
-0.926, -1.932
-1.014, -1.644
-0.666, -1.932
-1.377, -1.438
-1.557, -1.282
-1.332, -1.428
-1.175, -1.303
-0.623, -1.405
-0.700, -1.371
-0.944, -1.207
0.226, -2.236
-0.515, -1.658
-0.380, -1.369
-0.529, -1.526
-0.223, -1.492
-0.436, -1.227
-0.765, -1.148
-0.267, -1.436
-0.749, -0.981
