projection on eigenvector 1 (nm), projection on eigenvector 2 (nm)
2.074, 0.007
1.961, 0.426
2.135, 0.052
1.894, -0.336
2.024, -0.331
1.835, -0.503
1.880, -0.542
1.617, -0.579
1.788, -0.859
1.801, -0.558
1.817, -0.821
1.707, -0.676
1.632, -0.568
1.702, -0.542
2.172, -0.508
2.383, -0.188
1.858, -0.340
1.841, -0.531
2.242, -0.257
2.249, 0.028
2.114, -0.304
2.007, -0.337
1.921, -0.520
1.497, -0.391
1.185, -0.594
1.122, 0.016
1.364, -0.047
0.933, -0.303
1.273, 0.054
1.553, 0.055
1.493, 0.419
1.496, 0.675
1.428, 0.506
1.255, 0.587
0.699, 0.231
0.419, 0.338
0.560, 0.595
0.696, 0.387
0.616, 0.436
1.397, 0.858
1.883, 1.105
0.993, 0.920
1.328, 0.354
1.224, 0.482
1.501, 1.245
1.129, 0.977
1.379, 0.225
1.133, 0.055
1.331, 0.464
1.395, 0.552
1.397, 0.407
1.569, 0.163
1.464, 0.512
1.488, 0.776
1.950, 0.761
1.284, 0.280
1.630, 0.175
1.470, 0.377
1.599, 0.484
1.629, 0.469
1.237, 0.393
1.139, -0.114
0.790, -0.201
1.199, -0.195
1.242, -0.339
1.373, 0.235
1.210, 0.141
1.461, 0.584
1.193, -0.095
1.583, 0.200
1.356, -0.059
1.024, -0.256
1.330, -0.132
1.532, -0.037
1.355, -0.007
0.962, -0.385
1.316, 0.695
1.257, 0.366
0.760, 0.314
0.874, 0.184
0.556, 0.300
0.197, -0.589
0.636, 0.366
0.631, 0.036
0.469, -0.302
0.646, -0.107
1.434, 0.630
1.008, 0.554
0.426, -0.119
1.032, 0.386
0.526, 0.063
1.021, 0.168
1.010, 0.311
1.375, 0.382
1.698, 0.640
1.915, 0.386
1.810, 0.432
2.246, 0.466
2.192, 0.395
1.389, 0.333
1.376, 0.786
0.855, 0.140
1.204, 0.454
0.938, 0.263
1.497, 0.532
0.805, -0.085
0.847, 0.405
1.228, 0.635
0.963, 0.591
1.388, 0.903
1.686, 0.827
1.620, 0.344
1.591, 0.572
1.345, 0.070
1.485, -0.293
1.593, -0.144
1.131, -0.150
1.231, 0.166
1.313, 0.024
1.366, 0.153
1.392, 0.538
1.383, 0.326
1.103, 0.592
1.782, 1.269
1.312, 0.614
1.412, 0.809
1.454, 0.951
1.581, 1.100
1.072, 0.997
1.402, 0.857
1.075, 0.176
1.010, 0.071
0.940, -0.007
1.117, -0.075
1.350, 0.641
1.290, 0.340
1.154, 0.425
1.446, 0.985
1.058, 0.720
1.062, 0.616
0.735, 0.087
1.367, 0.430
1.356, 0.939
1.345, 0.412
1.165, 0.600
1.146, 0.459
1.551, 0.672
1.490, 0.788
1.208, 0.480
0.746, 0.265
0.677, 0.203
0.984, 0.466
0.474, 0.181
0.617, 0.138
0.134, 0.032
0.757, 0.252
0.343, -0.219
0.399, -0.321
0.560, 0.378
-0.106, -0.304
0.564, 0.498
0.835, 0.545
1.427, 0.895
1.011, 0.814
0.977, 1.135
1.303, 1.269
1.226, 0.417
1.978, 1.000
1.669, 1.023
1.327, 0.539
1.556, 0.371
1.300, 0.550
1.797, 0.679
1.266, 0.262
1.218, 0.462
0.540, -0.247
1.168, -0.085
1.875, 0.547
1.562, -0.141
1.124, -0.311
0.696, -0.325
1.523, 0.438
1.597, 0.547
1.398, 0.298
1.281, 0.463
1.604, 0.450
1.438, 0.187
1.319, -0.211
1.717, -0.097
1.537, 0.261
1.650, 0.575
1.385, 0.192
1.086, -0.170
1.554, -0.175
1.526, -0.052
1.851, 0.061
1.228, -0.319
1.438, -0.612
1.402, -0.158
2.030, 0.213
1.648, -0.018
2.074, 0.805
1.514, 0.414
1.488, 0.034
1.159, 0.013
1.055, -0.221
1.324, -0.106
0.896, -0.932
0.840, -0.568
1.284, -0.414
1.277, -0.389
1.445, -0.822
1.283, -0.473
1.235, -0.584
0.772, -0.900
0.922, -1.063
1.040, -0.867
1.447, -0.252
1.550, -0.092
1.808, 0.421
1.644, 0.233
1.984, -0.400
1.628, -0.198
1.457, -0.104
1.712, 0.026
1.566, -0.203
1.679, 0.006
1.499, -0.135
1.760, -0.048
1.186, -0.408
1.531, 0.152
1.378, -0.664
1.349, -0.861
1.459, -0.949
1.034, -0.872
1.283, -0.965
2.135, -0.057
2.066, -0.299
1.835, -0.496
1.337, -0.570
1.832, -0.317
1.390, -0.440
1.532, -0.488
1.291, -0.372
1.203, 0.077
1.338, -0.179
1.232, -0.695
0.892, -0.744
0.399, -0.942
0.588, -1.481
0.843, -0.648
0.944, -0.640
0.921, -0.803
0.450, -0.890
0.801, -0.477
0.959, -0.179
0.830, -0.500
0.807, -0.227
0.682, -0.889
1.122, -0.616
2.035, -0.003
1.739, -0.424
1.807, 0.044
0.876, -0.914
0.894, -0.774
1.299, -0.559
1.150, -0.639
1.668, -0.443
1.546, -0.339
1.055, -0.398
0.868, -0.711
0.993, -0.863
0.826, -0.796
1.233, -0.618
1.304, -0.623
0.872, -0.505
0.981, -0.238
1.685, -0.022
1.764, -0.079
2.055, 0.025
1.278, -0.017
1.504, -0.012
1.026, -0.474
0.771, -0.684
1.428, 0.125
1.562, -0.005
1.528, -0.173
1.036, -0.621
1.653, -0.125
1.491, -0.280
1.901, 0.131
1.830, -0.086
2.029, 0.048
2.447, 0.058
1.795, 0.049
1.438, -0.391
1.907, 0.068
2.116, 0.227
1.929, 0.076
2.192, 0.013
1.448, -0.304
2.120, 0.042
1.702, -0.040
1.803, 0.461
2.316, 0.433
1.627, 0.051
1.810, 0.144
2.070, -0.066
1.859, 0.122
2.248, -0.131
1.923, 0.220
2.048, 0.458
2.402, 0.537
1.618, 0.507
1.664, 0.676
1.587, 0.378
1.939, 0.443
1.318, -0.226
1.778, -0.315
1.424, -0.412
1.090, -0.508
1.562, -0.611
1.372, -0.809
1.753, -0.453
1.763, -0.458
1.531, -0.541
1.720, -0.316
1.584, 0.200
1.332, -0.417
1.714, -0.127
1.860, -0.301
1.669, -0.185
1.235, -0.730
1.994, -0.178
2.468, 0.493
1.790, -0.101
1.942, -0.490
2.322, 0.011
2.826, 0.664
2.122, -0.010
2.462, 0.215
2.543, 0.366
3.110, 0.636
2.197, 0.233
1.501, -0.441
1.702, -0.131
1.689, -0.696
1.749, -0.330
1.748, -0.348
2.513, 0.194
2.352, 0.327
2.197, 0.372
2.120, -0.170
1.416, -1.184
1.586, -0.431
1.580, -0.621
1.792, -0.589
1.921, -0.238
1.376, -0.794
1.099, -0.665
2.282, -0.181
1.704, 0.215
1.954, -0.350
2.030, -0.113
2.350, -0.303
1.924, -0.600
1.453, -0.557
1.761, -0.344
2.074, -0.199
1.926, -0.317
2.067, -0.266
1.928, -0.665
2.331, -0.726
2.218, -0.593
2.142, -0.311
2.216, -0.402
1.362, -0.729
1.470, -0.823
1.977, -0.434
2.185, -0.249
2.773, -0.120
2.605, -0.255
2.424, -0.231
2.472, -0.157
2.055, -0.542
1.859, -0.697
2.028, -0.495
2.159, -0.343
2.171, -0.254
2.032, 0.179
2.001, -0.366
2.476, 0.078
2.205, -0.012
2.384, -0.279
2.200, -0.342
2.704, 0.129
2.364, -0.435
1.739, -0.774
1.144, -1.023
1.378, -1.092
1.560, -0.883
2.264, -0.240
1.794, -0.596
1.798, -0.512
1.018, -0.722
1.197, -0.704
2.010, -0.104
1.944, -0.389
2.258, -0.247
1.611, -1.171
1.789, -0.826
1.743, -0.590
1.917, -0.423
1.760, -0.498
1.785, -0.449
1.984, -0.619
1.799, -0.764
2.094, -0.437
1.507, -1.035
1.780, -0.570
1.358, -1.115
1.580, -0.816
1.426, -0.846
1.672, -0.653
1.394, -0.974
1.731, -0.795
0.589, -1.058
1.357, -1.258
2.108, -0.170
1.176, -1.003
1.692, -0.128
1.765, -0.639
1.767, -0.687
1.601, -0.838
1.220, -0.764
1.418, -0.095
1.174, -0.630
1.269, -0.393
1.318, -0.732
1.587, -0.556
1.715, -0.515
1.646, 0.125
1.819, 0.096
2.235, 0.841
1.335, -0.020
1.572, 0.344
1.292, -0.222
1.623, 0.176
1.646, -0.032
1.592, 0.162
1.554, -0.063
1.801, 0.102
2.565, 0.425
2.418, 0.357
2.547, 0.417
2.006, 0.149
1.316, 0.188
1.428, 0.072
1.025, -0.444
1.668, 0.006
1.774, 0.056
2.038, 0.130
2.027, 0.556
2.134, 0.624
1.526, 0.492
2.181, 0.380
1.745, 0.382
0.862, -0.029
1.440, 0.266
0.979, -0.206
1.176, -0.162
1.170, -0.542
0.416, -1.080
0.502, -0.940
1.136, -0.025
0.881, -0.774
1.414, -0.284
1.056, -0.381
0.812, -0.411
0.545, -0.653
-0.069, -1.419
0.685, -0.472
0.697, -0.398
0.919, 0.064
0.811, -0.738
0.751, -0.763
0.952, -0.373
1.452, 0.220
1.591, 0.145
2.004, 0.197
1.960, 0.242
1.794, 0.170
1.972, 0.043
2.014, 0.472
2.211, 0.591
1.673, 0.051
1.914, 0.158
1.803, 0.048
1.631, 0.017
1.777, -0.094
2.056, 0.125
1.144, -0.469
2.222, 0.493
2.039, 0.092
2.342, 0.346
2.142, -0.177
2.161, 0.316
1.834, -0.063
1.135, -0.090
1.211, -0.607
1.589, -0.516
1.730, -0.335
1.144, -0.751
1.699, 0.128
1.629, -0.188
1.653, 0.055
1.690, 0.132
1.085, -0.331
1.108, -0.494
1.823, 0.144
1.251, -0.596
1.694, -0.593
1.731, -0.017
1.505, -0.042
1.730, -0.009
0.980, -0.838
0.523, -0.722
0.728, -0.367
0.633, -0.521
0.688, -0.862
0.849, -0.837
0.853, -0.854
0.957, -0.467
0.850, -1.088
1.012, -0.526
0.894, -0.638
1.042, -0.768
1.306, -0.757
1.350, -0.456
0.993, -0.367
0.670, -0.684
1.360, -0.050
1.534, 0.126
1.379, 0.149
1.701, -0.291
1.129, -0.649
0.836, -0.914
1.349, -0.792
1.718, -0.188
1.962, -0.277
1.823, -0.287
1.735, -0.514
0.883, -0.668
1.404, -0.540
1.157, -0.581
1.585, -0.597
1.405, -0.569
1.113, -0.509
1.158, -0.763
0.932, -1.381
0.975, -0.670
1.198, -0.701
1.160, -0.543
1.657, -0.272
1.446, -0.760
1.692, -0.419
1.176, -0.659
2.047, -0.071
1.999, -0.004
2.244, 0.629
1.754, -0.175
1.650, -0.345
1.210, -0.759
1.645, -0.475
1.831, -0.560
2.175, 0.008
2.110, 0.033
1.716, -0.368
1.565, -0.490
1.516, -0.589
1.562, -0.205
1.179, -0.936
0.913, -0.737
0.804, -0.826
0.684, -0.991
0.506, -1.253
1.099, -0.455
1.163, -0.879
1.370, -0.685
1.309, -0.687
1.051, -1.115
0.762, -0.840
0.844, -1.184
0.407, -0.893
1.017, -0.587
0.509, -0.977
0.875, -0.604
0.836, -0.634
1.111, -0.630
1.113, -0.674
1.271, -0.436
1.304, -0.567
1.780, -0.147
1.539, -0.765
1.631, -0.426
1.354, -0.559
1.495, -0.692
1.613, -0.665
1.885, -0.668
1.864, -0.452
1.940, -0.037
1.709, -0.450
1.892, -0.228
1.614, -0.467
1.723, -0.384
1.221, -0.169
1.189, -0.317
1.479, -0.128
1.305, -0.223
1.815, 0.087
2.042, -0.057
1.510, -0.081
0.359, -1.239
0.506, -1.095
1.044, -0.705
1.158, -0.799
1.485, -0.600
1.091, -1.018
1.544, -0.622
1.142, -0.558
1.164, -0.383
1.285, -0.138
1.698, -0.021
1.422, -0.180
1.616, -0.530
1.156, -0.419
1.614, -0.244
1.644, -0.083
0.979, -0.703
1.229, -0.511
1.575, -0.291
0.749, -1.097
0.823, -1.048
0.974, -0.474
1.041, -0.985
1.014, -0.028
1.269, 0.010
1.209, -0.419
0.757, -0.502
1.317, 0.475
1.458, 0.350
1.648, 0.468
1.485, 0.074
0.869, -0.355
1.642, 0.005
1.724, 0.296
1.377, 0.224
1.445, 0.293
1.482, -0.078
1.752, -0.006
1.723, 0.126
2.109, 0.343
0.682, -0.593
1.213, -0.488
1.052, -0.594
1.462, 0.027
1.399, -0.122
1.716, 0.474
1.899, 0.385
2.542, 0.942
2.364, 0.869
1.974, 0.351
1.887, 0.187
1.781, 0.575
1.686, 0.350
2.124, 0.027
1.837, -0.173
1.878, 0.094
2.049, 0.198
1.279, -0.378
1.680, 0.179
1.522, -0.083
1.753, -0.289
1.352, -0.799
1.587, -0.200
1.159, -0.407
1.222, -0.529
1.509, -0.187
1.456, 0.493
2.031, 0.354
1.580, -0.076
1.326, -0.369
1.648, -0.124
1.048, -0.759
0.812, -0.970
0.508, -1.379
0.220, -1.234
0.883, -0.684
0.713, -0.965
1.267, -0.812
1.326, -0.473
1.494, -0.233
1.214, -0.534
1.342, -0.737
1.384, -0.545
1.304, -0.241
0.848, -1.072
0.968, -1.187
1.228, -0.884
0.807, -0.904
0.643, -0.923
0.988, -0.637
0.776, -1.054
1.419, -0.734
0.864, -1.246
0.868, -1.014
0.431, -0.714
0.361, -0.927
0.288, -0.726
0.916, -0.821
1.232, -0.409
1.393, -0.160
1.201, -0.150
0.948, -0.350
0.655, -0.617
0.859, -0.262
0.964, -0.511
1.245, 0.028
0.970, -0.701
0.928, -0.064
1.514, 0.291
1.771, 0.486
1.307, 0.004
1.250, -0.361
1.239, -0.634
1.314, -0.606
1.694, 0.466
1.654, 0.961
1.481, 0.343
1.034, -0.088
1.773, 0.264
1.735, 0.147
1.736, 0.476
1.501, 0.400
1.912, 0.308
1.698, 0.477
1.291, -0.205
1.369, 0.042
1.519, -0.470
1.207, -0.144
1.353, 0.067
1.233, -0.139
1.698, 0.157
1.249, -0.526
1.219, -0.147
1.132, 0.316
1.123, -0.137
1.199, -0.082
0.946, 0.149
1.951, 0.563
1.184, 0.401
1.764, 0.155
1.793, 0.186
1.325, -0.044
1.314, -0.469
0.712, -0.711
1.555, -0.500
1.648, -0.525
1.711, -0.087
1.365, -0.449
1.540, -0.221
1.878, 0.368
1.483, -0.218
1.487, -0.105
1.724, 0.062
1.738, -0.041
1.678, -0.078
1.604, 0.318
1.578, 0.066
1.548, 0.041
1.656, -0.246
1.830, 0.112
1.349, -0.480
1.163, -0.566
0.945, -0.521
1.825, 0.439
1.726, 0.308
1.718, -0.014
1.501, -0.278
0.816, -0.406
1.742, -0.004
1.179, -0.156
1.191, -0.549
1.364, 0.039
1.167, -0.570
1.543, 0.107
1.654, 0.068
1.691, 0.016
1.607, -0.155
1.978, 0.120
1.389, -0.141
1.555, -0.450
1.653, -0.178
1.802, -0.057
1.377, -0.601
1.334, -0.490
1.618, -0.293
1.822, 0.107
0.993, -0.671
2.100, 0.376
1.750, 0.133
1.594, -0.213
1.736, 0.015
1.528, -0.041
1.235, -0.443
0.875, -0.694
1.741, -0.031
1.098, -0.577
1.106, -0.225
0.705, -1.276
0.863, -0.614
1.464, -0.166
1.478, -0.081
1.567, -0.229
1.504, -0.291
1.446, -0.062
0.970, -0.557
1.314, -0.128
1.327, -0.178
1.210, -0.575
1.463, 0.065
1.376, -0.244
1.278, -0.742
0.974, -0.585
1.632, -0.271
1.288, -0.557
0.988, -0.932
1.260, -0.522
1.436, 0.116
1.154, 0.055
1.440, 0.333
1.552, -0.083
1.597, -0.018
1.541, 0.101
2.076, 0.237
1.750, 0.137
1.831, 0.403
1.409, 0.025
1.397, -0.420
1.324, -0.179
1.153, -0.345
0.872, -0.642
1.890, 0.314
1.828, 0.729
1.348, -0.081
1.357, -0.087
1.452, -0.230
1.788, 0.047
1.381, -0.333
1.179, -0.414
1.674, -0.088
1.113, -0.303
1.306, -0.077
1.268, -0.205
1.432, 0.268
1.365, -0.460
1.140, -0.335
1.657, 0.074
1.460, -0.338
1.200, -0.700
1.108, -1.032
1.620, -0.325
2.122, -0.057
1.071, -0.813
1.419, -0.793
1.180, -0.589
1.253, -0.392
0.761, -0.797
0.706, -0.495
0.534, -0.565
0.906, -0.597
1.354, 0.090
1.070, 0.582
1.800, -0.123
1.639, -0.231
1.160, 0.196
1.633, 0.016
1.486, -0.583
1.375, -0.548
1.275, -0.781
1.515, -0.450
1.532, -0.252
1.506, -0.307
1.173, -0.810
0.937, -0.755
1.102, -0.225
1.297, 0.014
1.621, -0.157
1.151, -0.165
1.854, 0.204
1.480, 0.311
2.201, 0.591
1.736, 0.735
1.264, 0.282
1.883, 0.511
0.647, -0.601
0.618, -0.549
1.161, 0.348
0.817, 0.158
1.548, 0.601
1.044, 0.097
1.397, 0.157
1.334, 0.025
1.457, 0.108
1.246, -0.002
1.541, 0.604
1.051, 0.158
1.353, 0.305
1.376, 0.121
1.168, 0.159
1.465, 0.760
1.240, 0.573
0.939, 0.524
1.285, -0.011
1.490, 0.575
1.092, 0.432
1.532, 0.690
1.386, 0.710
1.241, 0.317
1.355, 0.244
1.333, 0.295
1.208, 0.559
1.090, 0.160
0.283, -0.394
0.850, -0.059
0.926, 0.049
0.714, 0.019
0.764, -0.111
1.113, 0.140
0.555, -0.236
0.657, -0.079
0.726, -0.009
1.234, 0.748
0.575, -0.027
0.772, 0.050
0.473, 0.162
0.471, -0.220
0.160, -0.451
0.844, 0.235
1.093, -0.307
0.844, -0.794
0.569, -0.638
0.993, 0.111
1.522, 0.135
1.327, 0.097
1.459, 0.446
1.110, 0.464
1.085, 0.312
0.966, 0.278
1.132, 0.394
1.182, 0.245
1.333, -0.275
1.365, 0.140
1.206, 0.361
1.179, 0.131
0.938, 0.040
1.376, 0.613
0.686, 0.504
1.215, 0.793
0.903, 0.363
1.044, 0.866
1.162, 0.544
0.929, 0.197
0.847, 0.084
0.684, 0.067
0.747, 0.580
0.229, -0.624
0.749, 0.012
0.968, 0.297
0.388, -0.398
0.764, -0.202
0.754, -0.116
0.446, 0.201
0.435, -0.450
-0.471, -0.710
0.088, -0.112
0.629, 0.231
0.775, -0.252
1.034, -0.082
0.969, 0.229
1.441, 0.453
0.945, -0.021
1.452, 0.724
0.654, 0.303
0.763, 0.291
0.251, 0.048
0.516, -0.216
0.785, -0.129
0.576, 0.183
1.042, 0.077
0.372, -0.083
0.911, 0.377
1.369, 0.581
1.120, 0.656
1.565, 0.469
1.745, 0.571
1.276, 0.083
1.161, 0.630
1.123, 0.517
1.209, 0.279
1.368, 0.524
1.078, 0.582
0.974, 0.327
1.061, 0.248
0.469, -0.321
0.517, -0.380
0.683, 0.304
0.565, 0.305
0.228, -0.324
0.583, -0.183
0.715, 0.219
0.481, 0.236
0.250, -0.147
0.186, -0.383
1.064, 0.672
0.604, 0.180
0.666, 0.382
0.294, -0.131
0.842, -0.112
0.852, 0.767
0.737, 0.959
1.254, 0.367
1.535, 0.466
1.562, -0.074
1.421, 0.426
1.571, 0.203
1.656, 0.758
1.547, -0.220
1.658, 0.419
1.456, 0.121
1.686, 0.092
1.338, 0.262
2.010, 0.695
1.460, 0.136
1.286, 0.761
1.771, 0.513
1.313, -0.010
1.430, 0.254
0.838, 0.370
1.278, 0.940
0.644, 0.807
0.859, 0.520
1.145, 0.604
1.193, 1.091
1.328, 1.133
1.086, 0.847
1.298, 1.063
1.255, 0.250
1.480, 0.230
1.428, 0.554
1.612, 0.790
1.298, 1.055
1.269, 0.959
1.625, 0.962
1.060, 0.720
0.374, 0.583
0.909, 1.110
1.041, 0.596
1.306, 0.728
0.602, 0.115
0.858, -0.151
1.458, 0.432
1.280, -0.121
1.248, 0.333
1.300, -0.426
1.354, 0.082
1.591, 0.180
1.263, 0.060
1.837, 0.379
1.820, 0.085
1.998, 0.281
2.119, 0.410
1.814, 0.375
1.716, 0.301
1.212, 0.013
0.879, -0.155
0.854, -0.103
0.559, 0.016
0.225, -0.156
0.643, 0.069
0.665, 0.141
0.916, 0.375
0.629, 0.302
0.947, 0.702
1.265, 0.912
0.986, 0.818
0.920, 0.610
1.073, 1.092
1.064, 0.675
0.994, 0.697
1.134, 0.881
0.572, 0.211
0.616, 0.266
0.570, -0.134
0.202, -0.359
0.862, 0.186
0.810, 0.118
0.999, 0.496
0.545, 0.125
0.718, 0.208
0.579, 0.372
0.780, 0.756
0.810, 0.401
0.432, 0.269
0.321, -0.546
0.662, 0.330
1.585, 1.152
1.142, 0.624
0.748, 0.609
0.431, 0.396
0.471, 0.466
0.994, 0.615
0.302, 0.234
0.672, 0.373
0.651, 0.333
0.785, 0.319
0.430, -0.039
0.232, 0.167
0.579, 0.324
