Time (ps), RMSD (nm)
51.300, 0.157
51.400, 0.153
51.500, 0.162
51.600, 0.157
51.700, 0.144
51.800, 0.151
51.900, 0.155
52.000, 0.156
52.100, 0.161
52.200, 0.147
52.300, 0.160
52.400, 0.152
52.500, 0.151
52.600, 0.143
52.700, 0.146
52.800, 0.161
52.900, 0.151
53.000, 0.156
53.100, 0.155
53.200, 0.154
53.300, 0.155
53.400, 0.144
53.500, 0.151
53.600, 0.148
53.700, 0.153
53.800, 0.148
53.900, 0.144
54.000, 0.139
54.100, 0.145
54.200, 0.147
54.300, 0.147
54.400, 0.154
54.500, 0.163
54.600, 0.154
54.700, 0.158
54.800, 0.163
54.900, 0.158
55.000, 0.152
55.100, 0.155
55.200, 0.158
55.300, 0.153
55.400, 0.151
55.500, 0.147
55.600, 0.147
55.700, 0.148
55.800, 0.155
55.900, 0.161
56.000, 0.162
56.100, 0.157
56.200, 0.155
56.300, 0.143
56.400, 0.162
56.500, 0.152
56.600, 0.153
56.700, 0.143
56.800, 0.147
56.900, 0.150
57.000, 0.158
57.100, 0.149
57.200, 0.155
57.300, 0.161
57.400, 0.151
57.500, 0.157
57.600, 0.153
57.700, 0.164
57.800, 0.151
57.900, 0.159
58.000, 0.154
58.100, 0.156
58.200, 0.158
58.300, 0.153
58.400, 0.147
58.500, 0.156
58.600, 0.160
58.700, 0.158
58.800, 0.164
58.900, 0.157
59.000, 0.149
59.100, 0.162
59.200, 0.163
59.300, 0.148
59.400, 0.159
59.500, 0.154
59.600, 0.160
59.700, 0.153
59.800, 0.146
59.900, 0.152
60.000, 0.162
60.100, 0.165
60.200, 0.157
60.300, 0.169
60.400, 0.168
60.500, 0.149
60.600, 0.152
60.700, 0.155
60.800, 0.151
60.900, 0.163
61.000, 0.165
61.100, 0.163
61.200, 0.159
61.300, 0.147
61.400, 0.143
61.500, 0.149
61.600, 0.152
61.700, 0.155
61.800, 0.150
61.900, 0.151
62.000, 0.154
62.100, 0.158
62.200, 0.159
62.300, 0.158
62.400, 0.160
62.500, 0.173
62.600, 0.153
62.700, 0.160
62.800, 0.155
62.900, 0.155
63.000, 0.163
63.100, 0.159
63.200, 0.152
63.300, 0.147
63.400, 0.150
63.500, 0.163
63.600, 0.161
63.700, 0.157
63.800, 0.156
63.900, 0.154
64.000, 0.152
64.100, 0.160
64.200, 0.162
64.300, 0.167
64.400, 0.154
64.500, 0.164
64.600, 0.162
64.700, 0.164
64.800, 0.155
64.900, 0.159
65.000, 0.150
65.100, 0.169
65.200, 0.167
65.300, 0.166
65.400, 0.162
65.500, 0.173
65.600, 0.170
65.700, 0.167
65.800, 0.172
65.900, 0.172
66.000, 0.173
66.100, 0.177
66.200, 0.160
66.300, 0.165
66.400, 0.175
66.500, 0.176
66.600, 0.178
66.700, 0.186
66.800, 0.166
66.900, 0.158
67.000, 0.153
67.100, 0.167
67.200, 0.161
67.300, 0.159
67.400, 0.161
67.500, 0.166
67.600, 0.160
67.700, 0.157
67.800, 0.162
67.900, 0.158
68.000, 0.169
68.100, 0.175
68.200, 0.175
68.300, 0.165
68.400, 0.162
68.500, 0.168
68.600, 0.168
68.700, 0.161
68.800, 0.160
68.900, 0.168
69.000, 0.164
69.100, 0.168
69.200, 0.168
69.300, 0.177
69.400, 0.171
69.500, 0.164
69.600, 0.161
69.700, 0.163
69.800, 0.164
69.900, 0.171
70.000, 0.159
70.100, 0.164
70.200, 0.157
70.300, 0.172
70.400, 0.170
70.500, 0.173
70.600, 0.176
70.700, 0.164
70.800, 0.160
70.900, 0.156
71.000, 0.162
71.100, 0.166
71.200, 0.160
71.300, 0.169
71.400, 0.176
71.500, 0.171
71.600, 0.169
71.700, 0.165
71.800, 0.161
71.900, 0.165
72.000, 0.168
72.100, 0.163
72.200, 0.164
72.300, 0.174
72.400, 0.175
72.500, 0.171
72.600, 0.174
72.700, 0.171
72.800, 0.167
72.900, 0.173
73.000, 0.162
73.100, 0.164
73.200, 0.158
73.300, 0.159
73.400, 0.161
73.500, 0.157
73.600, 0.168
73.700, 0.179
73.800, 0.166
73.900, 0.171
74.000, 0.170
74.100, 0.174
74.200, 0.166
74.300, 0.165
74.400, 0.168
74.500, 0.166
74.600, 0.162
74.700, 0.165
74.800, 0.169
74.900, 0.162
75.000, 0.167
75.100, 0.156
75.200, 0.160
75.300, 0.170
75.400, 0.168
75.500, 0.172
75.600, 0.169
75.700, 0.166
75.800, 0.169
75.900, 0.167
76.000, 0.168
76.100, 0.170
76.200, 0.162
76.300, 0.164
76.400, 0.159
76.500, 0.157
76.600, 0.157
76.700, 0.146
76.800, 0.158
76.900, 0.163
77.000, 0.171
77.100, 0.171
77.200, 0.163
77.300, 0.163
77.400, 0.159
77.500, 0.160
77.600, 0.166
77.700, 0.166
77.800, 0.161
77.900, 0.157
78.000, 0.156
78.100, 0.151
78.200, 0.166
78.300, 0.171
78.400, 0.160
78.500, 0.159
78.600, 0.164
78.700, 0.160
78.800, 0.156
78.900, 0.159
79.000, 0.156
79.100, 0.172
79.200, 0.164
79.300, 0.164
79.400, 0.167
79.500, 0.155
79.600, 0.157
79.700, 0.160
79.800, 0.157
79.900, 0.154
80.000, 0.163
80.100, 0.158
80.200, 0.152
80.300, 0.151
80.400, 0.157
80.500, 0.158
80.600, 0.162
80.700, 0.156
80.800, 0.163
80.900, 0.159
81.000, 0.166
81.100, 0.157
81.200, 0.156
81.300, 0.152
81.400, 0.157
81.500, 0.155
81.600, 0.154
81.700, 0.158
81.800, 0.148
81.900, 0.151
82.000, 0.155
82.100, 0.158
82.200, 0.157
82.300, 0.154
82.400, 0.148
82.500, 0.153
82.600, 0.147
82.700, 0.148
82.800, 0.159
82.900, 0.142
83.000, 0.145
83.100, 0.150
83.200, 0.160
83.300, 0.153
83.400, 0.158
83.500, 0.155
83.600, 0.159
83.700, 0.152
83.800, 0.169
83.900, 0.157
84.000, 0.159
84.100, 0.159
84.200, 0.163
84.300, 0.160
84.400, 0.156
84.500, 0.155
84.600, 0.156
84.700, 0.152
84.800, 0.152
84.900, 0.146
85.000, 0.150
85.100, 0.151
85.200, 0.150
85.300, 0.155
85.400, 0.152
85.500, 0.145
85.600, 0.135
85.700, 0.151
85.800, 0.148
85.900, 0.164
86.000, 0.160
86.100, 0.164
86.200, 0.167
86.300, 0.159
86.400, 0.149
86.500, 0.143
86.600, 0.157
86.700, 0.145
86.800, 0.153
86.900, 0.140
87.000, 0.158
87.100, 0.159
87.200, 0.165
87.300, 0.157
87.400, 0.158
87.500, 0.145
87.600, 0.159
87.700, 0.152
87.800, 0.146
87.900, 0.154
88.000, 0.152
88.100, 0.156
88.200, 0.153
88.300, 0.157
88.400, 0.159
88.500, 0.148
88.600, 0.154
88.700, 0.159
88.800, 0.149
88.900, 0.151
89.000, 0.158
89.100, 0.158
89.200, 0.155
89.300, 0.152
89.400, 0.145
89.500, 0.165
89.600, 0.161
89.700, 0.151
89.800, 0.145
89.900, 0.149
90.000, 0.153
90.100, 0.163
90.200, 0.146
90.300, 0.153
90.400, 0.156
90.500, 0.156
90.600, 0.157
90.700, 0.149
90.800, 0.156
90.900, 0.154
91.000, 0.152
91.100, 0.154
91.200, 0.165
91.300, 0.161
91.400, 0.162
91.500, 0.159
91.600, 0.153
91.700, 0.146
91.800, 0.156
91.900, 0.145
92.000, 0.145
92.100, 0.153
92.200, 0.158
92.300, 0.152
92.400, 0.152
92.500, 0.156
92.600, 0.154
92.700, 0.143
92.800, 0.148
92.900, 0.153
93.000, 0.146
93.100, 0.146
93.200, 0.145
93.300, 0.148
93.400, 0.143
93.500, 0.150
93.600, 0.149
93.700, 0.149
93.800, 0.158
93.900, 0.151
94.000, 0.162
94.100, 0.166
94.200, 0.159
94.300, 0.161
94.400, 0.156
94.500, 0.159
94.600, 0.169
94.700, 0.151
94.800, 0.140
94.900, 0.148
95.000, 0.155
95.100, 0.159
95.200, 0.159
95.300, 0.164
95.400, 0.155
95.500, 0.170
95.600, 0.170
95.700, 0.158
95.800, 0.155
95.900, 0.162
96.000, 0.161
96.100, 0.162
96.200, 0.166
96.300, 0.156
96.400, 0.157
96.500, 0.165
96.600, 0.166
96.700, 0.166
96.800, 0.155
96.900, 0.150
97.000, 0.165
97.100, 0.153
97.200, 0.156
97.300, 0.155
97.400, 0.154
97.500, 0.170
97.600, 0.165
97.700, 0.173
97.800, 0.155
97.900, 0.168
98.000, 0.154
98.100, 0.152
98.200, 0.153
98.300, 0.169
98.400, 0.169
98.500, 0.167
98.600, 0.167
98.700, 0.170
98.800, 0.158
98.900, 0.159
99.000, 0.166
99.100, 0.159
99.200, 0.167
99.300, 0.158
99.400, 0.164
99.500, 0.167
99.600, 0.164
99.700, 0.161
99.800, 0.158
99.900, 0.163
100.000, 0.153
100.100, 0.164
100.200, 0.158
100.300, 0.167
100.400, 0.168
100.500, 0.171
100.600, 0.163
100.700, 0.164
100.800, 0.165
100.900, 0.152
101.000, 0.157
101.100, 0.157
101.200, 0.153
101.300, 0.164
101.400, 0.169
101.500, 0.160
101.600, 0.145
101.700, 0.149
101.800, 0.145
101.900, 0.140
102.000, 0.151
102.100, 0.145
102.200, 0.145
102.300, 0.138
102.400, 0.138
102.500, 0.141
102.600, 0.141
102.700, 0.137
102.800, 0.137
102.900, 0.147
103.000, 0.153
103.100, 0.142
103.200, 0.147
103.300, 0.140
103.400, 0.147
103.500, 0.144
103.600, 0.156
103.700, 0.151
103.800, 0.155
103.900, 0.149
104.000, 0.153
104.100, 0.151
104.200, 0.152
104.300, 0.154
104.400, 0.152
104.500, 0.150
104.600, 0.146
104.700, 0.153
104.800, 0.143
104.900, 0.141
105.000, 0.145
105.100, 0.141
105.200, 0.147
105.300, 0.145
105.400, 0.151
105.500, 0.161
105.600, 0.155
105.700, 0.156
105.800, 0.153
105.900, 0.159
106.000, 0.155
106.100, 0.155
106.200, 0.155
106.300, 0.155
106.400, 0.152
106.500, 0.158
106.600, 0.164
106.700, 0.158
106.800, 0.152
106.900, 0.151
107.000, 0.164
107.100, 0.158
107.200, 0.159
107.300, 0.160
107.400, 0.154
107.500, 0.154
107.600, 0.171
107.700, 0.154
107.800, 0.148
107.900, 0.147
108.000, 0.150
108.100, 0.148
108.200, 0.158
108.300, 0.164
108.400, 0.166
108.500, 0.156
108.600, 0.156
108.700, 0.166
108.800, 0.155
108.900, 0.162
109.000, 0.148
109.100, 0.158
109.200, 0.146
109.300, 0.154
109.400, 0.151
109.500, 0.157
109.600, 0.147
109.700, 0.144
109.800, 0.155
109.900, 0.163
110.000, 0.154
110.100, 0.150
110.200, 0.150
110.300, 0.149
110.400, 0.143
110.500, 0.146
110.600, 0.150
110.700, 0.146
110.800, 0.151
110.900, 0.154
111.000, 0.152
111.100, 0.155
111.200, 0.153
111.300, 0.162
111.400, 0.157
111.500, 0.168
111.600, 0.166
111.700, 0.157
111.800, 0.150
111.900, 0.158
112.000, 0.155
112.100, 0.158
112.200, 0.156
112.300, 0.166
112.400, 0.167
112.500, 0.163
112.600, 0.163
112.700, 0.170
112.800, 0.165
112.900, 0.158
113.000, 0.149
113.100, 0.158
113.200, 0.150
113.300, 0.169
113.400, 0.171
113.500, 0.165
113.600, 0.156
113.700, 0.157
113.800, 0.158
113.900, 0.158
114.000, 0.160
114.100, 0.161
114.200, 0.148
114.300, 0.150
114.400, 0.161
114.500, 0.165
114.600, 0.155
114.700, 0.142
114.800, 0.139
114.900, 0.148
115.000, 0.153
115.100, 0.157
115.200, 0.150
115.300, 0.164
115.400, 0.165
115.500, 0.165
115.600, 0.164
115.700, 0.155
115.800, 0.155
115.900, 0.158
116.000, 0.164
116.100, 0.154
116.200, 0.158
116.300, 0.150
116.400, 0.147
116.500, 0.157
116.600, 0.158
116.700, 0.152
116.800, 0.158
116.900, 0.154
117.000, 0.157
117.100, 0.152
117.200, 0.151
117.300, 0.148
117.400, 0.154
117.500, 0.156
117.600, 0.153
117.700, 0.152
117.800, 0.163
117.900, 0.154
118.000, 0.156
118.100, 0.150
118.200, 0.161
118.300, 0.160
118.400, 0.160
118.500, 0.169
118.600, 0.162
118.700, 0.157
118.800, 0.155
118.900, 0.152
119.000, 0.158
119.100, 0.160
119.200, 0.159
119.300, 0.159
119.400, 0.149
119.500, 0.147
119.600, 0.157
119.700, 0.156
119.800, 0.155
119.900, 0.160
120.000, 0.148
120.100, 0.160
120.200, 0.151
120.300, 0.151
120.400, 0.160
120.500, 0.154
120.600, 0.158
120.700, 0.154
120.800, 0.164
120.900, 0.158
121.000, 0.162
121.100, 0.162
121.200, 0.156
121.300, 0.161
121.400, 0.167
121.500, 0.163
121.600, 0.156
121.700, 0.152
121.800, 0.159
121.900, 0.154
122.000, 0.156
122.100, 0.157
122.200, 0.153
122.300, 0.147
122.400, 0.155
122.500, 0.151
122.600, 0.154
122.700, 0.149
122.800, 0.146
122.900, 0.154
123.000, 0.162
123.100, 0.158
123.200, 0.152
123.300, 0.152
123.400, 0.157
123.500, 0.152
123.600, 0.154
123.700, 0.155
123.800, 0.166
123.900, 0.162
124.000, 0.166
124.100, 0.165
124.200, 0.164
124.300, 0.152
124.400, 0.155
124.500, 0.168
124.600, 0.170
124.700, 0.165
124.800, 0.180
124.900, 0.178
125.000, 0.176
125.100, 0.160
125.200, 0.170
125.300, 0.166
125.400, 0.160
125.500, 0.157
125.600, 0.161
125.700, 0.161
125.800, 0.156
125.900, 0.164
126.000, 0.167
126.100, 0.166
126.200, 0.180
126.300, 0.161
126.400, 0.167
126.500, 0.168
126.600, 0.169
126.700, 0.159
126.800, 0.156
126.900, 0.164
127.000, 0.162
127.100, 0.150
127.200, 0.155
127.300, 0.161
127.400, 0.158
127.500, 0.158
127.600, 0.163
127.700, 0.153
127.800, 0.150
127.900, 0.155
128.000, 0.167
128.100, 0.164
128.200, 0.156
128.300, 0.144
128.400, 0.138
128.500, 0.134
128.600, 0.137
128.700, 0.143
128.800, 0.129
128.900, 0.130
129.000, 0.126
129.100, 0.140
129.200, 0.129
129.300, 0.137
129.400, 0.135
129.500, 0.145
129.600, 0.137
129.700, 0.135
129.800, 0.135
129.900, 0.139
130.000, 0.144
130.100, 0.129
130.200, 0.144
130.300, 0.129
130.400, 0.127
130.500, 0.139
130.600, 0.139
130.700, 0.138
130.800, 0.145
130.900, 0.142
131.000, 0.141
131.100, 0.130
131.200, 0.137
131.300, 0.140
131.400, 0.140
131.500, 0.129
131.600, 0.130
131.700, 0.128
131.800, 0.122
131.900, 0.132
132.000, 0.128
132.100, 0.124
132.200, 0.130
132.300, 0.132
132.400, 0.130
132.500, 0.139
132.600, 0.143
132.700, 0.137
132.800, 0.136
132.900, 0.145
133.000, 0.132
133.100, 0.138
133.200, 0.130
133.300, 0.137
133.400, 0.134
133.500, 0.125
133.600, 0.132
133.700, 0.135
133.800, 0.128
133.900, 0.137
134.000, 0.129
134.100, 0.136
134.200, 0.143
134.300, 0.141
134.400, 0.141
134.500, 0.157
134.600, 0.139
134.700, 0.141
134.800, 0.150
134.900, 0.140
135.000, 0.140
135.100, 0.144
135.200, 0.140
135.300, 0.141
135.400, 0.133
135.500, 0.155
135.600, 0.146
135.700, 0.140
135.800, 0.136
135.900, 0.134
136.000, 0.128
136.100, 0.125
136.200, 0.131
136.300, 0.144
136.400, 0.138
136.500, 0.146
136.600, 0.149
136.700, 0.150
136.800, 0.142
136.900, 0.130
137.000, 0.138
137.100, 0.135
137.200, 0.150
137.300, 0.135
137.400, 0.138
137.500, 0.134
137.600, 0.137
137.700, 0.138
137.800, 0.145
137.900, 0.144
138.000, 0.146
138.100, 0.151
138.200, 0.149
138.300, 0.134
138.400, 0.145
138.500, 0.145
138.600, 0.139
138.700, 0.143
138.800, 0.129
138.900, 0.139
139.000, 0.130
139.100, 0.131
139.200, 0.139
139.300, 0.136
139.400, 0.132
139.500, 0.141
139.600, 0.143
139.700, 0.137
139.800, 0.141
139.900, 0.141
140.000, 0.135
140.100, 0.133
140.200, 0.133
140.300, 0.132
140.400, 0.130
140.500, 0.141
140.600, 0.136
140.700, 0.136
140.800, 0.136
140.900, 0.134
141.000, 0.128
141.100, 0.136
141.200, 0.143
141.300, 0.135
141.400, 0.128
141.500, 0.134
141.600, 0.132
141.700, 0.124
141.800, 0.136
141.900, 0.138
142.000, 0.129
142.100, 0.137
142.200, 0.130
142.300, 0.133
142.400, 0.141
142.500, 0.130
142.600, 0.123
142.700, 0.136
142.800, 0.133
142.900, 0.132
143.000, 0.141
143.100, 0.136
143.200, 0.138
143.300, 0.150
143.400, 0.148
143.500, 0.147
143.600, 0.138
143.700, 0.128
143.800, 0.124
143.900, 0.130
144.000, 0.125
144.100, 0.136
144.200, 0.148
144.300, 0.145
144.400, 0.143
144.500, 0.137
144.600, 0.139
144.700, 0.136
144.800, 0.141
144.900, 0.129
145.000, 0.139
145.100, 0.133
145.200, 0.125
145.300, 0.134
145.400, 0.138
145.500, 0.128
145.600, 0.134
145.700, 0.154
145.800, 0.143
145.900, 0.136
146.000, 0.128
146.100, 0.141
146.200, 0.132
146.300, 0.136
146.400, 0.138
146.500, 0.136
146.600, 0.128
146.700, 0.125
146.800, 0.126
146.900, 0.130
147.000, 0.133
147.100, 0.126
147.200, 0.130
147.300, 0.142
147.400, 0.134
147.500, 0.127
147.600, 0.128
147.700, 0.135
147.800, 0.130
147.900, 0.123
148.000, 0.130
148.100, 0.136
148.200, 0.132
148.300, 0.130
148.400, 0.136
148.500, 0.140
148.600, 0.137
148.700, 0.130
148.800, 0.127
148.900, 0.127
149.000, 0.125
149.100, 0.124
149.200, 0.129
149.300, 0.126
149.400, 0.125
149.500, 0.133
149.600, 0.127
149.700, 0.134
149.800, 0.132
149.900, 0.126
150.000, 0.125
150.100, 0.122
150.200, 0.127
150.300, 0.129
150.400, 0.132
150.500, 0.130
150.600, 0.130
150.700, 0.133
150.800, 0.124
150.900, 0.131
151.000, 0.139
151.100, 0.120
151.200, 0.136
151.300, 0.121
151.400, 0.118
151.500, 0.116
151.600, 0.121
151.700, 0.121
151.800, 0.122
151.900, 0.113
152.000, 0.111
152.100, 0.124
152.200, 0.124
152.300, 0.122
152.400, 0.120
152.500, 0.120
152.600, 0.122
152.700, 0.140
152.800, 0.127
152.900, 0.127
153.000, 0.125
153.100, 0.121
153.200, 0.117
153.300, 0.119
153.400, 0.125
153.500, 0.122
153.600, 0.119
153.700, 0.118
153.800, 0.108
153.900, 0.119
154.000, 0.116
154.100, 0.112
154.200, 0.111
154.300, 0.110
154.400, 0.110
154.500, 0.122
154.600, 0.114
154.700, 0.121
154.800, 0.120
154.900, 0.118
155.000, 0.117
155.100, 0.116
