Time (ps), RMSD (nm)
72.700, 0.114
72.800, 0.099
72.900, 0.095
73.000, 0.100
73.100, 0.096
73.200, 0.100
73.300, 0.106
73.400, 0.100
73.500, 0.102
73.600, 0.104
73.700, 0.097
73.800, 0.094
73.900, 0.099
74.000, 0.102
74.100, 0.102
74.200, 0.104
74.300, 0.100
74.400, 0.095
74.500, 0.107
74.600, 0.095
74.700, 0.095
74.800, 0.097
74.900, 0.117
75.000, 0.104
75.100, 0.107
75.200, 0.105
75.300, 0.101
75.400, 0.095
75.500, 0.098
75.600, 0.100
75.700, 0.094
75.800, 0.098
75.900, 0.101
76.000, 0.100
76.100, 0.096
76.200, 0.104
76.300, 0.102
76.400, 0.099
76.500, 0.096
76.600, 0.092
76.700, 0.094
76.800, 0.097
76.900, 0.103
77.000, 0.098
77.100, 0.112
77.200, 0.102
77.300, 0.104
77.400, 0.112
77.500, 0.107
77.600, 0.113
77.700, 0.105
77.800, 0.111
77.900, 0.104
78.000, 0.111
78.100, 0.105
78.200, 0.115
78.300, 0.124
78.400, 0.103
78.500, 0.105
78.600, 0.102
78.700, 0.108
78.800, 0.100
78.900, 0.105
79.000, 0.106
79.100, 0.103
79.200, 0.105
79.300, 0.100
79.400, 0.107
79.500, 0.097
79.600, 0.103
79.700, 0.095
79.800, 0.105
79.900, 0.095
80.000, 0.090
80.100, 0.095
80.200, 0.090
80.300, 0.095
80.400, 0.099
80.500, 0.094
80.600, 0.100
80.700, 0.102
80.800, 0.098
80.900, 0.099
81.000, 0.098
81.100, 0.088
81.200, 0.093
81.300, 0.094
81.400, 0.094
81.500, 0.094
81.600, 0.085
81.700, 0.093
81.800, 0.086
81.900, 0.089
82.000, 0.086
82.100, 0.084
82.200, 0.090
82.300, 0.097
82.400, 0.096
82.500, 0.090
82.600, 0.094
82.700, 0.096
82.800, 0.089
82.900, 0.102
83.000, 0.097
83.100, 0.092
83.200, 0.091
83.300, 0.088
83.400, 0.098
83.500, 0.102
83.600, 0.103
83.700, 0.100
83.800, 0.104
83.900, 0.102
84.000, 0.104
84.100, 0.094
84.200, 0.101
84.300, 0.099
84.400, 0.094
84.500, 0.095
84.600, 0.090
84.700, 0.095
84.800, 0.098
84.900, 0.097
85.000, 0.090
85.100, 0.096
85.200, 0.097
85.300, 0.097
85.400, 0.103
85.500, 0.107
85.600, 0.093
85.700, 0.090
85.800, 0.097
85.900, 0.089
86.000, 0.100
86.100, 0.092
86.200, 0.102
86.300, 0.091
86.400, 0.091
86.500, 0.092
86.600, 0.099
86.700, 0.101
86.800, 0.101
86.900, 0.099
87.000, 0.095
87.100, 0.097
87.200, 0.105
87.300, 0.103
87.400, 0.091
87.500, 0.091
87.600, 0.101
87.700, 0.099
87.800, 0.095
87.900, 0.091
88.000, 0.092
88.100, 0.106
88.200, 0.091
88.300, 0.087
88.400, 0.085
88.500, 0.097
88.600, 0.090
88.700, 0.092
88.800, 0.090
88.900, 0.101
89.000, 0.100
89.100, 0.096
89.200, 0.089
89.300, 0.099
89.400, 0.098
89.500, 0.096
89.600, 0.102
89.700, 0.089
89.800, 0.099
89.900, 0.093
90.000, 0.094
