projection on eigenvector 1 (nm), projection on eigenvector 2 (nm)
1.737, -0.974
1.686, -1.159
1.479, -1.365
1.554, -1.650
1.378, -1.376
1.671, -1.578
1.559, -1.311
1.321, -1.644
1.783, -2.095
1.754, -1.415
1.547, -1.580
1.483, -1.210
1.796, -0.980
1.825, -1.078
1.787, -0.565
1.536, -1.187
1.587, -1.176
1.458, -1.022
1.882, -1.019
1.529, -1.485
1.690, -1.267
1.569, -1.498
1.617, -1.206
1.744, -0.634
1.877, -0.674
1.818, -0.405
1.880, -0.119
2.040, 0.081
1.926, 0.152
1.900, -0.014
1.993, 0.131
2.153, 0.026
2.120, 0.303
2.370, 0.654
2.108, -0.080
2.053, -0.018
1.763, -0.335
1.704, -0.829
1.642, -1.050
1.380, -1.582
1.623, -0.876
1.838, -0.935
1.856, -0.669
1.784, -1.564
1.726, -1.147
1.668, -1.374
1.587, -1.458
1.825, -0.720
1.818, -1.123
1.922, -0.881
1.836, -0.587
1.680, -1.670
1.732, -1.463
1.931, -0.876
1.692, -0.480
2.029, -0.324
2.013, -0.792
1.969, -0.481
2.116, -0.509
2.030, -0.648
2.013, -0.788
1.924, -0.756
1.783, -0.864
1.852, -0.823
1.856, -0.553
2.227, -0.220
1.884, -0.429
1.624, -0.906
1.766, -1.055
1.906, -0.649
1.839, -0.818
1.694, -0.576
1.996, -0.977
1.526, -1.175
1.470, -1.283
1.476, -1.280
1.337, -1.437
1.772, -1.099
1.801, -1.004
1.576, -1.364
1.754, -1.109
1.679, -1.146
1.603, -1.053
1.557, -1.345
1.744, -0.970
1.875, -0.601
1.921, -0.400
1.779, -0.224
2.026, -0.418
2.053, -0.841
1.937, -1.279
2.111, -0.213
1.998, -0.714
2.027, -0.458
1.591, -0.959
1.856, -0.919
1.681, -0.649
1.685, -0.530
1.766, -0.755
1.754, -1.327
1.844, -1.200
1.772, -0.990
1.992, -0.504
1.901, -0.909
1.787, -0.896
1.786, -1.051
1.470, -1.111
1.566, -0.886
1.705, -0.975
1.664, -1.300
1.608, -0.878
1.782, -1.075
1.823, -0.623
2.051, -0.724
1.498, -0.949
1.505, -1.267
1.657, -0.781
1.593, -1.046
1.856, -1.015
1.430, -1.513
1.220, -1.578
1.399, -0.997
1.674, -0.971
1.705, -1.183
1.694, -1.228
1.493, -0.794
1.430, -1.084
1.201, -1.612
1.327, -1.098
1.357, -1.267
1.621, -1.105
1.409, -0.895
1.473, -1.201
1.693, -1.014
1.522, -0.804
1.853, -0.750
1.788, -0.513
1.847, -0.506
1.738, -0.214
1.766, -0.587
1.753, -0.474
1.639, -0.417
1.884, -1.158
1.832, -0.844
1.824, -0.874
1.822, -0.185
1.719, -0.111
1.885, -0.526
1.613, -0.122
1.830, -0.350
1.931, -0.345
1.767, -0.129
1.760, -0.526
2.017, -0.027
1.595, 0.296
2.187, -0.023
1.980, -0.105
1.988, -0.269
1.919, -0.692
1.897, -0.418
1.780, -0.516
1.924, -0.916
1.715, 0.025
1.920, -0.528
2.006, -0.373
2.115, 0.046
2.305, 0.036
2.246, -0.269
1.855, -0.357
1.861, -0.598
1.703, -0.400
1.815, -0.543
1.737, -0.424
1.798, -0.411
1.811, -0.835
1.660, -0.699
1.836, -0.681
1.763, -0.441
1.656, -0.569
1.583, -0.168
2.089, 0.166
1.770, 0.066
1.942, 0.118
2.113, 0.343
1.924, 0.068
1.965, 0.165
1.827, -0.413
1.794, -0.400
1.972, -0.123
2.154, -0.091
2.238, -0.289
2.025, -0.042
1.895, -0.187
1.869, -0.649
1.756, -0.615
1.782, -0.722
1.675, -0.590
1.903, -0.596
2.081, -0.709
2.248, -0.697
1.786, -0.893
1.897, -0.639
1.688, -0.249
1.811, -0.608
1.478, -0.612
1.551, -0.222
1.817, 0.004
1.488, 0.194
1.355, -0.293
1.330, -0.622
1.464, -0.482
1.457, -0.848
1.370, -0.632
1.343, -0.528
1.314, -0.493
1.740, 0.234
1.465, 0.237
1.755, 0.386
1.865, -0.075
1.763, -0.374
1.846, -0.123
1.862, -0.063
1.966, -0.177
1.843, 0.245
1.588, -0.331
1.635, -0.850
1.646, -0.390
1.574, -0.309
1.687, -0.029
1.455, -0.783
1.476, -0.870
1.652, -0.273
1.951, -0.236
1.796, -0.095
1.726, -0.620
1.701, -0.691
1.836, -0.940
1.920, -0.238
1.875, -0.223
1.710, -0.380
1.927, -0.334
1.798, -0.522
1.836, -0.275
1.966, -0.108
1.971, -0.344
1.940, -0.284
2.083, -0.403
2.035, -0.159
2.035, -0.478
1.936, -0.400
1.955, -0.191
1.942, -0.273
1.868, -0.121
1.829, -0.144
1.843, -0.350
1.765, -0.478
1.798, -0.633
1.839, -0.320
1.828, 0.062
1.896, -0.102
1.692, 0.248
1.610, 0.374
1.679, 0.158
1.730, 0.095
1.872, 0.048
1.961, -0.254
1.590, -0.288
1.558, -0.163
1.725, -0.684
1.688, -0.223
1.910, -0.121
1.645, -0.715
1.894, -0.215
2.118, -0.282
1.941, -0.049
1.963, -0.165
1.891, -0.247
1.835, -0.707
1.887, -0.487
1.736, -0.519
1.725, -0.623
1.876, -0.675
2.122, -0.308
2.051, -0.423
2.090, -0.448
2.002, -0.116
1.857, -0.607
2.026, -1.015
1.857, -1.206
1.718, -1.228
1.769, -0.741
1.724, -0.807
1.992, -0.708
1.937, -1.249
2.106, -0.398
2.031, -0.551
2.139, -0.287
1.943, 0.182
2.141, -0.192
2.115, 0.079
1.951, 0.184
1.942, -0.458
1.906, -0.444
1.879, -0.754
1.631, -0.396
1.872, -0.614
1.942, -0.459
1.649, -0.093
1.767, -0.393
1.628, -0.518
1.572, -0.272
1.661, -0.229
1.534, -0.277
1.571, -0.519
1.872, -0.319
1.601, -0.674
1.652, -0.313
1.836, -0.291
1.742, -0.425
2.080, -0.687
1.970, -0.745
2.062, -0.627
1.982, -0.506
1.987, -0.730
1.994, -0.875
1.552, -0.882
1.649, -1.202
1.728, -0.886
1.976, -0.582
1.698, -0.586
2.187, -0.322
2.242, -0.317
1.983, -0.608
2.040, 0.027
2.089, -0.109
1.922, -0.462
2.172, -0.262
1.983, -0.260
2.272, -0.354
2.129, -0.021
2.209, 0.428
1.870, -0.552
2.143, -0.828
2.010, -0.384
1.791, -0.522
1.914, 0.106
1.955, -0.399
1.846, -0.405
2.037, -0.461
1.787, -0.871
1.792, -0.905
1.718, -0.471
1.896, -0.310
2.021, -0.339
1.769, -0.464
1.711, -0.616
1.765, -0.753
1.709, -0.965
1.609, -0.836
1.701, -0.973
1.796, -0.613
1.549, -0.505
1.768, -0.969
1.663, -0.774
1.809, -0.551
1.527, -0.362
1.910, -0.897
1.418, -0.994
1.809, -1.101
1.762, -1.300
1.895, -0.670
1.854, -0.645
1.924, -0.990
1.627, -1.276
2.079, -0.691
1.978, -0.360
1.957, -0.640
2.105, -0.535
2.272, -0.682
1.834, -0.913
2.075, -0.630
2.007, -0.828
1.944, -0.701
2.087, -0.871
1.792, -0.737
2.137, -0.241
2.147, -0.589
1.994, -0.488
1.814, -0.602
2.215, -0.416
1.954, -0.588
2.153, -0.179
1.943, -0.198
2.165, -0.400
1.965, -0.385
2.040, -0.198
2.229, -0.258
2.374, -0.057
2.202, -0.233
2.114, -0.176
2.259, -0.179
2.117, -0.560
1.852, -0.803
2.133, -0.218
2.103, -0.584
2.157, -0.482
2.346, -0.352
2.133, 0.175
2.163, -0.408
2.011, -0.045
1.947, -0.484
2.246, -0.089
2.154, -0.353
2.068, -0.200
2.214, -0.352
2.078, 0.294
2.209, 0.240
2.291, 0.165
2.060, 0.117
2.362, 0.189
1.772, -1.047
1.786, -0.343
2.143, 0.028
2.002, -0.265
2.061, -0.368
1.895, -0.484
1.867, -0.291
2.132, -0.546
2.233, -0.215
1.910, -0.315
2.329, 0.014
2.087, -0.499
2.051, -0.741
2.014, -1.039
1.834, -0.743
1.981, -0.950
2.034, -0.876
1.875, -0.778
2.092, -1.002
2.215, -0.666
1.868, -0.755
1.952, -0.321
2.175, -0.188
2.036, -0.089
2.039, -0.544
1.858, -0.276
1.882, -0.291
1.839, -0.273
1.787, -0.339
1.903, -0.577
1.686, -0.908
1.864, -0.660
2.076, -0.401
2.034, -0.558
1.698, -0.122
1.953, -0.451
1.853, -0.154
1.658, -0.418
1.815, -0.780
1.585, -1.057
1.844, -0.451
1.853, -0.093
1.864, 0.185
1.864, -0.693
1.708, -1.261
1.700, -0.416
1.744, -0.182
1.676, -0.456
1.926, -0.228
2.148, -0.108
2.069, -0.417
1.943, -0.049
2.262, -0.057
2.176, -0.087
2.033, -0.457
2.209, -0.410
1.971, 0.048
1.750, -0.091
1.993, -0.547
1.977, -0.432
1.926, -0.069
2.096, 0.108
2.108, 0.157
1.702, -0.177
2.134, -0.227
1.930, 0.051
2.018, 0.179
1.953, -0.336
1.746, -0.147
1.986, -0.150
2.056, -0.527
1.878, -0.588
2.069, -0.448
2.197, -0.149
2.127, -0.147
2.020, 0.016
2.087, -0.481
2.224, -0.321
1.919, -0.274
2.041, -0.433
1.975, -0.417
2.120, -0.275
2.059, -0.452
1.964, -0.285
2.079, -0.565
1.997, -0.315
1.882, -0.621
1.788, -0.083
1.892, -0.518
1.767, -0.537
1.805, -0.549
1.753, -0.657
1.937, -0.456
1.983, -0.081
1.949, 0.076
1.875, -0.310
1.976, -0.799
1.895, -0.312
1.836, -0.739
1.954, -0.306
1.829, -0.648
2.145, -0.723
2.142, -0.509
2.055, -0.236
2.289, -0.332
2.049, -0.396
2.042, -0.042
1.954, -0.341
2.154, -0.229
1.890, -0.023
2.018, 0.077
1.943, -0.518
2.025, -0.465
1.998, -0.603
2.015, -0.622
2.027, -0.478
1.738, -0.407
1.837, -0.704
1.957, -0.417
1.829, -0.248
1.950, -0.368
1.669, -0.211
1.784, -0.355
1.802, -0.376
1.849, -0.510
1.662, -0.720
1.844, -0.550
1.860, -1.035
1.537, -0.796
1.830, -0.029
1.773, -0.372
1.658, -0.213
1.799, -0.493
1.719, -0.956
1.719, -1.080
1.857, -0.400
1.821, -0.114
1.807, -0.929
1.632, -0.620
1.794, -0.997
1.719, -1.151
1.665, -1.404
1.622, -0.677
1.622, -1.240
1.740, -1.070
1.875, -0.883
1.738, -1.349
2.150, -0.843
1.875, -0.996
1.835, -0.966
1.593, -1.061
1.465, -1.060
1.968, -1.273
1.721, -1.196
1.917, -0.551
1.882, -0.664
1.962, -0.631
2.055, -0.340
1.944, -0.327
2.045, -0.222
1.885, -0.011
2.116, -0.092
2.099, 0.103
2.150, 0.233
1.906, -0.018
2.026, -0.541
2.149, -0.777
2.043, -0.485
1.970, -0.421
1.920, 0.036
1.987, -0.521
1.910, -0.703
2.054, -0.293
1.969, -0.597
2.050, 0.217
2.028, 0.008
2.032, 0.095
2.038, -0.394
1.977, 0.057
1.790, -0.410
1.731, -0.437
1.889, -0.172
1.597, -0.327
1.776, 0.097
1.860, 0.015
2.148, -0.005
1.884, -0.619
1.733, -0.319
1.840, -0.500
1.865, -0.527
1.883, -0.759
2.043, -0.717
1.897, -0.579
1.813, -1.229
1.863, -0.449
1.794, -0.634
2.053, 0.083
2.186, -0.522
1.880, -0.673
1.987, -0.758
1.573, -0.979
1.817, -1.013
1.632, -0.617
1.506, -0.830
1.761, -1.146
1.836, -0.238
1.715, -0.436
1.744, -0.323
2.044, -0.066
2.242, -0.118
2.060, -0.449
2.159, -0.176
2.197, -0.103
2.186, -0.214
2.168, -0.471
1.924, 0.025
2.198, 0.207
2.174, -0.150
2.010, 0.052
2.200, -0.239
2.124, 0.018
2.288, 0.310
2.163, -0.203
2.215, -0.240
2.077, -0.117
1.961, -0.121
1.824, -0.180
1.999, -0.672
1.956, -0.109
2.317, 0.070
2.200, -0.333
1.899, -0.862
1.761, -0.630
2.152, -0.471
1.898, -0.329
1.659, -0.537
1.864, -0.627
1.965, 0.029
2.143, -0.035
1.953, -0.157
1.966, -0.591
2.177, -0.390
2.324, 0.290
1.996, -0.090
2.088, -0.312
1.923, -1.063
1.998, -0.687
1.756, -0.372
2.046, -0.736
2.087, -0.346
2.004, -0.355
2.304, 0.246
2.194, 0.164
2.127, -0.578
2.182, -0.337
2.262, -0.904
1.898, -0.795
2.136, -0.910
2.004, -0.937
1.850, -1.146
1.744, -1.388
2.007, -1.503
1.888, -1.199
2.101, -0.712
2.104, -0.674
1.991, -0.850
1.945, -0.935
2.135, -0.573
1.577, -0.769
1.652, -1.042
2.075, -0.866
1.924, -0.885
2.100, -0.710
2.021, -0.772
1.660, -0.636
1.918, -0.810
1.806, -1.090
2.008, -0.978
1.944, -0.638
2.195, -0.289
1.969, -0.164
1.968, -0.268
2.148, -0.191
2.101, -0.609
2.027, -0.346
1.787, -0.905
1.859, -1.095
2.442, -0.522
2.093, -0.187
1.900, -0.214
2.301, 0.055
1.813, -0.271
1.838, -1.156
1.812, -1.280
1.821, -0.881
1.896, -1.108
2.095, -0.984
1.989, -0.489
1.951, -0.978
2.090, -1.038
1.933, -1.367
1.859, -0.787
1.759, -1.365
1.665, -1.176
1.795, -0.785
1.745, -1.300
1.645, -1.334
1.889, -0.991
1.527, -0.849
1.741, -0.853
1.738, -0.997
1.841, -1.091
1.423, -1.343
1.778, -1.139
1.781, -0.735
2.224, -0.643
2.190, -0.144
2.107, -0.529
1.765, -0.632
1.944, -0.925
1.981, -0.723
1.694, -0.461
1.854, -0.541
1.913, -0.554
1.899, -0.793
1.842, -0.908
1.836, -0.645
1.671, -0.553
1.776, -0.262
1.889, 0.015
2.004, -0.337
1.765, -0.977
1.950, -0.540
1.981, -0.967
1.898, -0.386
2.012, -0.141
1.776, -0.506
1.633, -0.609
1.634, -1.009
1.480, -1.345
1.645, -0.993
1.524, -1.130
1.639, -0.816
1.694, -0.652
1.849, -0.300
2.008, -0.666
1.687, -0.811
1.696, -1.087
2.036, -0.927
2.140, -0.665
1.919, -0.446
1.955, -0.703
1.822, -0.968
2.062, -0.966
1.849, -0.947
1.812, -0.331
1.872, -0.448
1.901, -0.843
2.072, -0.719
1.925, -0.727
2.023, -0.934
1.792, -0.770
2.060, -0.821
1.996, -1.211
2.071, -0.974
2.087, -0.220
2.063, -0.287
1.886, -0.561
2.019, -0.400
1.871, -0.785
2.096, -0.809
2.164, -0.388
2.105, -0.160
2.244, -0.511
2.176, -0.253
2.211, -0.216
2.269, -0.043
2.335, 0.051
2.292, -0.146
2.313, 0.104
2.120, -0.412
2.056, -0.549
2.069, -0.172
1.907, -0.274
1.877, -0.080
2.000, -0.040
1.962, -0.238
1.957, 0.233
1.886, 0.209
2.087, 0.171
2.050, -0.456
2.020, -0.618
1.981, -0.302
2.270, -0.374
2.180, 0.082
1.970, -0.459
2.096, -0.560
2.192, -0.497
2.109, -0.422
1.936, -0.127
1.730, -0.336
1.843, -0.310
2.014, -0.154
1.998, -0.227
1.874, -0.378
2.146, -0.573
2.075, -0.295
2.166, 0.097
2.174, -0.160
1.965, -0.645
2.031, -0.310
2.221, 0.031
1.982, -0.204
2.108, -0.274
2.127, 0.049
2.112, 0.190
2.170, -0.370
2.138, -0.037
1.917, -0.403
1.906, -0.455
2.197, -0.055
2.362, -0.082
2.113, 0.010
2.082, -0.171
1.964, -0.439
2.025, -0.437
2.041, -0.275
2.158, -0.444
1.903, -0.534
2.050, -0.477
2.087, -0.236
2.067, -0.433
2.233, -0.167
2.181, 0.176
2.089, -0.220
2.139, -0.260
2.171, -0.052
1.977, -0.105
2.274, -0.021
2.164, -0.213
2.059, -0.069
2.117, -0.254
2.159, -0.598
2.206, -0.110
1.944, -0.485
1.980, -0.257
1.888, -0.837
1.968, -0.386
2.035, -0.108
2.229, -0.141
2.233, -0.065
2.231, -0.413
2.086, -0.435
2.086, -0.575
1.873, -0.216
2.092, -0.258
2.066, -0.284
1.841, -0.336
2.125, -0.286
1.913, -0.700
2.031, -0.578
2.106, -0.394
2.102, 0.217
2.454, 0.445
2.275, 0.486
2.184, 0.199
2.292, -0.048
2.101, -0.127
1.996, 0.313
1.786, 0.053
1.705, -0.164
1.911, 0.044
2.126, -0.384
1.900, -0.248
1.592, -0.328
2.122, -0.133
1.890, -0.191
1.978, -0.072
2.005, -0.053
1.881, 0.227
1.989, 0.454
2.176, 0.299
2.254, 0.441
1.859, 0.675
1.859, 0.242
1.956, 0.171
2.033, -0.045
2.178, 0.106
2.053, -0.327
1.804, -0.559
1.988, 0.060
1.980, 0.054
1.983, -0.467
2.189, -0.437
2.066, -0.842
1.952, -0.549
2.233, -0.592
2.177, -0.515
2.199, -0.450
1.889, -0.244
1.781, -1.250
1.938, -1.162
1.824, -1.601
1.776, -0.984
1.928, -0.943
1.928, -1.048
2.008, -0.561
1.969, -0.267
2.016, 0.078
2.021, -0.324
2.036, -0.292
1.888, 0.219
1.882, 0.110
2.182, -0.481
2.071, -0.614
1.997, -0.305
2.139, -0.149
2.093, -0.982
2.091, -0.372
1.894, -0.474
2.135, -0.153
2.339, -0.251
2.044, -0.137
2.160, -0.213
2.182, 0.085
2.204, 0.309
2.444, 0.370
2.160, -0.045
2.613, 0.245
2.397, 0.514
2.372, 0.227
2.388, 0.290
2.292, 0.165
2.105, 0.314
2.231, -0.185
2.005, -0.262
2.229, -0.165
2.163, -0.205
2.294, -0.029
2.209, -0.473
1.751, -0.491
1.955, -0.694
1.903, -0.576
1.594, -0.770
1.515, -0.714
1.967, -0.375
1.864, -0.548
1.856, -0.008
1.924, -0.067
1.923, -0.209
1.984, -0.561
1.667, 0.026
2.065, -0.290
1.537, -0.156
2.032, -0.193
2.080, -0.115
2.316, -0.414
1.883, -0.317
1.930, 0.035
1.765, -0.889
1.500, -0.614
1.683, -0.543
1.728, -0.308
1.773, -0.727
1.769, -0.355
1.653, -0.418
1.870, -0.519
1.375, -0.723
1.712, -1.006
1.483, -0.675
1.597, -0.336
1.655, -0.952
1.797, -0.598
1.950, -0.521
1.900, -0.823
2.026, -0.525
2.061, 0.015
2.051, -0.249
1.822, -0.157
1.937, -0.647
1.729, -0.958
1.689, -0.166
1.952, -0.206
1.749, -0.826
1.819, -0.496
1.630, -0.467
1.401, -0.750
1.560, -0.469
1.542, -0.686
1.707, -0.371
1.583, -0.134
1.665, -0.065
1.486, -0.511
1.802, -0.218
1.877, -0.533
1.657, -0.294
1.654, -0.420
1.871, -0.281
1.641, -0.140
2.034, -0.248
1.903, -0.266
2.023, -0.374
1.859, -0.545
1.804, -0.142
1.963, -0.191
1.744, -0.299
1.931, -0.547
1.796, -0.456
1.818, -0.420
1.829, 0.041
1.942, 0.218
1.758, 0.204
2.114, -0.139
1.672, -0.514
1.469, -0.339
1.530, -0.474
1.391, -0.543
1.535, -0.356
1.366, -0.436
1.702, -0.441
1.598, -0.237
1.721, 0.219
1.735, 0.184
1.627, -0.024
1.805, -0.349
2.016, -0.169
2.120, -0.061
2.185, -0.026
1.878, -0.975
1.817, -0.311
1.759, -0.273
1.686, -0.652
1.616, -1.070
1.421, -1.101
1.187, -1.225
1.488, -1.139
1.553, -0.989
1.343, -0.543
1.450, -0.816
1.501, -0.454
1.829, -0.309
1.721, -0.818
1.432, 0.032
1.517, -0.287
1.878, -0.459
1.474, 0.061
1.437, 0.169
1.427, 0.042
1.293, -0.489
1.300, -0.797
1.481, -0.977
1.385, -0.911
1.324, -1.231
1.430, -1.194
1.439, -0.991
1.483, -0.732
1.453, -0.600
1.596, -0.935
2.119, -0.718
1.882, -0.255
1.642, -0.534
1.512, -1.151
1.876, -1.147
1.927, -1.066
1.528, -0.624
1.806, -0.348
1.431, -0.257
1.603, -0.214
1.617, -0.368
1.599, -0.691
2.128, -0.385
1.999, -0.399
1.866, -0.453
1.710, -0.602
1.908, -0.992
1.712, -0.916
1.542, -0.713
1.678, -0.432
1.716, -1.097
1.684, -0.860
1.486, -0.828
1.639, -0.778
1.920, -1.112
1.776, -1.293
1.991, -1.348
1.742, -0.929
1.686, -0.718
1.838, -1.231
1.781, -0.915
1.825, -1.002
1.672, -0.831
1.868, -1.345
1.722, -1.431
1.926, -1.011
1.916, -0.905
2.113, -0.844
1.948, -0.315
2.035, -0.275
2.126, -0.441
2.116, -0.466
1.944, -0.711
1.937, -0.492
1.960, -0.679
1.593, -1.807
1.607, -0.799
1.494, -0.722
1.859, -0.912
1.637, -0.532
1.583, -0.457
1.607, -0.453
1.593, -0.889
1.641, -0.495
1.489, -0.264
1.892, -0.453
1.868, -0.365
1.755, -0.107
1.412, -0.682
1.649, -0.356
1.752, -0.573
1.335, -0.766
1.674, -0.777
1.711, -0.684
1.185, -1.130
1.465, -1.094
1.416, -1.161
1.778, -0.935
1.669, -0.848
1.734, -0.562
1.614, -1.010
1.636, -0.948
1.424, -1.175
1.320, -1.218
1.753, -1.193
1.462, -1.280
1.610, -1.530
1.372, -1.517
1.571, -1.556
1.638, -1.114
1.645, -1.063
1.599, -1.070
1.515, -1.175
1.519, -1.253
1.585, -1.105
1.528, -1.079
1.750, -0.947
1.706, -0.844
1.631, -1.260
1.569, -1.381
1.328, -1.461
1.231, -1.065
1.577, -0.940
1.470, -1.057
1.792, -0.905
1.598, -1.300
1.600, -1.439
1.803, -1.564
1.682, -1.145
1.885, -1.087
1.911, -1.406
1.991, -0.888
1.771, -0.751
1.580, -0.580
1.531, -0.812
1.620, -0.545
1.528, -0.675
1.745, -0.239
2.065, 0.070
1.846, 0.218
1.904, -0.169
1.336, -1.015
1.503, -1.367
1.375, -1.816
1.499, -1.547
1.315, -1.572
1.417, -1.800
1.416, -1.713
1.644, -1.401
1.161, -1.345
1.598, -1.362
1.463, -1.889
1.524, -1.644
1.526, -1.169
1.666, -1.204
1.618, -1.657
1.542, -1.688
1.617, -1.294
1.654, -1.283
1.397, -1.575
1.530, -1.370
1.643, -1.119
1.942, -0.762
1.925, -0.747
1.647, -0.811
1.540, -1.011
1.554, -1.252
1.612, -1.356
1.431, -1.350
1.437, -1.407
1.569, -0.860
1.782, -1.471
1.480, -1.489
1.758, -1.518
1.743, -1.020
1.705, -0.960
1.823, -0.841
1.798, -0.644
1.660, -0.877
1.738, -0.730
1.836, -1.165
1.770, -1.033
1.791, -0.560
1.941, -0.591
2.068, -0.751
1.565, -0.855
1.425, -1.160
1.847, -1.106
1.811, -0.865
1.761, -1.011
1.753, -1.135
2.042, -0.328
2.056, -0.371
1.747, -0.695
1.778, -0.669
2.021, -0.452
2.011, -0.702
1.958, -0.823
2.241, -0.327
2.148, -0.396
2.106, -0.293
2.008, -0.120
1.937, -0.517
2.210, -0.334
1.936, -1.055
1.980, -1.167
1.982, -1.085
1.734, -0.852
1.883, -1.013
1.711, -1.115
1.795, -0.822
1.670, -0.825
1.751, -0.738
1.580, -1.113
1.696, -1.298
1.507, -0.650
1.677, -0.553
1.643, -0.970
1.681, -0.765
1.981, -0.554
1.790, -0.716
1.748, -0.926
1.504, -1.023
1.647, -1.925
1.969, -0.980
1.825, -1.205
1.943, -0.887
2.155, -0.225
1.824, -0.504
1.647, -0.597
1.798, -0.919
1.514, -1.050
1.833, -0.932
1.790, -0.838
1.630, -0.621
1.904, -0.717
1.738, -1.346
