projection on eigenvector 1 (nm), projection on eigenvector 2 (nm)
-1.110, 0.183
-1.130, -0.374
-0.779, 0.107
-0.720, 0.012
-1.312, 0.132
-0.966, 0.148
-0.837, 0.057
-1.147, 0.463
-1.165, -0.075
-1.097, 0.264
-0.808, -0.426
-0.354, -0.566
-0.524, -0.772
-0.628, -0.555
-0.603, -0.495
-0.488, -0.078
-0.963, -0.147
-0.235, -0.777
-0.495, -0.337
-0.701, -0.385
-0.755, -0.893
-0.180, -0.594
-0.584, -0.404
-0.031, -0.695
-0.211, -0.388
-0.189, -0.231
-0.302, 0.021
-0.203, -0.443
0.028, -0.536
-0.247, -0.529
-0.257, -0.204
-0.079, -0.108
-0.553, -0.442
-0.224, -0.569
-0.529, -0.697
-0.692, -0.397
-1.127, -0.250
-0.573, 0.091
-0.869, 0.041
-0.341, -0.146
-0.451, 0.293
-0.285, -0.348
-0.031, -0.629
-0.348, -0.300
-0.346, -0.357
-0.452, -0.276
-0.849, -0.214
-0.450, -0.255
-0.597, -0.292
-0.700, -0.091
-0.429, -0.071
-0.485, -0.126
0.100, -0.510
-0.460, -0.342
-0.330, -0.518
-0.125, -0.275
-0.310, -0.380
0.282, -0.695
0.146, -0.691
0.030, -0.266
-0.439, -0.019
-0.290, -0.283
-0.678, -0.120
-0.437, 0.002
-0.374, -0.116
-0.471, -0.308
-0.351, -0.102
-0.586, -0.215
-0.470, -0.125
-0.387, -0.276
-0.440, -0.163
-0.103, -0.399
-0.422, -0.375
-0.213, -0.514
-0.206, -1.221
0.102, -0.842
-0.280, -0.328
-0.158, -0.272
-0.166, 0.059
-0.475, -0.128
-0.414, 0.066
-0.361, -0.125
-0.645, 0.182
-0.690, 0.483
-0.605, -0.010
-0.216, 0.114
-0.619, 0.268
-0.785, 0.065
-0.301, 0.033
-0.795, 0.556
-1.044, 0.265
-0.635, 0.067
-0.707, -0.177
-0.627, -0.034
-0.322, -0.066
-0.228, -0.062
-0.267, 0.015
0.018, -0.426
0.200, -0.583
-0.231, -0.803
0.217, -0.311
0.026, -0.619
0.227, -0.782
-0.133, -0.086
-0.217, -0.366
0.121, 0.091
0.038, -0.158
-0.248, -0.169
-0.385, 0.059
0.052, -0.381
-0.401, -0.164
-0.279, -0.298
-0.593, 0.167
-0.752, 0.083
-0.417, 0.065
-0.232, 0.146
-0.468, 0.341
-0.084, -0.046
-0.669, 0.129
-0.385, 0.412
-0.588, 0.598
-0.709, 0.250
-0.512, 0.233
-0.375, 0.034
-0.606, -0.147
-0.453, -0.050
-0.458, 0.013
-0.256, -0.188
-0.211, -0.262
0.017, -0.200
0.169, -0.787
-0.487, -0.288
-0.757, -0.335
-0.409, -0.543
-0.084, -0.784
-0.077, -0.184
-0.182, -0.679
-0.164, -0.437
-0.382, -0.261
-0.464, -0.224
-0.367, -0.237
-0.732, -0.060
-0.491, 0.048
-0.469, -0.223
-0.738, -0.198
-0.496, -0.100
-0.380, -0.230
-0.609, -0.256
-1.010, -0.015
-0.512, 0.204
-0.273, -0.116
-0.339, -0.192
-0.241, -0.226
-0.174, 0.012
-0.940, 0.302
-1.036, 0.112
-0.876, 0.161
-0.927, -0.068
-0.737, 0.088
-1.153, 0.179
-1.067, 0.096
-1.249, 0.091
-1.028, 0.257
-0.836, -0.228
-1.207, -0.028
-0.878, -0.124
-0.943, -0.370
-0.578, -0.258
-1.016, -0.054
-0.866, 0.295
-0.657, -0.071
-0.337, -0.639
-0.904, -0.372
-0.756, -0.442
-0.565, -0.644
-0.345, -0.788
-0.517, -0.888
-0.135, -0.963
-0.232, -0.612
-0.372, -0.377
-0.386, -0.677
-0.360, -0.404
-0.651, -0.184
-0.343, -0.609
-0.533, -0.442
-0.454, -0.946
-0.686, -0.857
-0.203, -0.876
-0.144, -0.986
-0.066, -0.778
-0.707, -0.474
-0.846, -0.383
-0.561, -0.419
-0.522, -0.636
-0.697, -0.055
-0.752, -0.250
-0.857, 0.136
-0.784, -0.012
-0.882, -0.217
-0.632, -0.263
-0.926, -0.466
-0.619, -0.105
-0.667, -0.240
-0.677, -0.274
-0.743, -0.139
-0.911, 0.040
-1.047, 0.382
-0.500, 0.195
-0.692, 0.197
-1.008, -0.006
-0.992, 0.210
-0.778, 0.393
-1.038, 0.250
-1.139, 0.305
-1.428, 0.968
-1.131, 0.384
-1.240, 0.420
-1.334, 0.489
-1.548, 0.908
-1.223, 0.715
-1.367, 0.653
-1.287, 0.698
-1.015, 0.360
-1.267, 0.368
-1.326, 0.771
-1.110, 0.068
-1.096, -0.082
-1.002, 0.030
-1.040, 0.052
-1.040, 0.430
-0.933, 0.336
-0.627, 0.222
-0.897, -0.293
-0.719, 0.077
-1.102, 0.275
-1.085, -0.032
-0.886, -0.094
-0.766, -0.294
-0.603, -0.138
-0.850, -0.236
-0.578, -0.158
-1.083, -0.208
-1.204, 0.123
-0.836, 0.172
-0.767, -0.263
-0.964, -0.398
-0.867, -0.669
-0.921, -0.455
-0.862, -0.112
-0.781, -0.231
-0.724, -0.131
-0.727, -0.263
-0.633, -0.264
-0.274, -0.553
-0.548, -0.267
-0.721, -0.103
-1.002, 0.156
-0.866, -0.043
-0.524, -0.006
-0.454, -0.311
-0.930, 0.213
-0.760, -0.138
-1.190, -0.037
-0.950, -0.170
-0.811, -0.558
-0.848, -0.217
-1.192, 0.194
-0.830, -0.473
-0.605, -0.169
-0.775, -0.310
-0.773, -0.674
-0.696, -0.711
-0.416, -0.575
-0.606, -0.498
-0.677, -0.314
-0.801, -0.086
-0.963, -0.221
-0.807, -0.087
-1.051, -0.267
-0.572, -0.633
-1.191, 0.061
-1.124, -0.102
-0.751, -0.219
-1.100, -0.193
-0.950, -0.260
-0.855, -0.060
-0.733, 0.175
-0.496, 0.036
-0.538, -0.063
-0.355, -0.176
-0.580, 0.067
-0.378, -0.092
-0.498, 0.293
-0.775, -0.117
-0.774, 0.063
-0.398, -0.077
-0.241, -0.447
-0.551, -0.122
-1.017, -0.467
-0.502, -0.412
-0.737, -0.409
-0.676, -0.423
-0.725, -0.168
-1.128, -0.112
-1.089, 0.043
-0.831, -0.155
-1.033, -0.060
-0.753, 0.074
-1.137, 0.001
-0.585, -0.345
-0.726, -0.396
-0.549, -0.259
-0.796, 0.203
-0.900, -0.112
-0.823, -0.455
-0.630, -0.403
-0.163, -0.794
-0.584, -0.931
-0.612, -0.737
-0.881, -0.752
-0.475, -0.373
-0.689, -0.271
-0.964, 0.169
-0.710, -0.095
-0.990, -0.378
-1.036, -0.365
-0.735, -0.402
-0.656, -0.330
-0.744, -0.257
-0.802, -0.289
-0.846, -0.222
-0.639, -0.263
-1.170, -0.124
-0.770, -0.046
-0.880, -0.055
-0.859, 0.001
-0.739, -0.298
-0.697, -0.322
-0.768, -0.283
-0.803, -0.261
-0.548, -0.713
-0.422, -0.677
-0.672, -0.286
-0.769, -0.161
-0.514, -0.199
-0.895, 0.059
-0.510, -0.304
-0.969, -0.077
-0.693, -0.124
-0.470, -0.165
-1.263, 0.254
-1.015, 0.187
-1.202, 0.176
-0.866, 0.061
-1.146, -0.127
-1.106, -0.040
-0.868, -0.399
-0.770, -0.679
-0.872, -0.367
-0.537, -0.385
-1.105, -0.581
-1.071, 0.259
-1.092, 0.211
-0.846, -0.353
-0.917, -0.112
-1.377, 0.173
-0.786, -0.129
-1.248, 0.040
-1.619, 0.177
-1.430, 0.127
-0.998, -0.203
-1.345, 0.178
-1.348, -0.017
-1.344, 0.129
-1.561, 0.098
-1.313, -0.214
-1.321, -0.007
-1.170, -0.141
-1.260, -0.138
-1.463, -0.329
-1.097, -0.468
-0.846, -0.928
-1.218, -0.593
-0.784, -0.812
-0.903, -0.512
-1.279, -0.249
-1.337, -0.502
-1.185, -0.284
-1.348, -0.248
-0.819, -0.279
-1.152, -0.680
-0.536, -1.012
-1.094, -0.567
-0.966, -0.901
-1.295, -0.709
-1.242, -0.530
-1.334, -0.259
-1.134, -0.241
-1.136, -0.408
-1.455, -0.298
-1.365, -0.096
-1.089, -0.361
-1.008, -0.330
-1.162, -0.005
-1.335, 0.156
-1.418, 0.292
-1.347, 0.234
-0.998, -0.110
-1.312, -0.135
-0.966, -0.403
-0.919, -0.475
-1.299, -0.065
-1.152, -0.107
-1.143, -0.022
-1.032, -0.270
-1.323, 0.109
-0.946, -0.253
-0.932, -0.162
-1.080, -0.245
-1.102, -0.380
-1.172, -0.178
-1.181, -0.354
-1.223, 0.044
-1.444, 0.176
-1.048, -0.391
-1.088, -0.462
-1.021, -0.122
-1.179, -0.363
-1.261, -0.187
-0.980, -0.091
-1.368, 0.068
-1.071, -0.455
-0.752, -0.850
-1.148, -0.456
-0.709, -0.705
-1.232, -0.747
-0.804, -0.728
-0.734, -0.572
-0.962, -0.689
-1.176, -0.655
-1.270, -0.230
-1.168, -0.390
-1.111, -0.249
-0.842, -0.380
-0.887, -0.481
-0.348, -0.694
-0.359, -0.686
-0.443, -0.852
-0.838, -0.595
-0.956, -0.343
-0.805, -0.028
-0.766, -0.308
-0.918, -0.150
-1.216, -0.179
-1.055, -0.260
-1.365, -0.229
-0.561, -0.665
-0.593, -0.369
-0.683, -0.651
-0.611, -0.138
-0.982, 0.059
-0.833, -0.153
-0.972, -0.265
-1.016, -0.366
-0.935, -0.247
-1.253, -0.512
-1.097, -0.543
-1.108, -0.504
-1.035, 0.020
-1.221, -0.585
-1.340, -0.055
-1.490, 0.108
-1.010, -0.396
-1.069, -0.500
-0.938, -0.461
-0.759, -0.234
-1.595, 0.281
-0.800, -0.024
-0.828, -0.277
-1.129, -0.097
-0.674, -0.172
-1.029, -0.225
-1.148, -0.405
-1.130, -0.342
-1.171, -0.322
-1.332, -0.015
-1.184, 0.062
-1.171, -0.043
-1.314, -0.518
-1.002, -0.857
-1.307, 0.030
-1.417, -0.309
-1.397, -0.591
-1.371, -0.415
-1.415, -0.236
-1.058, -0.786
-1.154, -0.375
-1.367, -0.256
-1.243, -0.458
-1.036, -0.591
-1.114, -0.003
-1.158, -0.277
-1.131, -0.406
-1.059, -0.323
-1.235, -0.617
-1.324, -0.433
-0.995, -0.600
-1.016, -0.602
-1.211, -0.565
-1.090, -0.539
-1.092, -0.739
-0.965, -0.433
-1.182, -0.669
-1.308, -0.611
-1.155, -0.767
-0.756, -0.850
-0.830, -0.823
-0.774, -0.554
-1.054, -0.540
-0.736, -1.095
-0.392, -0.919
-1.072, -0.398
-1.307, -0.449
-1.356, -0.388
-1.239, -0.270
-1.304, -0.351
-0.926, -0.792
-1.277, -0.888
-1.316, -0.716
-1.035, -1.083
-1.359, -0.227
-1.288, -0.616
-1.168, -0.591
-1.520, -0.443
-1.620, -0.664
-1.629, -0.176
-1.593, -0.192
-1.255, -0.339
-1.130, -0.324
-1.268, -0.466
-1.445, -0.566
-1.382, -0.396
-0.861, -0.373
-0.960, -0.359
-1.258, -0.384
-1.228, -0.195
-0.985, -0.442
-0.800, -0.496
-0.655, -0.449
-1.226, -0.513
-1.371, -0.440
-1.052, -0.538
-0.935, -0.707
-1.046, -0.917
-1.287, -0.432
-1.504, 0.066
-1.321, -0.172
-1.554, -0.120
-1.608, 0.124
-1.435, -0.075
-0.971, 0.004
-1.280, 0.420
-1.315, 0.179
-1.249, -0.013
-0.863, -0.338
-1.034, -0.494
-0.920, -0.275
-1.003, -0.443
-0.905, -0.638
-0.951, -0.394
-1.242, -0.635
-1.306, -0.254
-1.292, -0.482
-1.679, -0.430
-1.412, -0.501
-1.389, -0.568
-1.079, -0.862
-1.042, -0.861
-1.148, -0.793
-1.293, -0.227
-1.195, -0.786
-1.172, -0.471
-1.135, -0.040
-1.322, -0.260
-1.211, -0.240
-1.490, -0.357
-1.072, -0.420
-1.138, -0.596
-1.367, -0.750
-1.123, -0.703
-1.140, -0.713
-1.159, -0.382
-1.362, -0.187
-1.011, -0.270
-1.244, -0.300
-1.511, 0.023
-1.374, -0.282
-1.009, -0.532
-1.381, -0.583
-0.740, -0.582
-1.225, -0.565
-1.032, -0.300
-1.291, -0.074
-1.171, -0.060
-1.267, -0.225
-1.377, -0.039
-1.516, 0.013
-1.726, 0.116
-1.454, -0.117
-1.057, -0.630
-1.398, -0.220
-1.284, -0.206
-1.260, -0.132
-1.214, 0.125
-1.489, 0.181
-1.364, 0.197
-1.175, 0.050
-0.962, -0.010
-1.443, -0.308
-1.173, -0.374
-1.260, -0.107
-1.284, -0.122
-1.884, 0.135
-1.505, -0.087
-1.658, -0.227
-1.451, 0.210
-1.211, -0.182
-1.380, -0.048
-1.330, -0.167
-1.267, -0.078
-1.140, -0.342
-0.945, -0.519
-1.405, -0.143
-1.547, -0.166
-1.251, -0.362
-1.501, -0.381
-1.391, -0.296
-1.269, -0.585
-1.176, -0.695
-1.262, -0.156
-0.982, -0.037
-1.043, -0.396
-1.186, -0.713
-1.108, -0.376
-0.858, -0.500
-1.025, -0.416
-0.904, -0.293
-1.237, -0.445
-1.108, -0.521
-1.209, -0.481
-1.304, -0.360
-1.368, -0.231
-1.345, -0.521
-1.449, -0.415
-1.492, -0.223
-1.610, 0.079
-1.741, -0.417
-1.263, -0.378
-1.517, -0.289
-1.327, -0.258
-1.564, -0.066
-1.529, -0.054
-1.540, 0.074
-1.499, -0.084
-1.103, -0.015
-1.018, -0.258
-1.174, 0.035
-0.975, -0.869
-1.012, -0.620
-1.324, -0.602
-1.046, -0.453
-1.352, -0.370
-1.419, -0.206
-0.955, -0.441
-1.357, -0.549
-1.149, -0.206
-1.231, -0.652
-1.317, -0.700
-1.111, -0.446
-1.374, -0.657
-1.111, -0.838
-1.270, -0.729
-1.170, -0.433
-1.225, -0.195
-1.128, -0.487
-1.412, -0.262
-1.309, -0.265
-1.247, -0.029
-0.914, -0.274
-0.640, -0.335
-1.216, -0.136
-0.986, -0.054
-1.119, -0.382
-0.873, -0.563
-0.677, -0.876
-1.215, -0.454
-1.413, -0.591
-1.282, -0.696
-0.863, -0.866
-0.951, -0.764
-1.345, -0.591
-1.181, -0.483
-1.311, -0.797
-1.038, -0.979
-1.098, -0.543
-0.981, -0.620
-1.231, -0.308
-1.434, -0.216
-1.545, -0.054
-1.536, -0.567
-1.296, -0.504
-1.349, -0.506
-1.589, -0.097
-1.551, -0.196
-1.223, -0.207
-1.403, -0.289
-1.322, -0.179
-1.218, -0.424
-0.901, -0.714
-1.231, -0.156
-1.259, -0.414
-1.191, -0.498
-1.231, -0.512
-0.997, -0.452
-1.314, 0.018
-1.128, -0.531
-1.105, -0.701
-1.530, -0.229
-1.571, -0.331
-1.176, -0.426
-1.022, -0.298
-1.160, -0.251
-1.071, -0.123
-1.266, -0.080
-1.239, -0.375
-1.562, -0.196
-1.165, -0.146
-1.141, -0.146
-1.386, -0.091
-1.233, -0.270
-1.264, -0.507
-1.452, -0.247
-1.172, -0.223
-0.924, -0.385
-1.259, -0.386
-1.443, -0.095
-1.162, -0.262
-0.863, -0.150
-1.173, -0.157
-1.450, 0.028
-1.328, -0.311
-1.046, 0.061
-1.145, -0.110
-1.267, -0.295
-1.482, -0.257
-1.212, 0.064
-1.073, 0.040
-1.130, 0.002
-1.023, -0.120
-1.026, -0.436
-1.129, -0.372
-1.230, -0.242
-1.475, 0.172
-1.433, -0.064
-1.382, 0.175
-1.135, -0.013
-1.303, -0.062
-1.534, -0.133
-1.176, -0.393
-1.306, -0.300
-1.127, -0.369
-0.960, -0.302
-1.110, -0.457
-0.934, -0.179
-1.017, -0.077
-1.166, -0.154
-1.375, -0.259
-1.249, -0.448
-1.022, -0.480
-1.078, -0.191
-0.920, -0.259
-1.307, -0.423
-1.442, -0.175
-1.684, 0.225
-1.424, 0.515
-1.508, 0.350
-1.376, -0.147
-0.844, -0.179
-1.219, -0.326
-0.839, -0.166
-0.890, -0.580
-0.927, -0.294
-0.693, -0.270
-1.238, -0.185
-1.400, -0.004
-0.971, -0.067
-1.463, 0.282
-0.811, -0.148
-1.005, 0.081
-0.899, -0.238
-0.930, 0.005
-0.854, -0.396
-0.947, -0.313
-1.092, -0.042
-1.062, -0.412
-0.741, -0.741
-0.771, -0.012
-1.245, -0.128
-0.822, -0.169
-0.995, -0.254
-1.034, -0.364
-0.970, 0.169
-0.731, -0.096
-0.797, -0.264
-0.684, -0.276
-0.828, -0.193
-1.080, -0.068
-0.891, -0.176
-0.595, -0.549
-0.692, 0.115
-1.511, 0.469
-0.981, -0.058
-1.229, -0.773
-0.813, -0.228
-0.953, -0.221
-0.527, -0.530
-0.547, -0.520
-0.517, -0.294
-0.860, -0.100
-0.831, -0.491
-1.124, -0.383
-0.801, -0.540
-1.121, -0.104
-0.969, -0.362
-0.747, -0.427
-1.019, -0.092
-1.013, -0.285
-1.192, -0.596
-0.670, -0.157
-0.801, -0.226
-1.106, -0.275
-1.159, 0.202
-1.117, -0.182
-1.385, 0.060
-1.018, -0.045
-1.301, -0.107
-1.209, -0.097
-1.404, -0.185
-1.255, -0.098
-1.243, -0.224
-1.045, -0.485
-1.131, -0.124
-0.924, -0.458
-1.210, -0.184
-1.120, -0.348
-1.156, -0.260
-1.429, 0.074
-1.714, 0.366
-1.542, 0.268
-1.288, -0.085
-1.185, -0.302
-1.126, -0.074
-1.099, -0.240
-0.962, -0.378
-1.205, -0.416
-1.249, -0.280
-1.319, -0.119
-1.305, -0.473
-1.423, -0.337
-1.262, -0.242
-1.384, -0.052
-1.555, 0.292
-1.409, 0.096
-1.634, -0.041
-1.186, -0.263
-1.528, -0.290
-1.432, 0.311
-1.424, 0.057
-1.153, 0.042
-1.260, -0.430
-1.446, -0.412
-1.225, -0.043
-1.250, -0.311
-1.551, -0.158
-1.221, 0.118
-1.564, -0.066
-1.086, -0.293
-1.081, -0.240
-0.999, -0.395
-1.367, -0.152
-1.145, -0.607
-0.986, -0.633
-0.919, -0.426
-0.992, -0.486
-1.409, 0.046
-1.541, -0.018
-1.405, 0.021
-1.422, 0.034
-1.062, 0.038
-1.581, 0.088
-1.699, 0.303
-1.062, 0.021
-1.233, -0.084
-1.092, -0.427
-1.236, -0.320
-1.143, -0.319
-1.122, -0.020
-1.654, 0.018
-1.391, -0.126
-1.275, -0.009
-1.247, -0.135
-1.119, -0.245
-1.205, -0.419
-1.512, -0.259
-1.843, -0.075
-1.366, -0.161
-1.229, -0.066
-1.364, 0.341
-1.286, -0.086
-1.520, 0.389
-1.307, 0.251
-1.176, 0.128
-0.742, -0.546
-1.193, -0.034
-1.221, -0.004
-1.259, 0.020
-1.426, -0.077
-1.372, -0.162
-1.478, 0.148
-1.178, -0.217
-0.848, -0.452
-1.087, -0.226
-1.274, 0.068
-1.212, 0.010
-1.413, 0.143
-1.100, -0.207
-1.282, 0.065
-1.398, -0.184
-0.899, -0.743
-0.989, -0.507
-1.206, -0.527
-0.907, -0.577
-1.500, -0.106
-1.060, -0.500
-1.266, -0.318
-1.018, -0.126
-1.253, -0.219
-0.868, -0.675
-0.628, -1.046
-0.947, -0.759
-1.125, -0.916
-0.978, -0.631
-0.806, -0.371
-0.973, -0.504
-1.312, -0.373
-0.844, -0.520
-0.591, -0.680
-0.534, -0.901
-0.451, -0.885
-0.534, -0.863
-0.773, -0.526
-1.028, -0.778
-0.792, -0.891
-0.585, -0.959
-1.152, -0.820
-0.723, -0.612
-0.848, -0.885
-0.967, -0.641
-0.909, -0.451
-0.860, -0.727
-1.522, -0.295
-1.432, -0.359
-0.932, -0.329
-1.261, -0.034
-1.166, -0.455
-0.763, -0.551
-1.062, -0.312
-0.888, -0.330
-0.983, -0.315
-1.039, -0.213
-1.248, 0.144
-1.150, 0.037
-1.041, -0.177
-1.382, 0.332
-0.660, -0.564
-0.619, -0.263
-0.522, -0.598
-1.081, -0.233
-0.597, -0.425
-0.933, -0.455
-0.730, -0.748
-0.829, -0.401
-0.748, -0.654
-0.645, -0.506
-0.609, -0.632
-0.845, -0.249
-1.214, -0.321
-1.209, -0.276
-1.407, 0.060
-1.463, -0.148
-1.340, 0.095
-0.711, -0.317
-0.514, -0.509
-1.279, -0.477
-1.246, -0.357
-0.982, -0.521
-0.932, -0.538
-0.919, -0.519
-1.147, -0.952
-1.159, -1.038
-0.894, -0.778
-1.120, -0.661
-0.840, -0.512
-0.663, -0.892
-0.862, -0.547
-1.029, -0.729
-1.092, -0.499
-0.976, -0.458
-0.892, -0.530
-1.093, -0.442
-0.981, -0.417
-1.075, -0.263
-1.130, 0.105
-1.292, 0.176
-0.877, -0.344
-1.215, -0.171
-0.979, -0.427
-1.045, -0.281
-1.206, -0.043
-0.949, -0.397
-1.498, -0.300
-0.974, -0.598
-1.372, -0.151
-1.075, -0.170
-1.255, -0.294
-1.036, -0.593
-1.351, -0.479
-1.205, -0.229
-1.459, -0.287
-1.410, -0.517
-1.315, -0.604
-1.186, -0.609
-1.347, -0.110
-0.853, -0.701
-1.208, -0.056
-1.065, -0.205
-1.308, -0.757
-1.190, -0.602
-0.763, -0.786
-1.276, -0.280
-1.543, -0.333
-1.222, -0.557
-1.551, -0.179
-1.274, -0.385
-1.063, -1.002
-1.223, -0.617
-1.522, -0.117
-1.601, -0.083
-1.555, -0.582
-1.241, -0.567
-1.019, -0.367
-1.383, -0.448
-1.437, -0.224
-1.552, -0.174
-1.257, -0.202
-1.399, -0.195
-1.954, -0.313
-1.603, 0.266
-1.242, 0.193
-1.393, 0.166
-1.587, -0.296
-1.406, -0.305
-1.424, 0.080
-1.549, -0.393
-1.500, -0.304
-1.569, -0.494
-1.355, -0.640
-1.183, -0.470
-1.515, -0.140
-1.452, -0.887
-1.114, -0.485
-1.515, -1.138
-1.125, -1.332
-1.125, -1.109
-1.531, -0.916
-1.435, -0.771
-1.004, -0.484
-1.224, -0.776
-1.406, -0.434
-1.092, -0.561
-1.215, -0.524
-0.967, -0.515
-1.204, -0.502
-1.156, -0.171
-1.332, 0.032
-1.627, -0.266
-1.296, 0.011
-1.330, 0.266
-1.471, -0.063
-1.313, -0.126
-1.455, -0.129
-1.386, -0.303
-1.658, -0.149
-1.007, -0.290
-1.285, -0.339
-1.419, -0.325
-1.024, -0.386
-1.067, -0.521
-1.265, -0.663
-1.305, -0.813
-1.426, -0.525
-1.509, -0.246
-1.504, -0.657
-1.606, -0.314
-0.857, -0.252
-0.955, -0.110
-1.095, -0.381
-0.853, -0.285
-1.463, -0.196
-1.120, -0.077
-1.281, -0.222
-1.615, -0.149
-1.363, -0.344
-0.585, -0.771
-0.952, -0.845
-1.023, -0.919
-1.265, -0.528
-1.508, -0.324
-1.374, -0.570
-1.290, -0.593
-0.805, -1.051
-1.407, -0.715
-1.371, -1.156
-1.133, -0.504
-1.142, -0.239
-0.856, -0.364
-1.150, 0.149
-0.914, -0.481
-1.006, -0.110
-0.703, -0.021
-1.279, -0.215
-0.650, -0.014
-0.962, 0.159
-0.536, -0.295
-0.911, 0.041
-0.948, 0.136
-1.096, 0.209
-1.217, 0.249
-1.063, 0.058
-1.229, -0.337
-1.286, 0.310
-0.916, -0.202
-0.655, -0.447
-0.994, -0.236
-0.702, -0.530
-1.202, 0.198
-0.736, -0.192
-0.897, -0.708
-1.316, -0.114
-1.147, -0.630
-1.451, -0.183
-1.484, -0.170
-1.203, -0.101
-1.162, -0.211
-1.316, 0.059
-1.265, -0.189
-1.021, -0.031
-1.491, 0.268
-1.364, 0.259
-1.175, -0.181
-0.787, 0.008
-0.989, -0.087
-0.910, -0.452
-1.101, -0.101
-1.210, 0.002
-0.995, -0.260
-0.922, -0.111
-0.586, -0.368
-0.567, -0.919
-0.792, -0.485
-0.768, -0.299
-0.781, -0.344
-0.752, -0.179
-1.072, -0.146
-1.080, -0.186
-1.138, -0.381
-0.980, -0.663
-0.837, -0.134
-0.691, -0.324
-0.834, 0.009
-0.951, 0.001
-0.642, 0.109
-0.425, -0.073
-0.712, -0.073
-0.868, 0.167
-0.995, 0.016
-1.035, -0.039
-0.800, -0.008
-1.011, 0.239
-0.789, 0.071
-0.762, 0.141
-1.309, -0.031
-0.793, -0.168
-1.214, 0.120
-1.142, 0.245
-0.776, 0.054
-0.978, 0.109
-0.993, -0.295
-0.771, -0.248
-0.436, -0.213
-0.550, -0.062
-0.522, -0.033
-0.736, -0.066
-0.679, -0.064
-0.732, -0.378
-0.776, -0.179
-0.659, 0.008
-0.969, 0.059
-0.811, 0.074
-0.982, -0.176
-0.731, -0.223
-0.931, 0.004
-0.630, 0.064
-1.010, -0.284
-0.845, 0.069
-1.032, -0.352
-1.120, 0.318
-1.056, 0.182
-1.468, 0.007
-1.199, -0.337
-1.179, 0.084
-0.896, 0.055
-1.127, 0.096
-0.420, -0.648
-0.734, 0.036
-1.098, -0.335
-0.845, -0.180
-1.137, -0.216
-0.540, -0.372
-0.725, -0.372
-0.954, -0.355
-0.786, -0.549
-0.556, -0.841
-0.882, -0.706
-1.201, -0.520
-0.765, -0.722
-1.063, -0.293
-0.820, -0.774
-0.393, -0.682
-0.317, -0.387
-0.526, -0.457
-1.146, -0.340
-0.827, -0.448
-0.650, -0.469
-0.512, -0.370
-0.916, -0.032
-0.714, -0.030
-0.945, -0.100
-1.121, -0.151
-1.099, -0.413
-0.606, -0.694
-0.889, -0.286
-0.882, -0.342
-1.045, 0.093
-0.799, -0.033
-1.120, 0.165
-0.683, 0.049
-0.918, -0.074
